Tallyrun Payroll Register - Sable Creek Commercial Cleaning LLC
Regular payrolls, check dates 12/01/2025 - 03/31/2026
Check Date,Period Start,Period End,Employee,Emp ID,Gross Pay,Federal Income Tax,Social Security,Medicare,State Income Tax,Net Pay,ER Social Security,ER Medicare,ER FUTA,ER SUI
03/13/2026,02/23/2026,03/08/2026,Priya Morris,E250,"$1,964.96",$204.85,$121.83,$28.49,$86.46,"$1,523.33",$121.83,$28.49,$0.00,$33.40
03/13/2026,02/23/2026,03/08/2026,Deborah Okafor,E110,"$3,447.20",$397.73,$213.73,$49.98,$151.68,"$2,634.08",$213.73,$49.98,$0.00,$58.60
03/13/2026,02/23/2026,03/08/2026,Dorothy Parker,E229,"$1,449.96",$121.60,$89.90,$21.02,$63.80,"$1,153.64",$89.90,$21.02,$3.37,$24.65
03/13/2026,02/23/2026,03/08/2026,Gary Phillips,E131,"$1,747.04",$183.63,$108.32,$25.33,$76.87,"$1,352.89",$108.32,$25.33,$0.00,$29.70
03/13/2026,02/23/2026,03/08/2026,Richard Richardson,E173,"$1,707.48",$151.28,$105.86,$24.76,$75.13,"$1,350.45",$105.86,$24.76,$0.00,$29.03
03/13/2026,02/23/2026,03/08/2026,Kimberly Rogers,E124,"$3,606.40",$306.23,$223.60,$52.29,$158.68,"$2,865.60",$223.60,$52.29,$0.00,$61.31
03/13/2026,02/23/2026,03/08/2026,Elizabeth Ruiz,E208,"$1,745.62",$166.74,$108.23,$25.31,$76.81,"$1,368.54",$108.23,$25.31,$0.00,$29.68
03/13/2026,02/23/2026,03/08/2026,Kevin Stewart,E215,"$1,250.91",$125.39,$77.56,$18.14,$55.04,$974.78,$77.56,$18.14,$0.00,$21.27
03/13/2026,02/23/2026,03/08/2026,Sarah Torres,E159,$953.80,$93.06,$59.14,$13.83,$41.97,$745.80,$59.14,$13.83,$5.72,$16.21
03/13/2026,02/23/2026,03/08/2026,Kenneth Ward,E236,"$1,029.75",$79.06,$63.84,$14.93,$45.31,$826.61,$63.84,$14.93,$3.56,$17.51
03/13/2026,,,TOTAL FOR CHECK DATE,,"$35,904.79","$3,345.47","$2,226.11",$520.60,"$1,579.83","$28,232.79","$2,226.11",$520.60,$69.14,$610.40
03/27/2026,03/09/2026,03/22/2026,Yuki Clark,E243,$797.38,$55.02,$49.44,$11.56,$35.08,$646.28,$49.44,$11.56,$4.78,$13.56
03/27/2026,03/09/2026,03/22/2026,Margaret Cook,E152,$892.02,$107.30,$55.31,$12.93,$39.25,$677.23,$55.31,$12.93,$5.35,$15.16
03/27/2026,03/09/2026,03/22/2026,Marcus Cox,E187,"$1,358.07",$169.71,$84.20,$19.69,$59.76,"$1,024.71",$84.20,$19.69,$0.38,$23.09
03/27/2026,03/09/2026,03/22/2026,Charles Flores,E194,"$1,370.58",$132.05,$84.98,$19.87,$60.31,"$1,073.37",$84.98,$19.87,$0.00,$23.30
03/27/2026,03/09/2026,03/22/2026,Sarah Foster,E166,"$1,408.96",$179.73,$87.36,$20.43,$61.99,"$1,059.45",$87.36,$20.43,$3.83,$23.95
03/27/2026,03/09/2026,03/22/2026,Rebecca Garcia,E117,"$3,561.60",$199.64,$220.82,$51.64,$156.71,"$2,932.79",$220.82,$51.64,$0.00,$60.55
03/27/2026,03/09/2026,03/22/2026,Wei Gonzalez,E222,"$1,398.65",$123.60,$86.72,$20.28,$61.54,"$1,106.51",$86.72,$20.28,$0.00,$23.78
03/27/2026,03/09/2026,03/22/2026,Jeffrey Gutierrez,E257,"$1,537.50",$94.92,$95.33,$22.29,$67.65,"$1,257.31",$95.33,$22.29,$0.51,$26.14
03/27/2026,03/09/2026,03/22/2026,Dorothy Howard,E145,"$2,154.24",$157.89,$133.56,$31.24,$94.79,"$1,736.76",$133.56,$31.24,$0.00,$36.62
03/27/2026,03/09/2026,03/22/2026,Steven Morgan,E180,"$1,431.43",$113.09,$88.75,$20.76,$62.98,"$1,145.85",$88.75,$20.76,$1.48,$24.33
03/27/2026,03/09/2026,03/22/2026,Joshua Morris,E138,$823.44,$75.77,$51.05,$11.94,$36.23,$648.45,$51.05,$11.94,$2.44,$14.00
03/27/2026,03/09/2026,03/22/2026,Priya Morris,E250,"$1,011.47",$105.45,$62.71,$14.67,$44.50,$784.14,$62.71,$14.67,$0.00,$17.20
03/27/2026,03/09/2026,03/22/2026,Richard Myers,E201,"$2,251.08",$216.23,$139.57,$32.64,$99.05,"$1,763.59",$139.57,$32.64,$11.42,$38.27
03/27/2026,03/09/2026,03/22/2026,Deborah Okafor,E110,"$3,447.20",$397.73,$213.73,$49.98,$151.68,"$2,634.08",$213.73,$49.98,$0.00,$58.60
03/27/2026,03/09/2026,03/22/2026,Dorothy Parker,E229,"$1,392.48",$116.78,$86.33,$20.19,$61.27,"$1,107.91",$86.33,$20.19,$0.00,$23.67
03/27/2026,03/09/2026,03/22/2026,Gary Phillips,E131,"$2,011.96",$211.48,$124.74,$29.17,$88.53,"$1,558.04",$124.74,$29.17,$0.00,$34.20
03/27/2026,03/09/2026,03/22/2026,Richard Richardson,E173,"$2,005.06",$177.64,$124.31,$29.07,$88.22,"$1,585.82",$124.31,$29.07,$0.00,$34.09
03/27/2026,03/09/2026,03/22/2026,Kimberly Rogers,E124,"$3,606.40",$306.23,$223.60,$52.29,$158.68,"$2,865.60",$223.60,$52.29,$0.00,$61.31
03/27/2026,03/09/2026,03/22/2026,Elizabeth Ruiz,E208,"$2,208.75",$210.98,$136.94,$32.03,$97.18,"$1,731.62",$136.94,$32.03,$0.00,$37.55
03/27/2026,03/09/2026,03/22/2026,Kevin Stewart,E215,"$1,212.77",$121.57,$75.19,$17.59,$53.36,$945.06,$75.19,$17.59,$0.00,$20.62
03/27/2026,03/09/2026,03/22/2026,Sarah Torres,E159,"$1,330.30",$129.79,$82.48,$19.29,$58.53,"$1,040.21",$82.48,$19.29,$2.27,$22.62
03/27/2026,03/09/2026,03/22/2026,Kenneth Ward,E236,"$2,072.14",$159.09,$128.47,$30.05,$91.17,"$1,663.36",$128.47,$30.05,$0.00,$35.23
03/27/2026,,,TOTAL FOR CHECK DATE,,"$39,283.48","$3,561.69","$2,435.59",$569.60,"$1,728.46","$30,988.14","$2,435.59",$569.60,$32.46,$667.84
