Ticket ID,Created,Requester,Requester email,Subject,Description,Tags,Status,Assignee,Latest public reply
20536,2026-08-15 06:12,Kenneth Castillo,castillo.kenneth@hotmail.com,Whole bean?,"Hi,

Which grind should I pick for an AeroPress?

Thanks,
Kenneth",,Closed,Tyler,AeroPress: medium-fine. French press: coarse. Whole bean is always available.
20537,2026-08-15 14:45,Tomasz Tanaka,tomasz_tanaka@aol.com,Shipping charge,"Hi,

Shipping fee on a $38.00 order seems steep - is there a free shipping minimum?

Thanks,
Tomasz",,Closed,Maya,"US orders of $45 or more ship free, and subscriptions always ship free."
20538,2026-08-16 16:44,Kathleen Peterson,kathleenpeterson67@gmail.com,stale coffee,"Hi,

The box was crushed and one bag split open all over the mailbox. Order #44065.

Thanks,
Kathleen",refund,Closed,Tyler,So sorry! If you let us know within 14 days of delivery we'll send a replacement or add store credit to your account.
20539,2026-08-17 02:25,Amy Gonzalez,gonzalez.amy@outlook.com,Question about pausing,"Hi,

What happens if I pause? Does it restart on its own or do I have to remember?

Thanks,
Amy",account,Closed,Luis,"You can pause any subscription for up to 12 weeks from Account > Subscriptions > Pause, and it restarts on its own."
20540,2026-08-17 08:01,Brian Evans,bevans@aol.com,hold deliveries,"Hi,

Can you put order #47896 and the next ones on hold for 10 weeks?

Thanks,
Brian",pause,Pending,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20541,2026-08-17 11:20,Jeffrey Edwards,EDWARDS.JEFFREY@AOL.COM,Re: Going away,"Hi, still waiting on a reply to my earlier email.

Jeffrey",,Closed,Luis,Thanks for following up - see my earlier reply above.
20542,2026-08-17 11:29,Thomas Reed,thomas_reed@protonmail.com,cutoff,"Hi,

I tried to swap my Morning Chorus for the Night Owl Blend but it said too late. When is the cutoff?

Thanks,
Thomas",,Closed,Maya,Changes to your next shipment need to be made by Thursday at 11:59 pm Pacific; we roast and ship on Monday.
20543,2026-08-17 16:08,Luis Roberts,luis.roberts@hotmail.com,Whole bean?,"Hi,

Which grind should I pick for an AeroPress?

Thanks,
Luis",product,Closed,Tyler,AeroPress: medium-fine. French press: coarse. Whole bean is always available.
20544,2026-08-17 18:34,Mary Hernandez,hernandez.mary@protonmail.com,Question about pausing,"Hi,

How long can I pause my coffee subscription? We have a new baby and are drowning in beans.

Thanks,
Mary",,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20545,2026-08-18 00:04,Kimberly Ramos,RAMOS.KIMBERLY@AOL.COM,Re: Gifts,"Hi, still waiting on a reply to my earlier email.

Kimberly",,Closed,Maya,Thanks for following up - see my earlier reply above.
20546,2026-08-18 00:49,Ryan Gomez,ryan.gomez@aol.com,cutoff,"Hi,

What's the last day I can change my next bag before it roasts?

Thanks,
Ryan",order-change,Closed,Tyler,Changes need to be in by Wednesday 5 pm Pacific to make that week's roast.
20547,2026-08-18 05:15,Brian Anderson,anderson.brian@aol.com,Going away,"Hi,

hey can i hold my shipments for a couple months, have too much coffee lol

Thanks,
Brian",pause,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20548,2026-08-19 04:25,Linda Johnson,linda_johnson@yahoo.com,cutoff,"Hi,

What's the last day I can change my next bag before it roasts?

Thanks,
Linda",subscription,Closed,Tyler,Changes need to be in by Wednesday 5 pm Pacific to make that week's roast.
20549,2026-08-19 07:20,Anna Green,anna_green@yahoo.com,Which grind,"Hi,

Which grind should I pick for an AeroPress?

Thanks,
Anna",product,Closed,Tyler,AeroPress: medium-fine. French press: coarse. Whole bean is always available.
20550,2026-08-19 09:25,Anna Johnson,anna.johnson@aol.com,cancellation,"Hi,

Please cancel my subscription effective immediately.

Thanks,
Anna",cancel,Closed,Maya,You can cancel any time from Account > Subscriptions. No minimum and no fee.
20551,2026-08-19 13:01,Betty Thomas,bthomas@icloud.com,Pause subscription,"Hi,

I want a break from deliveries over the summer, not cancel. Possible?

Thanks,
Betty",pause,Closed,Maya,"You can pause any subscription for up to 12 weeks from Account > Subscriptions > Pause, and it restarts on its own."
20552,2026-08-20 03:39,Ashley Parker,ashley.parker@icloud.com,Damaged bag,"Hi,

Order #47668 showed up soaking wet, bag is ruined.

Thanks,
Ashley",damaged,Closed,Maya,"Sorry about that! Send us a photo within 30 days of delivery and we'll send a free replacement or refund you, your choice."
20553,2026-08-20 05:56,Betty Mendoza,betty.mendoza@protonmail.com,vacation,"Hi,

How long can I pause my coffee subscription? We have a new baby and are drowning in beans.

Thanks,
Betty",pause,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20554,2026-08-20 17:26,Aisha Wood,wood.aisha@outlook.com,vacation,"Hi,

Can I pause for 6 weeks? I still have two unopened bags.

Thanks,
Aisha",subscription,Closed,Maya,"You can pause any subscription for up to 12 weeks from Account > Subscriptions > Pause, and it restarts on its own."
20555,2026-08-20 23:25,Priya Miller,priya_miller@hotmail.com,Bag arrived torn,"Hi,

This month's Colombia Huila tastes flat, roast date on the bag is almost two months ago?

Thanks,
Priya",refund,Closed,Tyler,So sorry! If you let us know within 14 days of delivery we'll send a replacement or add store credit to your account.
20556,2026-08-21 09:00,Rebecca Jones,rebeccajones97@icloud.com,Cancel subscription,"Hi,

I'd like to cancel please, moving abroad.

Thanks,
Rebecca",subscription,Closed,Maya,You can cancel any time from Account > Subscriptions. No minimum and no fee.
20557,2026-08-21 16:18,Ronald Davis,ronald.davis@yahoo.com,Issue with my delivery,"Hi,

Order #42696 showed up soaking wet, bag is ruined.

Thanks,
Ronald",damaged,Closed,Luis,"Sorry about that! Send us a photo within 30 days of delivery and we'll send a free replacement or refund you, your choice."
20558,2026-08-23 06:57,John Green,jgreen@gmail.com,Issue with my delivery,"Hi,

The Colombia Huila bag burst in transit, coffee everywhere.

Thanks,
John",damaged,Closed,Maya,"Sorry about that! Send us a photo within 30 days of delivery and we'll send a free replacement or refund you, your choice."
20559,2026-08-23 10:10,Carol Phillips,carolphillips91@aol.com,Question,"Hi,

When do I need to make changes to my upcoming delivery?

Thanks,
Carol",subscription,Closed,Luis,Changes to your next shipment need to be made by Thursday at 11:59 pm Pacific; we roast and ship on Monday.
20560,2026-08-23 17:36,Brian Turner,brian_turner@outlook.com,Order problem,"Hi,

The box was crushed and one bag split open all over the mailbox. Order #48296.

Thanks,
Brian",damaged,Closed,Tyler,So sorry! If you let us know within 14 days of delivery we'll send a replacement or add store credit to your account.
20561,2026-08-23 23:18,Anna Ross,ross.anna@protonmail.com,Free shipping?,"Hi,

What's your free shipping threshold these days?

Thanks,
Anna",shipping,Closed,Tyler,Orders over $35 ship free within the US.
20562,2026-08-24 06:48,Sofia Young,sofia_young@aol.com,Cancel,"Hi,

I can't find where to cancel in my account.

Thanks,
Sofia",churn,Closed,Tyler,Subscriptions have a minimum of three shipments; after that you can cancel from your account page.
20563,2026-08-24 15:57,John Green,JGREEN@GMAIL.COM,Re: Issue with my delivery,"Hello? Second time asking.

John",,Closed,Maya,Thanks for following up - see my earlier reply above.
20564,2026-08-24 17:40,Christopher Cruz,christopher_cruz@outlook.com,International shipping,"Hi,

Can I send a subscription to my sister in Vancouver?

Thanks,
Christopher",international,Pending,Tyler,We ship to Canada for a flat $12.
20565,2026-08-25 02:36,Matthew Gomez,matthew_gomez@icloud.com,Stop subscription,"Hi,

Please cancel my subscription effective immediately.

Thanks,
Matthew",churn,Closed,Tyler,Subscriptions have a minimum of three shipments; after that you can cancel from your account page.
20566,2026-08-25 04:49,Nicholas Watson,watson.nicholas@protonmail.com,Pause subscription,"Hi,

Can I pause for 6 weeks? I still have two unopened bags.

Thanks,
Nicholas",pause,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20567,2026-08-25 07:07,Ronald Reed,ronaldreed63@hotmail.com,hold deliveries,"Hi,

Please pause my subscription until I get back from a work trip (3 weeks).

Thanks,
Ronald",,Pending,Luis,"You can pause any subscription for up to 12 weeks from Account > Subscriptions > Pause, and it restarts on its own."
20568,2026-08-25 08:56,Betty Mendoza,betty.mendoza@protonmail.com,Re: vacation,"Hi, still waiting on a reply to my earlier email.

Betty",,Open,Maya,
20569,2026-08-25 11:10,Carol Phillips,carolphillips91@aol.com,Re: Question,"Just checking whether anyone saw my last ticket.

Carol",,Open,Luis,
20570,2026-08-25 15:20,Amanda Thomas,amandathomas70@outlook.com,Damaged bag,"Hi,

This month's Kenya Nyeri tastes flat, roast date on the bag is almost two months ago?

Thanks,
Amanda",shipping,Closed,Luis,"Sorry about that! Send us a photo within 30 days of delivery and we'll send a free replacement or refund you, your choice."
20571,2026-08-25 15:42,Jacob Richardson,jacob.richardson@icloud.com,Pause subscription,"Hi,

Can you put order #48140 and the next ones on hold for 5 weeks?

Thanks,
Jacob",account,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20572,2026-08-25 16:37,Sofia Wilson,sofia_wilson@me.com,Shipping charge,"Hi,

Shipping fee on a $44.00 order seems steep - is there a free shipping minimum?

Thanks,
Sofia",billing,Closed,Tyler,Orders over $35 ship free within the US.
20573,2026-08-25 16:55,Cynthia Ross,cross@gmail.com,vacation,"Hi,

Please pause my subscription until I get back from a work trip (5 weeks).

Thanks,
Cynthia",subscription,Closed,Tyler,You can pause for up to 8 weeks - just reply with your dates and we'll set it up for you.
20574,2026-08-25 18:09,Christopher Adams,christopheradams30@outlook.com,Cancel,"Hi,

How do I cancel my subscription?

Thanks,
Christopher",churn,Closed,Tyler,Subscriptions have a minimum of three shipments; after that you can cancel from your account page.
20575,2026-08-26 01:48,Sofia Young,Sofia_young@aol.com,Re: Cancel,"Hi, still waiting on a reply to my earlier email.

Sofia",,Open,Maya,
20576,2026-08-26 07:22,Anna Wood,anna_wood@yahoo.com,Too late to swap?,"Hi,

I tried to swap my Night Owl Blend for the Kenya Nyeri but it said too late. When is the cutoff?

Thanks,
Anna",,Closed,Tyler,Changes need to be in by Wednesday 5 pm Pacific to make that week's roast.
20577,2026-08-26 11:32,Nancy Lewis,nancy.lewis@icloud.com,Stop subscription,"Hi,

Can I cancel after just one shipment or is there a commitment?

Thanks,
Nancy",cancel,Closed,Luis,You can cancel any time from Account > Subscriptions. No minimum and no fee.
20578,2026-08-26 23:09,Christopher Adams,Christopheradams30@outlook.com,Re: Cancel,"Hi, still waiting on a reply to my earlier email.

Christopher",,Closed,Luis,Thanks for following up - see my earlier reply above.
20579,2026-08-27 01:09,Christopher Adams,christopheradams30@outlook.com,Re: Cancel,"Just checking whether anyone saw my last ticket.

Christopher",,Open,Maya,
20580,2026-08-27 03:33,Jason Gutierrez,gutierrez.jason@me.com,Which grind,"Hi,

What grind size is best for a French press?

Thanks,
Jason",,Closed,Maya,AeroPress: medium-fine. French press: coarse. Whole bean is always available.
20581,2026-08-27 23:10,Brian Osei,brian_osei@icloud.com,cancellation,"Hi,

Can I cancel after just one shipment or is there a commitment?

Thanks,
Brian",,Pending,Tyler,Subscriptions have a minimum of three shipments; after that you can cancel from your account page.
20582,2026-08-28 03:30,Amanda Wright,amanda.wright@yahoo.com,Question,"Hi,

When do I need to make changes to my upcoming delivery?

Thanks,
Amanda",,Closed,Maya,Changes to your next shipment need to be made by Thursday at 11:59 pm Pacific; we roast and ship on Monday.
20583,2026-08-28 14:48,Sofia Young,SOFIA_YOUNG@AOL.COM,Re: Cancel,"Following up on my message from last week - I haven't heard back.

Sofia",,Open,Luis,
20584,2026-08-28 22:18,Anna Ross,ROSS.ANNA@PROTONMAIL.COM,Re: Free shipping?,"Sending this again in case it got lost.

Anna",,Closed,Luis,Thanks for following up - see my earlier reply above.
