Order #,Order Date,Customer Email,Customer Name,Status,Total,Refunded
#10802,2026-04-17 18:52,rgreen@aol.com,Rahul Green,Fulfilled,$87.50,
#10803,2026-04-18 07:28,bcooper@outlook.com,Brian Cooper,Fulfilled,$59.00,
#10804,2026-04-18 14:12,lindqvist.paul@outlook.com,Paul Lindqvist,Fulfilled,$76.00,
#10805,2026-04-18 15:04,alvarez.william@outlook.com,William Alvarez,Fulfilled,$68.00,
#10806,2026-04-19 15:45,christopher_gomez@yahoo.com,Christopher Gomez,Partially refunded,$24.00,$6.00
#10807,2026-04-19 16:06,patricia.murphy@protonmail.com,Patricia Murphy,Fulfilled,$59.00,
#10808,2026-04-19 20:48,watson.susan@yahoo.com,Susan Watson,Fulfilled,$79.00,
#10809,2026-04-20 09:54,mbrown@hotmail.com,Matthew Brown,Delivered,$22.50,
#10810,2026-04-20 11:13,STEVENWALKER84@HOTMAIL.COM,Steven Walker,Delivered,$68.00,
#10811,2026-04-20 12:25,bramirez@me.com,Betty Ramirez,Paid,$56.00,
#10812,2026-04-20 15:01,hiroshimoore82@icloud.com,Hiroshi Moore,Partially refunded,$60.00,$30.00
#10813,2026-04-20 15:35,YMITCHELL@OUTLOOK.COM,Yuki Mitchell,Fulfilled,$67.50,
#10814,2026-04-20 17:22,leila.gutierrez@aol.com,Leila Gutierrez,Delivered,$82.00,
#10815,2026-04-20 17:32,BCOOPER@OUTLOOK.COM,Brian Cooper,Delivered,$61.00,
#10816,2026-04-20 18:41,rahulward73@gmail.com,Rahul Ward,Fulfilled,$50.00,
#10817,2026-04-20 21:11,emily.cox@hotmail.com,Emily Cox,Paid,$46.50,
#10818,2026-04-21 07:51,leila.gutierrez@aol.com,Leila Gutierrez,Fulfilled,$40.00,
#10819,2026-04-21 17:10,ymitchell@outlook.com,Yuki Mitchell,Delivered,$50.00,
#10820,2026-04-21 17:21,david_diaz@gmail.com,David Diaz,Paid,$31.50,
#10821,2026-04-21 19:14,lewis.deborah@aol.com ,Deborah Lewis,Paid,$91.00,
#10822,2026-04-21 22:00,michelle_green@aol.com,Michelle Green,Delivered,$73.00,
#10823,2026-04-22 10:48,jonathan_osei@hotmail.com,Jonathan Osei,Paid,$24.00,
#10824,2026-04-22 14:52,johnson.fatima@me.com,Fatima Johnson,Fulfilled,$18.00,
#10825,2026-04-22 18:39,white.matthew@outlook.com,Matthew White,Delivered,$60.00,
#10826,2026-04-22 22:36,Mateo_castillo@me.com,Mateo Castillo,Fulfilled,$22.00,
#10827,2026-04-23 11:37,johnson.fatima@me.com,Fatima Johnson,Paid,$147.00,
#10828,2026-04-23 14:48,yanderson@aol.com,Yuki Anderson,Delivered,$56.00,
#10829,2026-04-23 19:35,gutierrez.karen@outlook.com,Karen Gutierrez,Paid,$51.50,
#10830,2026-04-24 06:44, smurphy@me.com,Sarah Murphy,Fulfilled,$111.00,
#10831,2026-04-24 07:04,stevenwalker84@hotmail.com,Steven Walker,Delivered,$60.00,
#10832,2026-04-24 11:48,steventurner85@gmail.com,Steven Turner,Fulfilled,$23.00,
#10833,2026-04-24 20:05,morris.deborah@gmail.com,Deborah Morris,Fulfilled,$35.00,
#10834,2026-04-24 22:01,amorris@protonmail.com,Amara Morris,Fulfilled,$63.50,
#10835,2026-04-25 11:26,lindagarcia16@me.com,Linda Garcia,Delivered,$25.00,
#10836,2026-04-25 15:46,laura.collins@protonmail.com,Laura Collins,Paid,$80.50,
#10837,2026-04-26 14:51,omarnelson30@hotmail.com,Omar Nelson,Delivered,$42.00,
#10838,2026-04-26 18:36,sarah.stewart@aol.com,Sarah Stewart,Delivered,$50.00,
#10839,2026-04-26 20:08,anthony.gonzalez@me.com,Anthony Gonzalez,Fulfilled,$97.00,
#10840,2026-04-26 22:51,michelle.wood@icloud.com,Michelle Wood,Fulfilled,$24.50,
#10841,2026-04-27 16:16,bettygutierrez2@aol.com,Betty Gutierrez,Fulfilled,$17.00,
#10842,2026-04-27 21:31,mbrown@hotmail.com,Matthew Brown,Fulfilled,$25.50,
#10843,2026-04-28 10:28,ascott@protonmail.com,Aisha Scott,Delivered,$22.00,
#10844,2026-04-28 11:33,barbaramorris4@protonmail.com,Barbara Morris,Delivered,$22.00,
#10845,2026-04-28 13:37,williamlopez93@hotmail.com,William Lopez,Delivered,$18.00,
#10846,2026-04-29 11:58, david_diaz@gmail.com,David Diaz,Delivered,$76.00,
#10847,2026-04-29 12:49,sarah.stewart@aol.com,Sarah Stewart,Fulfilled,$61.00,
#10848,2026-04-29 17:36,cynthia.adams@gmail.com,Cynthia Adams,Delivered,$34.00,
#10849,2026-04-29 21:12,Lauraadams68@hotmail.com,Laura Adams,Fulfilled,$24.00,
#10850,2026-04-30 06:25,timothy_watson@outlook.com,Timothy Watson,Fulfilled,$64.50,
#10851,2026-04-30 10:09,amarahill98@hotmail.com,Amara Hill,Fulfilled,$91.50,
#10852,2026-04-30 21:05,bennett.omar@outlook.com,Omar Bennett,Fulfilled,$92.00,
#10853,2026-05-01 08:31,donaldadams11@yahoo.com,Donald Adams,Fulfilled,$72.00,
#10854,2026-05-01 09:58,deborahwhite33@aol.com,Deborah White,Fulfilled,$18.00,
#10855,2026-05-01 11:31,Sarahmartinez27@aol.com,Sarah Martinez,Paid,$53.00,
#10856,2026-05-01 13:23,PATRICIA.MURPHY@PROTONMAIL.COM,Patricia Murphy,Paid,$24.00,
#10857,2026-05-01 17:35,jamescarter40@hotmail.com,James Carter,Fulfilled,$50.00,
#10858,2026-05-01 20:07,ashley.roberts@icloud.com ,Ashley Roberts,Fulfilled,$23.00,
#10859,2026-05-02 06:42,deborahwhite33@aol.com,Deborah White,Paid,$56.00,
#10860,2026-05-02 10:54, steventurner85@gmail.com,Steven Turner,Fulfilled,$18.00,
#10861,2026-05-03 08:50,brown.angela@icloud.com,Angela Brown,Fulfilled,$94.00,
#10862,2026-05-03 09:54,yanderson@aol.com,Yuki Anderson,Fulfilled,$17.00,
#10863,2026-05-03 16:03,DONALDADAMS11@YAHOO.COM,Donald Adams,Fulfilled,$100.50,
#10864,2026-05-04 10:37,jacobmartinez55@yahoo.com,Jacob Martinez,Fulfilled,$34.00,
#10865,2026-05-04 12:10,KRODRIGUEZ@AOL.COM,Kathleen Rodriguez,Fulfilled,$57.50,
#10866,2026-05-04 14:28,eedwards@yahoo.com ,Elizabeth Edwards,Fulfilled,$25.00,
#10867,2026-05-04 15:54,robert.ruiz@protonmail.com,Robert Ruiz,Delivered,$50.00,
#10868,2026-05-04 19:55,lmorales@gmail.com,Luis Morales,Fulfilled,$115.00,
#10869,2026-05-05 13:47,yuki.martinez@outlook.com,Yuki Martinez,Paid,$42.00,
#10870,2026-05-05 15:28,mtaylor@aol.com ,Marcus Taylor,Paid,$31.50,
#10871,2026-05-05 20:10,laurayoung7@outlook.com,Laura Young,Fulfilled,$90.00,
#10872,2026-05-05 22:36,nadia.haddad@protonmail.com,Nadia Haddad,Fulfilled,$98.00,
#10873,2026-05-06 06:41,clark.barbara@me.com,Barbara Clark,Fulfilled,$22.00,
#10874,2026-05-06 07:51,Williamjones40@me.com,William Jones,Refunded,$81.00,$81.00
#10875,2026-05-06 11:30,Martin.kwame@protonmail.com,Kwame Martin,Fulfilled,$56.00,
#10876,2026-05-06 14:45,mateo_castillo@me.com,Mateo Castillo,Fulfilled,$18.00,
#10877,2026-05-06 22:00, anthony.gonzalez@me.com,Anthony Gonzalez,Delivered,$139.50,
#10878,2026-05-07 14:46,Rahulward73@gmail.com,Rahul Ward,Paid,$116.00,
#10879,2026-05-07 20:07,steventurner85@gmail.com,Steven Turner,Fulfilled,$34.50,
#10880,2026-05-07 22:06,Fatima_rivera@gmail.com,Fatima Rivera,Delivered,$56.00,
#10881,2026-05-07 22:47,stephanie.gray@gmail.com,Stephanie Gray,Fulfilled,$95.00,
#10882,2026-05-08 10:35,michelle.wood@icloud.com,Michelle Wood,Fulfilled,$18.00,
#10883,2026-05-08 19:52,kpeterson@protonmail.com,Kwame Peterson,Delivered,$97.50,
#10884,2026-05-09 11:04,Bennett.amanda@hotmail.com,Amanda Bennett,Paid,$51.00,
#10885,2026-05-09 11:54,CAROL_WOOD@ME.COM,Carol Wood,Delivered,$56.00,
#10886,2026-05-09 17:37,bsanchez@gmail.com,Betty Sanchez,Fulfilled,$91.50,
#10887,2026-05-09 19:14,williamgutierrez59@icloud.com,William Gutierrez,Fulfilled,$85.00,
#10888,2026-05-09 19:34,Mary.mitchell@icloud.com,Mary Mitchell,Delivered,$34.00,
#10889,2026-05-10 10:28,michellekim11@aol.com,Michelle Kim,Delivered,$25.50,
#10890,2026-05-10 11:02,lisa_foster@yahoo.com,Lisa Foster,Fulfilled,$115.00,
#10891,2026-05-10 16:11,Miller.rebecca@protonmail.com,Rebecca Miller,Fulfilled,$64.00,
#10892,2026-05-10 19:00,tomaszgutierrez36@icloud.com,Tomasz Gutierrez,Fulfilled,$25.00,
#10893,2026-05-10 19:17,Bcampbell@icloud.com,Barbara Campbell,Fulfilled,$63.00,
#10894,2026-05-10 21:01,Rodriguez.robert@protonmail.com,Robert Rodriguez,Fulfilled,$63.50,
#10895,2026-05-10 22:46,mfoster@aol.com,Mary Foster,Fulfilled,$91.50,
#10896,2026-05-11 08:11,PAUL.EVANS@ICLOUD.COM,Paul Evans,Delivered,$34.00,
#10897,2026-05-11 13:32,priya.turner@yahoo.com,Priya Turner,Fulfilled,$35.50,
#10898,2026-05-12 06:05,melissaortiz77@protonmail.com,Melissa Ortiz,Fulfilled,$22.50,
#10899,2026-05-12 18:00,joseph.gomez@protonmail.com,Joseph Gomez,Paid,$34.00,
#10900,2026-05-12 21:14,lindqvist.betty@me.com,Betty Lindqvist,Delivered,$73.00,
#10901,2026-05-13 12:02,lewis.leila@hotmail.com ,Leila Lewis,Cancelled,$63.50,
#10902,2026-05-13 14:32,sarah.edwards@hotmail.com,Sarah Edwards,Paid,$83.50,
#10903,2026-05-13 15:17,sarahmartinez27@aol.com,Sarah Martinez,Fulfilled,$17.00,
#10904,2026-05-13 21:36,lmorales@gmail.com,Luis Morales,Delivered,$42.00,
#10905,2026-05-14 06:58,omar_young@yahoo.com,Omar Young,Fulfilled,$94.00,
#10906,2026-05-14 08:05,rodriguez.robert@protonmail.com,Robert Rodriguez,Paid,$93.00,
#10907,2026-05-14 21:08,emurphy@protonmail.com,Eric Murphy,Fulfilled,$39.00,
#10908,2026-05-14 22:15,kevinroberts85@aol.com,Kevin Roberts,Fulfilled,$17.00,
#10909,2026-05-15 06:10,ingridmartinez89@me.com,Ingrid Martinez,Delivered,$18.00,
#10910,2026-05-15 14:31,rahulward73@gmail.com,Rahul Ward,Refunded,$47.00,$47.00
#10911,2026-05-16 10:47,AJONES@ICLOUD.COM,Amara Jones,Fulfilled,$39.00,
#10912,2026-05-16 10:48,Jeffreybaker93@me.com,Jeffrey Baker,Fulfilled,$105.50,
#10913,2026-05-16 12:47,ruiz.william@outlook.com,William Ruiz,Paid,$31.50,
#10914,2026-05-16 13:06,mclark@yahoo.com ,Margaret Clark,Fulfilled,$63.50,
#10915,2026-05-16 14:30,david_taylor@gmail.com,David Taylor,Paid,$76.00,
#10916,2026-05-16 19:48,mmoore@me.com,Mateo Moore,Fulfilled,$25.50,
#10917,2026-05-17 06:25, carlos.watson@gmail.com,Carlos Watson,Paid,$55.00,
#10918,2026-05-17 19:48,WARD.NICHOLAS@YAHOO.COM,Nicholas Ward,Fulfilled,$92.00,
#10919,2026-05-18 09:31,cruz.ryan@hotmail.com,Ryan Cruz,Refunded,$75.50,$75.50
#10920,2026-05-18 11:52,jacobmartinez55@yahoo.com,Jacob Martinez,Fulfilled,$18.00,
#10921,2026-05-18 17:04,yuki.martinez@outlook.com,Yuki Martinez,Fulfilled,$90.00,
#10922,2026-05-18 18:05,laurayoung7@outlook.com ,Laura Young,Fulfilled,$22.00,
#10923,2026-05-18 18:34,eedwards@yahoo.com,Elizabeth Edwards,Delivered,$50.00,
#10924,2026-05-18 20:00,kwame_ward@icloud.com,Kwame Ward,Fulfilled,$22.50,
#10925,2026-05-19 08:56,robert.stewart@gmail.com,Robert Stewart,Paid,$60.00,
#10926,2026-05-19 18:21,melissaortiz77@protonmail.com,Melissa Ortiz,Partially refunded,$42.00,$21.00
#10927,2026-05-19 20:32,jeffrey.murphy@aol.com,Jeffrey Murphy,Delivered,$75.50,
#10928,2026-05-20 10:01,areyes@yahoo.com,Amanda Reyes,Fulfilled,$18.00,
#10929,2026-05-20 17:32,michael_watson@protonmail.com,Michael Watson,Fulfilled,$24.50,
#10930,2026-05-20 17:43,david_taylor@gmail.com,David Taylor,Delivered,$34.00,
#10931,2026-05-20 20:39,smurphy@me.com,Sarah Murphy,Fulfilled,$83.50,
#10932,2026-05-21 09:44,Clark.barbara@me.com,Barbara Clark,Delivered,$29.00,
#10933,2026-05-21 10:08, stephanie.gray@gmail.com,Stephanie Gray,Paid,$24.50,
#10934,2026-05-21 15:06,ymitchell@outlook.com,Yuki Mitchell,Fulfilled,$57.50,
#10935,2026-05-21 16:30,sandramorris75@yahoo.com,Sandra Morris,Delivered,$35.50,
#10936,2026-05-21 21:42,amorris@protonmail.com,Amara Morris,Fulfilled,$58.00,
#10937,2026-05-21 22:52,brown.angela@icloud.com,Angela Brown,Fulfilled,$66.50,
#10938,2026-05-22 06:51,Jacobmorgan19@outlook.com,Jacob Morgan,Fulfilled,$80.00,
#10939,2026-05-22 07:21,bcampbell@icloud.com,Barbara Campbell,Fulfilled,$74.00,
#10940,2026-05-22 07:54,Michelle.jones@gmail.com,Michelle Jones,Delivered,$118.00,
#10941,2026-05-22 17:10,Aisha.cook@aol.com,Aisha Cook,Fulfilled,$25.00,
#10942,2026-05-23 06:40,DGUTIERREZ@PROTONMAIL.COM,Donna Gutierrez,Paid,$41.50,
#10943,2026-05-23 13:51,dgutierrez@protonmail.com,Donna Gutierrez,Delivered,$99.50,
#10944,2026-05-23 14:28,jessicaramirez31@yahoo.com,Jessica Ramirez,Fulfilled,$77.50,
#10945,2026-05-23 16:11,bennett.james@yahoo.com,James Bennett,Paid,$17.50,
#10946,2026-05-23 22:38,oward@gmail.com ,Omar Ward,Fulfilled,$48.00,
#10947,2026-05-24 15:04,lisa_foster@yahoo.com,Lisa Foster,Cancelled,$17.00,
#10948,2026-05-24 21:04,michelle.wood@icloud.com,Michelle Wood,Fulfilled,$17.00,
#10949,2026-05-25 07:45,hbrooks@yahoo.com,Hiroshi Brooks,Delivered,$50.00,
#10950,2026-05-25 15:14,omar_young@yahoo.com,Omar Young,Fulfilled,$74.00,
#10951,2026-05-25 15:42,PATRICIA.LINDQVIST@HOTMAIL.COM,Patricia Lindqvist,Fulfilled,$90.50,
#10952,2026-05-26 06:42,michelle.jones@gmail.com,Michelle Jones,Fulfilled,$123.00,
#10953,2026-05-26 07:39,bruiz@me.com,Betty Ruiz,Paid,$56.50,
#10954,2026-05-26 09:39,timothy.carter@hotmail.com,Timothy Carter,Fulfilled,$75.50,
#10955,2026-05-26 13:21,wright.james@aol.com,James Wright,Paid,$29.00,
#10956,2026-05-26 14:59,bevans@protonmail.com,Barbara Evans,Fulfilled,$42.00,
#10957,2026-05-26 16:37,jeffrey.murphy@aol.com,Jeffrey Murphy,Delivered,$83.50,
#10958,2026-05-26 18:31,smurphy@me.com,Sarah Murphy,Fulfilled,$130.50,
#10959,2026-05-26 21:54,sphillips@icloud.com,Susan Phillips,Fulfilled,$17.00,
#10960,2026-05-27 07:27,Jamescarter40@hotmail.com,James Carter,Fulfilled,$73.50,
#10961,2026-05-27 08:05,betty_watson@outlook.com,Betty Watson,Fulfilled,$61.00,
#10962,2026-05-27 12:40,donaldadams11@yahoo.com,Donald Adams,Delivered,$63.50,
#10963,2026-05-27 16:35,WATSON.SUSAN@YAHOO.COM,Susan Watson,Fulfilled,$63.50,
#10964,2026-05-28 11:43,mtaylor@aol.com,Marcus Taylor,Fulfilled,$142.00,
#10965,2026-05-29 07:43,patricia.murphy@protonmail.com,Patricia Murphy,Fulfilled,$22.50,
#10966,2026-05-29 09:52,jessicaramirez31@yahoo.com,Jessica Ramirez,Paid,$113.00,
#10967,2026-05-29 13:18,bruiz@me.com,Betty Ruiz,Delivered,$39.00,
#10968,2026-05-29 14:29,JOHNSON.HIROSHI@YAHOO.COM,Hiroshi Johnson,Paid,$92.00,
#10969,2026-05-29 22:51,mitchell.luis@yahoo.com ,Luis Mitchell,Fulfilled,$39.50,
#10970,2026-05-30 06:08,margaret.evans@yahoo.com,Margaret Evans,Fulfilled,$17.50,
#10971,2026-05-30 07:21, sandramorris75@yahoo.com,Sandra Morris,Paid,$83.00,
#10972,2026-05-30 08:13,Garcia.brian@yahoo.com,Brian Garcia,Paid,$25.00,
#10973,2026-05-30 14:31,anthony.gonzalez@me.com ,Anthony Gonzalez,Fulfilled,$42.00,
#10974,2026-05-30 16:06,ssanchez@yahoo.com,Steven Sanchez,Fulfilled,$58.50,
#10975,2026-05-30 17:12,Areyes@yahoo.com,Amanda Reyes,Delivered,$123.00,
#10976,2026-05-30 20:04,timothy.carter@hotmail.com,Timothy Carter,Partially refunded,$153.00,$76.50
#10977,2026-05-30 20:49, marcus_scott@gmail.com,Marcus Scott,Fulfilled,$41.50,
#10978,2026-05-30 22:26,Lewis.daniel@gmail.com,Daniel Lewis,Paid,$31.50,
#10979,2026-05-31 08:34,morris.deborah@gmail.com,Deborah Morris,Delivered,$18.00,
#10980,2026-05-31 12:11,ajones@icloud.com,Amara Jones,Delivered,$17.00,
#10981,2026-05-31 16:51, laura.collins@protonmail.com,Laura Collins,Paid,$98.00,
#10982,2026-05-31 20:28,mary.mitchell@icloud.com,Mary Mitchell,Delivered,$70.00,
#10983,2026-06-01 08:51,jacobmartinez55@yahoo.com,Jacob Martinez,Paid,$65.00,
#10984,2026-06-01 10:05,hiroshimoore82@icloud.com,Hiroshi Moore,Fulfilled,$18.00,
#10985,2026-06-01 14:00,michael_watson@protonmail.com,Michael Watson,Delivered,$59.50,
#10986,2026-06-01 16:12,jnelson@gmail.com,Jonathan Nelson,Paid,$46.50,
#10987,2026-06-01 16:37,sofia_bennett@hotmail.com,Sofia Bennett,Paid,$96.50,
#10988,2026-06-01 18:46,lewis.daniel@gmail.com,Daniel Lewis,Fulfilled,$42.00,
#10989,2026-06-01 21:25,KEVINROBERTS85@AOL.COM,Kevin Roberts,Fulfilled,$24.50,
#10990,2026-06-01 22:29,Barbaramorris4@protonmail.com,Barbara Morris,Fulfilled,$127.00,
#10991,2026-06-02 17:35,Barbaramorris4@protonmail.com,Barbara Morris,Fulfilled,$71.00,
#10992,2026-06-02 20:48,Mtaylor@aol.com,Marcus Taylor,Fulfilled,$100.00,
#10993,2026-06-02 21:48, bsanchez@gmail.com,Betty Sanchez,Fulfilled,$49.50,
#10994,2026-06-03 09:32,WEI_WOOD@ME.COM,Wei Wood,Fulfilled,$17.50,
#10995,2026-06-03 14:03,Lewis.deborah@aol.com,Deborah Lewis,Fulfilled,$50.00,
#10996,2026-06-03 20:57,kwame_ward@icloud.com,Kwame Ward,Paid,$71.00,
#10997,2026-06-04 11:47,Pramirez@outlook.com,Patricia Ramirez,Paid,$22.00,
#10998,2026-06-04 13:16,lisa_foster@yahoo.com,Lisa Foster,Delivered,$24.00,
#10999,2026-06-04 13:56,elizabeth_jones@hotmail.com,Elizabeth Jones,Fulfilled,$18.00,
#11000,2026-06-04 15:01,patricia.murphy@protonmail.com,Patricia Murphy,Fulfilled,$81.50,
#11001,2026-06-04 15:47,rodriguez.dana@gmail.com,Dana Rodriguez,Fulfilled,$39.00,
#11002,2026-06-05 06:14,pramirez@outlook.com,Patricia Ramirez,Paid,$56.00,
#11003,2026-06-05 10:06,jamescarter40@hotmail.com,James Carter,Fulfilled,$39.00,
#11004,2026-06-05 10:53,christopher_gomez@yahoo.com,Christopher Gomez,Paid,$24.00,
#11005,2026-06-05 19:58,Elizabeth_jones@hotmail.com,Elizabeth Jones,Fulfilled,$50.00,
#11006,2026-06-05 20:51,dwilliams@icloud.com,Dana Williams,Delivered,$59.50,
#11007,2026-06-05 21:16,donaldadams11@yahoo.com,Donald Adams,Fulfilled,$55.00,
#11008,2026-06-06 08:23,ashley.roberts@icloud.com,Ashley Roberts,Fulfilled,$56.00,
#11009,2026-06-06 11:46,emendoza@outlook.com,Eric Mendoza,Delivered,$50.00,
#11010,2026-06-06 16:53,lisa_foster@yahoo.com,Lisa Foster,Fulfilled,$49.50,
#11011,2026-06-06 17:10,Collins.stephanie@icloud.com,Stephanie Collins,Fulfilled,$147.50,
#11012,2026-06-06 22:56,osei.charles@me.com,Charles Osei,Paid,$79.00,
#11013,2026-06-07 06:15,ANNA_MITCHELL@ICLOUD.COM,Anna Mitchell,Fulfilled,$50.00,
#11014,2026-06-07 21:34,osei.charles@me.com,Charles Osei,Paid,$49.50,
#11015,2026-06-09 07:35,hbrooks@yahoo.com,Hiroshi Brooks,Delivered,$23.00,
#11016,2026-06-09 07:45,Jmendoza@outlook.com,Jennifer Mendoza,Paid,$22.50,
#11017,2026-06-09 17:29,oward@gmail.com,Omar Ward,Fulfilled,$34.00,
#11018,2026-06-09 17:38,betty_watson@outlook.com,Betty Watson,Fulfilled,$73.00,
#11019,2026-06-09 19:45,johnson.hiroshi@yahoo.com,Hiroshi Johnson,Delivered,$89.00,
#11020,2026-06-10 08:10,mfoster@aol.com,Mary Foster,Fulfilled,$49.50,
#11021,2026-06-10 12:50,LEWIS.DEBORAH@AOL.COM,Deborah Lewis,Delivered,$34.00,
#11022,2026-06-11 07:59,sphillips@icloud.com,Susan Phillips,Fulfilled,$22.50,
#11023,2026-06-11 15:13,mmoore@me.com ,Mateo Moore,Fulfilled,$42.00,
#11024,2026-06-11 21:54,mfoster@aol.com,Mary Foster,Paid,$41.50,
#11025,2026-06-12 06:56,lewis.leila@hotmail.com,Leila Lewis,Fulfilled,$58.50,
#11026,2026-06-12 09:40,Carol_wood@me.com,Carol Wood,Partially refunded,$18.00,$4.50
#11027,2026-06-12 10:00,margaret.evans@yahoo.com,Margaret Evans,Fulfilled,$46.50,
#11028,2026-06-12 19:54,jacobmartinez55@yahoo.com,Jacob Martinez,Fulfilled,$67.50,
#11029,2026-06-13 09:36,white.matthew@outlook.com,Matthew White,Fulfilled,$98.00,
#11030,2026-06-13 11:12,bettygutierrez2@aol.com,Betty Gutierrez,Paid,$47.00,
#11031,2026-06-13 17:24,robert_robinson@icloud.com,Robert Robinson,Fulfilled,$61.00,
#11032,2026-06-14 08:05,thompson.john@yahoo.com,John Thompson,Delivered,$59.50,
#11033,2026-06-15 07:37,tomaszgutierrez36@icloud.com,Tomasz Gutierrez,Fulfilled,$92.50,
#11034,2026-06-16 11:46,garcia.brian@yahoo.com ,Brian Garcia,Fulfilled,$17.00,
#11035,2026-06-16 15:14,EEDWARDS@YAHOO.COM,Elizabeth Edwards,Fulfilled,$80.50,
#11036,2026-06-16 20:15,christopher_gomez@yahoo.com,Christopher Gomez,Fulfilled,$52.00,
#11037,2026-06-17 06:13,deborah.taylor@me.com,Deborah Taylor,Refunded,$103.00,$103.00
#11038,2026-06-17 08:41,RUIZ.WILLIAM@OUTLOOK.COM,William Ruiz,Fulfilled,$59.00,
#11039,2026-06-17 14:51,alvarez.william@outlook.com ,William Alvarez,Fulfilled,$57.50,
#11040,2026-06-18 11:44,fatima.moore@hotmail.com,Fatima Moore,Fulfilled,$25.00,
#11041,2026-06-18 14:18,KEVINROBERTS85@AOL.COM,Kevin Roberts,Delivered,$63.50,
#11042,2026-06-18 14:54,Dwilliams@icloud.com,Dana Williams,Fulfilled,$17.00,
#11043,2026-06-18 18:15,dgutierrez@protonmail.com,Donna Gutierrez,Refunded,$50.00,$50.00
#11044,2026-06-19 06:18,fatima.moore@hotmail.com,Fatima Moore,Refunded,$24.00,$24.00
#11045,2026-06-19 11:57,Bennett.kevin@aol.com,Kevin Bennett,Fulfilled,$83.50,
#11046,2026-06-19 14:54,daniel_castillo@outlook.com,Daniel Castillo,Fulfilled,$61.00,
#11047,2026-06-19 18:20,rkim@hotmail.com,Robert Kim,Paid,$17.00,
#11048,2026-06-20 06:48,garcia.brian@yahoo.com,Brian Garcia,Fulfilled,$73.00,
#11049,2026-06-20 11:43,dgutierrez@protonmail.com,Donna Gutierrez,Fulfilled,$31.50,
#11050,2026-06-20 17:45,JAMESCARTER40@HOTMAIL.COM,James Carter,Fulfilled,$34.00,
#11051,2026-06-20 21:52,bramirez@me.com,Betty Ramirez,Fulfilled,$63.00,
#11052,2026-06-21 14:05,Patricia.lindqvist@hotmail.com,Patricia Lindqvist,Fulfilled,$48.50,
#11053,2026-06-21 18:40,lindagarcia16@me.com,Linda Garcia,Fulfilled,$57.50,
#11054,2026-06-21 20:56,eedwards@yahoo.com,Elizabeth Edwards,Delivered,$83.50,
#11055,2026-06-22 11:27,Deborah.taylor@me.com,Deborah Taylor,Fulfilled,$90.00,
#11056,2026-06-22 14:04, jnelson@gmail.com,Jonathan Nelson,Delivered,$46.00,
#11057,2026-06-22 17:14,betty_watson@outlook.com,Betty Watson,Delivered,$111.00,
#11058,2026-06-22 20:54,dorothyprice2@hotmail.com,Dorothy Price,Fulfilled,$102.50,
#11059,2026-06-23 21:48,priya.turner@yahoo.com,Priya Turner,Paid,$29.00,
#11060,2026-06-24 13:12,robert_robinson@icloud.com,Robert Robinson,Fulfilled,$66.00,
#11061,2026-06-24 17:02,JACOB.SCOTT@AOL.COM,Jacob Scott,Fulfilled,$18.00,
#11062,2026-06-25 13:11,melissaortiz77@protonmail.com,Melissa Ortiz,Fulfilled,$59.50,
#11063,2026-06-25 15:35,Cynthia.edwards@icloud.com,Cynthia Edwards,Paid,$56.00,
#11064,2026-06-25 15:48,mtaylor@aol.com,Marcus Taylor,Paid,$39.00,
#11065,2026-06-25 20:20,Yanderson@aol.com,Yuki Anderson,Delivered,$50.00,
#11066,2026-06-26 08:57,Hiroshimoore82@icloud.com,Hiroshi Moore,Fulfilled,$24.50,
#11067,2026-06-26 09:25,lewis.daniel@gmail.com,Daniel Lewis,Fulfilled,$25.00,
#11068,2026-06-26 09:36,ruiz.william@outlook.com ,William Ruiz,Fulfilled,$73.50,
#11069,2026-06-26 13:59,betty_watson@outlook.com,Betty Watson,Paid,$42.00,
#11070,2026-06-26 14:34,jwood@protonmail.com,Jonathan Wood,Paid,$99.50,
#11071,2026-06-27 12:34,Sarahmartinez27@aol.com,Sarah Martinez,Fulfilled,$67.00,
#11072,2026-06-27 15:02,Melissaortiz77@protonmail.com,Melissa Ortiz,Delivered,$106.00,
#11073,2026-06-27 22:36,ashley_johnson@gmail.com,Ashley Johnson,Fulfilled,$46.50,
#11074,2026-06-28 06:25,nadia.haddad@protonmail.com,Nadia Haddad,Fulfilled,$115.50,
#11075,2026-06-28 07:27,Sofia_bennett@hotmail.com,Sofia Bennett,Paid,$99.50,
#11076,2026-06-28 08:42,droberts@protonmail.com,Donna Roberts,Fulfilled,$22.00,
#11077,2026-06-28 18:03,priya.turner@yahoo.com,Priya Turner,Fulfilled,$52.00,
#11078,2026-06-28 20:23,amarahill98@hotmail.com,Amara Hill,Fulfilled,$22.00,
#11079,2026-06-29 06:17,ascott@protonmail.com,Aisha Scott,Fulfilled,$83.50,
#11080,2026-06-29 06:52,emendoza@outlook.com,Eric Mendoza,Fulfilled,$17.50,
#11081,2026-06-29 08:01,margaret.evans@yahoo.com,Margaret Evans,Fulfilled,$23.00,
#11082,2026-06-29 10:55,joshua.jackson@outlook.com,Joshua Jackson,Fulfilled,$50.00,
#11083,2026-06-29 17:01,cynthia.adams@gmail.com,Cynthia Adams,Paid,$34.50,
#11084,2026-06-29 17:19,priya.turner@yahoo.com,Priya Turner,Fulfilled,$23.00,
