Final mile - stop scans
08/01/2026 - 08/31/2026
Stop ID,Shipment,Hub,Customer,Item,Pieces,Promised date,Promised window,Scanned at,Stop status,Late reason
ST-900177,SHP-60167,Denver,Marcus Lewis,Bedroom set,1,2026-08-15,13:00-15:00,2026-08-15T20:06:00Z,Delivered,
ST-900253,SHP-60238,Denver,Yuki Clark,Washer/dryer pair,2,08/15/2026,PM,2026-08-15T20:11:00Z,Attempted - no access,
ST-900011,SHP-60011,Portland,Joseph Jones,Recliner,2,08/15/2026,13:00-15:00,2026-08-15T21:10:00Z,Delivered,
ST-900322,SHP-60303,Austin,Jason Richardson,Recliner,2,2026-08-15,All day,2026-08-15T21:34:00Z,Delivered,
ST-900281,SHP-60266,Austin,Jeffrey Gutierrez,Sectional sofa,2,2026-08-15,13:00-15:00,2026-08-15T22:37:00Z,Delivered,MECHANICAL - lift gate
ST-900132,SHP-60127,Portland,Shirley Allen,Washer/dryer pair,3,08/15/2026,PM,2026-08-15T23:12:00Z,Delivered,
ST-900068,SHP-60063,Portland,Jeffrey Lopez,Chest freezer,3,08/15/2026,13:00-15:00,2026-08-15T23:35:00Z,Delivered,
ST-900105,SHP-60100,Portland,Linda Cook,Mattress set,2,08/15/2026,PM,2026-08-16T00:34:00Z,Delivered,breakdown on route
ST-900341,SHP-60321,Austin,Rahul Lee,Wall oven,3,08/16/2026,08:00-10:00,2026-08-16T13:27:00Z,Attempted - no access,
ST-900355,SHP-60334,Austin,Patricia Thomas,Washer/dryer pair,3,2026-08-16,08:00-10:00,2026-08-16T13:36:00Z,Delivered,
ST-900376,SHP-60352,Austin,Lisa Nelson,Wall oven,1,08/16/2026,AM,2026-08-16T13:37:00Z,Delivered,
ST-900048,SHP-60044,Portland,Richard Myers,Refrigerator,1,08/16/2026,08:00-10:00,2026-08-16T15:17:00Z,Delivered,
ST-900312,SHP-60295,Austin,Jeffrey Gutierrez,Sectional sofa,2,08/16/2026,All day,2026-08-16T16:44:00Z,Delivered,
ST-900116,SHP-60111,Portland,Elizabeth Chavez,Washer/dryer pair,1,08/16/2026,AM,2026-08-16T17:21:00Z,Delivered,
ST-900113,SHP-60108,Portland,Rebecca Howard,Mattress set,3,2026-08-16,All day,2026-08-16T18:59:00Z,Delivered,
ST-900143,SHP-60137,Denver,Rebecca Garcia,Recliner,1,08/16/2026,13:00-15:00,2026-08-16T19:28:00Z,Delivered,
ST-900051,SHP-60047,Portland,Joshua Morris,Mattress set,3,08/16/2026,13:00-15:00,2026-08-16T20:05:00Z,Delivered,
ST-900227,SHP-60215,Denver,Christopher Baker,Dining set,3,2026-08-16,PM,2026-08-16T20:21:00Z,Delivered,
ST-900144,SHP-60137,Denver,Rebecca Garcia,Recliner,2,2026-08-16,13:00-15:00,2026-08-16T20:37:00Z,Delivered,
ST-900394,SHP-60368,Austin,Sharon White,Chest freezer,2,08/17/2026,08:00-10:00,2026-08-17T13:12:00Z,Delivered,
ST-900330,SHP-60310,Austin,Joshua Morris,Chest freezer,2,08/17/2026,08:00-10:00,2026-08-17T13:23:00Z,Delivered,
ST-900299,SHP-60282,Austin,Donna White,Refrigerator,2,08/17/2026,AM,2026-08-17T13:54:00Z,Delivered,
ST-900175,SHP-60165,Denver,Luis Mensah,Washer/dryer pair,3,2026-08-17,08:00-10:00,2026-08-17T14:12:00Z,Delivered,
ST-900145,SHP-60138,Denver,Chloe Watson,Wall oven,1,08/17/2026,08:00-10:00,2026-08-17T14:29:00Z,Delivered,
ST-900377,SHP-60353,Austin,Kevin Cooper,Recliner,3,2026-08-17,All day,2026-08-17T16:29:00Z,Delivered,
ST-900146,SHP-60138,Denver,Chloe Watson,Wall oven,1,2026-08-17,08:00-10:00,2026-08-17T16:42:00Z,Delivered,Weather - storm
ST-900212,SHP-60201,Denver,Barbara Patel,Wall oven,1,2026-08-17,PM,2026-08-17T18:29:00Z,Delivered,
ST-900267,SHP-60252,Austin,Patricia Thomas,Dining set,1,2026-08-17,08:00-10:00,2026-08-17T18:59:00Z,Delivered,
ST-900224,SHP-60213,Denver,Thomas Martin,Refrigerator,1,08/17/2026,13:00-15:00,2026-08-17T19:00:00Z,Delivered,
ST-900293,SHP-60276,Austin,Carol Alvarez,Chest freezer,2,08/17/2026,PM,2026-08-17T19:32:00Z,Delivered,
ST-900196,SHP-60185,Denver,Ingrid Peterson,Recliner,3,08/17/2026,PM,2026-08-17T20:17:00Z,Delivered,
ST-900126,SHP-60121,Portland,Elizabeth Ruiz,Bedroom set,1,2026-08-17,PM,2026-08-17T20:25:00Z,Delivered,
ST-900206,SHP-60195,Denver,Donald Ramirez,Mattress set,3,08/17/2026,All day,2026-08-17T20:32:00Z,Delivered,
ST-900225,SHP-60213,Denver,Thomas Martin,Refrigerator,1,2026-08-17,13:00-15:00,2026-08-17T20:52:00Z,Delivered,
ST-900193,SHP-60183,Denver,Edward Reed,Washer/dryer pair,1,2026-08-17,PM,2026-08-17T21:57:00Z,Delivered,
ST-900204,SHP-60193,Denver,Margaret Cook,Chest freezer,2,08/17/2026,13:00-15:00,2026-08-17T23:13:00Z,Delivered,"heavy rain, weather"
ST-900311,SHP-60294,Austin,Joshua Hall,Recliner,2,2026-08-18,08:00-10:00,2026-08-18T14:10:00Z,Delivered,
ST-900181,SHP-60171,Denver,Jonathan Cox,Sectional sofa,3,08/18/2026,08:00-10:00,2026-08-18T14:27:00Z,Delivered,
ST-900016,SHP-60015,Portland,Jeffrey Gray,Chest freezer,3,2026-08-18,All day,2026-08-18T15:31:00Z,Delivered,
ST-900184,SHP-60174,Denver,Donna White,Sectional sofa,1,2026-08-18,08:00-10:00,2026-08-18T15:32:00Z,Delivered,
ST-900065,SHP-60060,Portland,Donna White,Mattress set,1,2026-08-18,AM,2026-08-18T15:58:00Z,Delivered,
ST-900353,SHP-60332,Austin,Dorothy Howard,Wall oven,2,2026-08-18,All day,2026-08-18T16:16:00Z,Delivered,
ST-900027,SHP-60025,Portland,Lisa Price,Recliner,2,2026-08-18,AM,2026-08-18T16:24:00Z,Delivered,
ST-900358,SHP-60337,Austin,Joseph Jones,Sectional sofa,2,08/18/2026,PM,2026-08-18T17:30:00Z,Delivered,
ST-900147,SHP-60139,Denver,Marcus Cox,Washer/dryer pair,2,08/18/2026,08:00-10:00,2026-08-18T18:06:00Z,Delivered,vehicle issue
ST-900373,SHP-60349,Austin,David Lewis,Chest freezer,2,2026-08-18,PM,2026-08-18T18:34:00Z,Attempted - no access,
ST-900395,SHP-60369,Austin,Steven Morgan,Sectional sofa,3,2026-08-18,13:00-15:00,2026-08-18T18:45:00Z,Delivered,
ST-900180,SHP-60170,Denver,Donald Ramirez,Chest freezer,2,2026-08-18,PM,2026-08-18T18:49:00Z,Delivered,
ST-900220,SHP-60209,Denver,Ingrid Peterson,Dining set,2,08/18/2026,08:00-10:00,2026-08-18T19:32:00Z,Delivered,"heavy rain, weather"
ST-900343,SHP-60323,Austin,Rebecca Garcia,Mattress set,1,08/18/2026,AM,2026-08-18T19:41:00Z,Delivered,vehicle issue
ST-900072,SHP-60067,Portland,Mark Garcia,Dining set,3,2026-08-18,13:00-15:00,2026-08-18T20:36:00Z,Delivered,
ST-900095,SHP-60090,Portland,Christopher Baker,Refrigerator,1,08/18/2026,PM,2026-08-18T20:42:00Z,Attempted - no access,
ST-900071,SHP-60066,Portland,Yuki Harris,Wall oven,3,08/18/2026,All day,2026-08-18T23:12:00Z,Delivered,
ST-900049,SHP-60045,Portland,Marcus Ortiz,Wall oven,1,2026-08-18,All day,2026-08-19T03:54:00Z,Delivered,"heavy rain, weather"
ST-900152,SHP-60144,Denver,Kenneth Ward,Wall oven,3,08/19/2026,08:00-10:00,2026-08-19T14:08:00Z,Delivered,
ST-900172,SHP-60162,Denver,Dorothy Parker,Chest freezer,3,08/19/2026,08:00-10:00,2026-08-19T15:05:00Z,Delivered,
ST-900111,SHP-60106,Portland,Patricia Thomas,Dining set,3,2026-08-19,AM,2026-08-19T15:32:00Z,Delivered,
ST-900057,SHP-60053,Portland,Kenneth Rogers,Bedroom set,3,08/19/2026,All day,2026-08-19T16:34:00Z,Delivered,
ST-900106,SHP-60101,Portland,Rahul Clark,Dining set,2,2026-08-19,AM,2026-08-19T16:37:00Z,Delivered,
ST-900248,SHP-60233,Denver,Joshua Peterson,Wall oven,3,08/19/2026,AM,2026-08-19T17:13:00Z,Delivered,
ST-900170,SHP-60160,Denver,Rahul Clark,Dining set,3,08/19/2026,AM,2026-08-19T17:25:00Z,Delivered,
ST-900219,SHP-60208,Denver,Rahul Clark,Recliner,1,08/19/2026,08:00-10:00,2026-08-19T19:02:00Z,Delivered,breakdown on route
ST-900243,SHP-60228,Denver,Jacob Rodriguez,Sectional sofa,3,2026-08-19,All day,2026-08-19T20:29:00Z,Delivered,
ST-900217,SHP-60206,Denver,Ingrid Peterson,Dining set,3,08/19/2026,PM,2026-08-19T21:33:00Z,Delivered,
ST-900083,SHP-60078,Portland,Joshua Morris,Refrigerator,1,2026-08-19,All day,2026-08-20T02:19:00Z,Delivered,overloaded route
ST-900326,SHP-60306,Austin,Mateo Price,Chest freezer,2,2026-08-20,08:00-10:00,2026-08-20T13:14:00Z,Delivered,
ST-900374,SHP-60350,Austin,Steven Morgan,Chest freezer,1,08/20/2026,AM,2026-08-20T13:35:00Z,Delivered,
ST-900297,SHP-60280,Austin,Marcus Ortiz,Sectional sofa,2,08/20/2026,08:00-10:00,2026-08-20T14:15:00Z,Delivered,
ST-900158,SHP-60149,Denver,Lisa Nelson,Washer/dryer pair,2,08/20/2026,08:00-10:00,2026-08-20T14:47:00Z,Delivered,
ST-900131,SHP-60126,Portland,Paul Anderson,Mattress set,3,2026-08-20,AM,2026-08-20T15:38:00Z,Delivered,
ST-900361,SHP-60340,Austin,Kimberly Davis,Mattress set,2,08/20/2026,AM,2026-08-20T16:38:00Z,Delivered,
ST-900251,SHP-60236,Denver,Rebecca Howard,Wall oven,2,08/20/2026,AM,2026-08-20T18:21:00Z,Delivered,vehicle issue
ST-900178,SHP-60168,Denver,Patricia Thomas,Mattress set,1,08/20/2026,PM,2026-08-20T19:05:00Z,Delivered,
ST-900262,SHP-60247,Denver,Donna Alvarez,Refrigerator,1,08/20/2026,13:00-15:00,2026-08-20T19:34:00Z,Delivered,
ST-900279,SHP-60264,Austin,Linda Cook,Bedroom set,1,08/20/2026,All day,2026-08-20T20:09:00Z,Delivered,
ST-900020,SHP-60019,Portland,Mark Garcia,Refrigerator,3,08/20/2026,PM,2026-08-20T20:26:00Z,Delivered,
ST-900173,SHP-60163,Denver,Richard Myers,Recliner,2,2026-08-20,PM,2026-08-20T22:13:00Z,Delivered,
ST-900252,SHP-60237,Denver,Mark Garcia,Sectional sofa,1,2026-08-21,08:00-10:00,2026-08-21T14:02:00Z,Delivered,
ST-900387,SHP-60362,Austin,Jacob Reed,Bedroom set,2,08/21/2026,08:00-10:00,2026-08-21T14:26:00Z,Delivered,
ST-900250,SHP-60235,Denver,Jeffrey Gutierrez,Washer/dryer pair,1,2026-08-21,08:00-10:00,2026-08-21T14:58:00Z,Delivered,
ST-900346,SHP-60326,Austin,Nadia Gomez,Wall oven,2,2026-08-21,AM,2026-08-21T15:02:00Z,Cancelled by retailer,
ST-900007,SHP-60007,Portland,Shirley Allen,Washer/dryer pair,2,2026-08-21,08:00-10:00,2026-08-21T15:45:00Z,Attempted - customer absent,
ST-900280,SHP-60265,Austin,Daniel Johnson,Refrigerator,3,08/21/2026,AM,2026-08-21T15:48:00Z,Delivered,
ST-900255,SHP-60240,Denver,David Lewis,Dining set,2,08/21/2026,13:00-15:00,2026-08-21T19:46:00Z,Delivered,
ST-900060,SHP-60056,Portland,Elizabeth Chavez,Washer/dryer pair,2,08/21/2026,08:00-10:00,2026-08-21T19:56:00Z,Delivered,breakdown on route
ST-900199,SHP-60188,Denver,Joseph Jones,Sectional sofa,3,2026-08-21,PM,2026-08-21T20:07:00Z,Delivered,
ST-900070,SHP-60065,Portland,Matthew White,Recliner,3,2026-08-21,PM,2026-08-21T20:14:00Z,Delivered,
ST-900298,SHP-60281,Austin,Joseph Morales,Mattress set,1,2026-08-21,All day,2026-08-21T21:00:00Z,Attempted - customer absent,
ST-900313,SHP-60296,Austin,Dorothy Howard,Bedroom set,3,2026-08-21,PM,2026-08-21T21:21:00Z,Delivered,
ST-900077,SHP-60072,Portland,Kenneth Rogers,Bedroom set,2,08/21/2026,13:00-15:00,2026-08-21T21:38:00Z,Delivered,
ST-900306,SHP-60289,Austin,Yuki Harris,Chest freezer,1,2026-08-21,PM,2026-08-21T23:32:00Z,Delivered,weather
ST-900140,SHP-60134,Denver,Jacob Rodriguez,Mattress set,2,2026-08-21,PM,2026-08-22T00:56:00Z,Delivered,customer asked for later
ST-900382,SHP-60357,Austin,Barbara Patel,Sectional sofa,1,2026-08-22,08:00-10:00,2026-08-22T13:34:00Z,Refused at door,
ST-900187,SHP-60177,Denver,Deborah Okafor,Mattress set,3,08/22/2026,AM,2026-08-22T15:18:00Z,Delivered,
ST-900183,SHP-60173,Denver,James Ward,Sectional sofa,1,08/22/2026,AM,2026-08-22T15:52:00Z,Refused at door,
ST-900076,SHP-60071,Portland,Joshua Hall,Washer/dryer pair,3,2026-08-22,08:00-10:00,2026-08-22T15:55:00Z,Refused at door,
ST-900073,SHP-60068,Portland,Edward Reed,Dining set,2,08/22/2026,All day,2026-08-22T17:02:00Z,Delivered,
ST-900238,SHP-60225,Denver,Joshua Hall,Refrigerator,2,2026-08-22,AM,2026-08-22T17:33:00Z,Delivered,
ST-900288,SHP-60272,Austin,Lisa Nelson,Sectional sofa,2,08/22/2026,PM,2026-08-22T18:20:00Z,Delivered,
ST-900097,SHP-60092,Portland,Nadia Gomez,Recliner,1,08/22/2026,AM,2026-08-22T18:49:00Z,Delivered,
ST-900136,SHP-60131,Portland,Kimberly Rogers,Recliner,1,08/22/2026,PM,2026-08-22T19:34:00Z,Delivered,
ST-900235,SHP-60223,Denver,Nadia Gomez,Chest freezer,1,08/22/2026,All day,2026-08-22T19:59:00Z,Delivered,
ST-900202,SHP-60191,Denver,Gary Wilson,Refrigerator,1,08/22/2026,PM,2026-08-22T20:23:00Z,Delivered,
ST-900228,SHP-60216,Denver,Richard Richardson,Recliner,3,08/22/2026,13:00-15:00,2026-08-22T20:24:00Z,Cancelled by retailer,
ST-900211,SHP-60200,Denver,Donna White,Chest freezer,1,08/22/2026,PM,2026-08-22T21:26:00Z,Delivered,
ST-900087,SHP-60082,Portland,Marcus Lewis,Dining set,3,2026-08-22,13:00-15:00,2026-08-22T21:45:00Z,Cancelled by retailer,
ST-900086,SHP-60081,Portland,Dmitri King,Bedroom set,1,08/22/2026,All day,2026-08-22T23:03:00Z,Attempted - no access,
ST-900137,SHP-60131,Portland,Kimberly Rogers,Recliner,1,2026-08-22,PM,2026-08-22T23:42:00Z,Delivered,
ST-900287,SHP-60271,Austin,Richard Myers,Bedroom set,1,2026-08-22,13:00-15:00,2026-08-22T23:55:00Z,Delivered,ADDRESS - gate code
ST-900259,SHP-60244,Denver,Amara Torres,Bedroom set,1,08/22/2026,All day,2026-08-23T00:48:00Z,Delivered,customer asked for later
ST-900289,SHP-60272,Austin,Lisa Nelson,Sectional sofa,1,2026-08-22,PM,2026-08-23T01:06:00Z,Delivered,"heavy rain, weather"
ST-900397,SHP-60371,Austin,Amy Bennett,Refrigerator,3,2026-08-23,AM,2026-08-23T13:16:00Z,Delivered,
ST-900142,SHP-60136,Denver,Mateo Price,Sectional sofa,3,2026-08-23,08:00-10:00,2026-08-23T15:31:00Z,Delivered,
ST-900179,SHP-60169,Denver,Marcus Ortiz,Recliner,1,2026-08-23,08:00-10:00,2026-08-23T15:47:00Z,Refused at door,
ST-900291,SHP-60274,Austin,Edward Reed,Sectional sofa,3,08/23/2026,AM,2026-08-23T16:54:00Z,Delivered,
ST-900261,SHP-60246,Denver,Priya Morris,Bedroom set,3,2026-08-23,All day,2026-08-23T16:56:00Z,Delivered,
ST-900103,SHP-60098,Portland,Edward Reed,Wall oven,2,08/23/2026,All day,2026-08-23T17:17:00Z,Delivered,
ST-900340,SHP-60320,Austin,Donna White,Mattress set,2,2026-08-23,13:00-15:00,2026-08-23T18:47:00Z,Attempted - no access,
ST-900331,SHP-60311,Austin,Jason Davis,Dining set,1,2026-08-23,13:00-15:00,2026-08-23T19:01:00Z,Delivered,
ST-900383,SHP-60358,Austin,Sarah Torres,Mattress set,2,08/23/2026,13:00-15:00,2026-08-23T19:29:00Z,Delivered,
ST-900273,SHP-60258,Austin,Jessica Peterson,Refrigerator,1,08/23/2026,PM,2026-08-23T19:41:00Z,Delivered,
ST-900153,SHP-60145,Denver,Mark Garcia,Refrigerator,3,2026-08-23,13:00-15:00,2026-08-23T20:03:00Z,Refused at door,
ST-900192,SHP-60182,Denver,Shirley Allen,Recliner,1,08/23/2026,13:00-15:00,2026-08-23T20:46:00Z,Delivered,
ST-900066,SHP-60061,Portland,Dorothy Howard,Dining set,3,08/23/2026,PM,2026-08-23T21:20:00Z,Delivered,
ST-900035,SHP-60032,Portland,Rahul Ramos,Bedroom set,1,08/23/2026,All day,2026-08-23T23:49:00Z,Delivered,
ST-900333,SHP-60313,Austin,Amara Torres,Bedroom set,2,2026-08-23,PM,2026-08-24T00:55:00Z,Delivered,Customer NH
ST-900053,SHP-60049,Portland,Kevin Harris,Recliner,2,08/23/2026,PM,2026-08-24T02:29:00Z,Delivered,bad address on the order
ST-900302,SHP-60285,Austin,Ingrid Kelly,Mattress set,1,2026-08-24,08:00-10:00,2026-08-24T14:52:00Z,Delivered,
ST-900104,SHP-60099,Portland,Ingrid Williams,Mattress set,3,2026-08-24,AM,2026-08-24T16:04:00Z,Delivered,
ST-900088,SHP-60083,Portland,Christopher Baker,Sectional sofa,3,08/24/2026,AM,2026-08-24T17:27:00Z,Attempted - no access,
ST-900160,SHP-60151,Denver,Rahul Ramos,Dining set,2,2026-08-24,AM,2026-08-24T17:44:00Z,Delivered,
ST-900023,SHP-60022,Portland,Mateo Price,Refrigerator,3,2026-08-24,AM,2026-08-24T18:08:00Z,Delivered,
ST-900316,SHP-60298,Austin,Luis Gonzalez,Mattress set,3,08/24/2026,13:00-15:00,2026-08-24T19:22:00Z,Delivered,
ST-900246,SHP-60231,Denver,Ingrid Williams,Chest freezer,2,08/24/2026,PM,2026-08-24T20:15:00Z,Delivered,
ST-900002,SHP-60002,Portland,Carlos Lewis,Washer/dryer pair,1,08/24/2026,13:00-15:00,2026-08-24T21:51:00Z,Delivered,
ST-900033,SHP-60030,Portland,Donald Mensah,Chest freezer,1,08/24/2026,PM,2026-08-24T22:28:00Z,Delivered,
ST-900014,SHP-60014,Portland,Priya Morris,Bedroom set,3,2026-08-25,08:00-10:00,2026-08-25T15:08:00Z,Delivered,
ST-900062,SHP-60058,Portland,Gary Phillips,Chest freezer,1,08/25/2026,AM,2026-08-25T16:11:00Z,Delivered,
ST-900015,SHP-60014,Portland,Priya Morris,Bedroom set,2,08/25/2026,08:00-10:00,2026-08-25T16:50:00Z,Delivered,
ST-900127,SHP-60122,Portland,Donald Mensah,Washer/dryer pair,1,08/25/2026,08:00-10:00,2026-08-25T16:53:00Z,Attempted - no access,
ST-900156,SHP-60147,Denver,John Hernandez,Bedroom set,1,08/25/2026,AM,2026-08-25T17:16:00Z,Delivered,
ST-900138,SHP-60132,Portland,Richard Richardson,Washer/dryer pair,3,08/25/2026,AM,2026-08-25T17:36:00Z,Delivered,
ST-900393,SHP-60367,Austin,Jonathan Cox,Sectional sofa,2,2026-08-25,All day,2026-08-25T17:41:00Z,Delivered,
ST-900159,SHP-60150,Denver,Jason Richardson,Bedroom set,1,2026-08-25,13:00-15:00,2026-08-25T19:14:00Z,Delivered,
ST-900234,SHP-60222,Denver,Kenneth Rogers,Bedroom set,3,2026-08-25,PM,2026-08-25T20:28:00Z,Delivered,
ST-900149,SHP-60141,Denver,Yuki Clark,Bedroom set,3,08/25/2026,All day,2026-08-25T21:01:00Z,Delivered,
ST-900164,SHP-60155,Denver,Donna White,Bedroom set,3,2026-08-25,All day,2026-08-25T22:10:00Z,Delivered,
ST-900063,SHP-60058,Portland,Gary Phillips,Chest freezer,1,2026-08-25,AM,2026-08-25T22:24:00Z,Delivered,address wrong
ST-900003,SHP-60003,Portland,Rebecca Garcia,Bedroom set,3,2026-08-25,All day,2026-08-26T00:34:00Z,Delivered,too many stops
ST-900308,SHP-60291,Austin,Luis Gonzalez,Sectional sofa,2,2026-08-26,08:00-10:00,2026-08-26T14:00:00Z,Delivered,
ST-900270,SHP-60255,Austin,Charles Price,Washer/dryer pair,1,2026-08-26,AM,2026-08-26T14:19:00Z,Delivered,
ST-900266,SHP-60251,Austin,Robert Cooper,Dining set,3,08/26/2026,08:00-10:00,2026-08-26T14:20:00Z,Delivered,
ST-900277,SHP-60262,Austin,Joshua Hall,Recliner,3,08/26/2026,08:00-10:00,2026-08-26T14:31:00Z,Delivered,
ST-900205,SHP-60194,Denver,Edward Reed,Recliner,3,2026-08-26,All day,2026-08-26T14:52:00Z,Delivered,
ST-900052,SHP-60048,Portland,Ingrid Kelly,Washer/dryer pair,2,2026-08-26,08:00-10:00,2026-08-26T15:34:00Z,Delivered,
ST-900188,SHP-60178,Denver,Jessica Kim,Dining set,1,2026-08-26,08:00-10:00,2026-08-26T16:16:00Z,Delivered,
ST-900165,SHP-60156,Denver,Carlos Lewis,Wall oven,1,08/26/2026,AM,2026-08-26T17:06:00Z,Delivered,
ST-900256,SHP-60241,Denver,Wei Gonzalez,Dining set,3,2026-08-26,PM,2026-08-26T18:04:00Z,Delivered,
ST-900337,SHP-60317,Austin,Ingrid Williams,Bedroom set,1,2026-08-26,PM,2026-08-26T18:28:00Z,Delivered,
ST-900334,SHP-60314,Austin,Linda Mendoza,Dining set,2,08/26/2026,AM,2026-08-26T19:10:00Z,Delivered,MECHANICAL - lift gate
ST-900239,SHP-60226,Denver,Dmitri King,Dining set,1,08/26/2026,PM,2026-08-26T19:41:00Z,Delivered,
ST-900055,SHP-60051,Portland,Amy Nelson,Sectional sofa,3,08/26/2026,PM,2026-08-26T20:13:00Z,Delivered,
ST-900245,SHP-60230,Denver,Kevin Harris,Wall oven,3,2026-08-26,AM,2026-08-26T21:00:00Z,Delivered,overloaded route
ST-900381,SHP-60356,Austin,Wei Gonzalez,Sectional sofa,2,08/26/2026,PM,2026-08-26T21:05:00Z,Delivered,
ST-900045,SHP-60041,Portland,Carol Alvarez,Sectional sofa,1,2026-08-26,13:00-15:00,2026-08-26T22:14:00Z,Delivered,breakdown on route
ST-900240,SHP-60226,Denver,Dmitri King,Dining set,2,08/26/2026,PM,2026-08-27T00:51:00Z,Delivered,Address issue
ST-900229,SHP-60217,Denver,Christopher Baker,Recliner,3,2026-08-27,All day,2026-08-27T15:18:00Z,Delivered,
ST-900108,SHP-60103,Portland,Barbara Patel,Bedroom set,3,2026-08-27,08:00-10:00,2026-08-27T16:04:00Z,Delivered,
ST-900091,SHP-60086,Portland,John Ward,Recliner,2,08/27/2026,08:00-10:00,2026-08-27T16:42:00Z,Delivered,
ST-900166,SHP-60157,Denver,Yuki Harris,Dining set,3,2026-08-27,08:00-10:00,2026-08-27T17:59:00Z,Delivered,Mechanical
ST-900303,SHP-60286,Austin,Mateo Price,Chest freezer,2,08/27/2026,PM,2026-08-27T18:19:00Z,Delivered,
ST-900324,SHP-60305,Austin,Luis Gonzalez,Mattress set,2,2026-08-27,13:00-15:00,2026-08-27T18:21:00Z,Delivered,
ST-900154,SHP-60146,Denver,Chloe Watson,Mattress set,2,08/27/2026,13:00-15:00,2026-08-27T19:13:00Z,Delivered,
ST-900203,SHP-60192,Denver,Barbara Hernandez,Wall oven,2,2026-08-27,All day,2026-08-27T19:20:00Z,Delivered,
ST-900189,SHP-60179,Denver,Ashley Williams,Mattress set,3,08/27/2026,PM,2026-08-27T19:25:00Z,Delivered,
ST-900345,SHP-60325,Austin,Mark Garcia,Recliner,1,08/27/2026,13:00-15:00,2026-08-27T19:30:00Z,Delivered,
ST-900084,SHP-60079,Portland,Melissa Osei,Refrigerator,2,08/27/2026,All day,2026-08-27T20:18:00Z,Delivered,
ST-900085,SHP-60080,Portland,Chloe Watson,Mattress set,2,2026-08-27,13:00-15:00,2026-08-27T21:06:00Z,Delivered,
ST-900344,SHP-60324,Austin,Donna White,Recliner,3,2026-08-27,PM,2026-08-27T21:41:00Z,Delivered,
ST-900325,SHP-60305,Austin,Luis Gonzalez,Mattress set,1,08/27/2026,13:00-15:00,2026-08-27T22:36:00Z,Delivered,
ST-900017,SHP-60016,Portland,Deborah Okafor,Sectional sofa,1,08/27/2026,All day,2026-08-27T22:54:00Z,Delivered,
ST-900155,SHP-60146,Denver,Chloe Watson,Mattress set,2,2026-08-27,13:00-15:00,2026-08-27T23:12:00Z,Delivered,customer asked for later
ST-900064,SHP-60059,Portland,Yuki Harris,Dining set,3,08/27/2026,13:00-15:00,2026-08-27T23:36:00Z,Delivered,customer not home
ST-900161,SHP-60152,Denver,Matthew White,Mattress set,3,08/27/2026,All day,2026-08-28T00:45:00Z,Delivered,Route volume - extra stops
ST-900364,SHP-60342,Austin,Donald Mensah,Chest freezer,2,2026-08-28,08:00-10:00,2026-08-28T15:31:00Z,Delivered,weather hold
ST-900117,SHP-60112,Portland,John Hernandez,Recliner,2,2026-08-28,AM,2026-08-28T15:57:00Z,Delivered,
ST-900107,SHP-60102,Portland,Donna White,Bedroom set,2,08/28/2026,AM,2026-08-28T16:21:00Z,Delivered,
ST-900109,SHP-60104,Portland,Charles Price,Refrigerator,3,08/28/2026,08:00-10:00,2026-08-28T16:28:00Z,Delivered,
ST-900019,SHP-60018,Portland,Leila Gomez,Recliner,3,08/28/2026,AM,2026-08-28T17:19:00Z,Delivered,
ST-900338,SHP-60318,Austin,Cynthia Garcia,Refrigerator,1,08/28/2026,All day,2026-08-28T18:35:00Z,Delivered,
ST-900362,SHP-60341,Austin,Donald Mensah,Wall oven,1,2026-08-28,PM,2026-08-28T18:35:00Z,Delivered,
ST-900078,SHP-60073,Portland,Steven Morgan,Chest freezer,3,2026-08-28,AM,2026-08-28T18:41:00Z,Delivered,
ST-900197,SHP-60186,Denver,Donald Ramirez,Recliner,1,2026-08-28,13:00-15:00,2026-08-28T19:40:00Z,Delivered,
ST-900198,SHP-60187,Denver,Stephanie Alvarez,Bedroom set,1,08/28/2026,PM,2026-08-28T20:27:00Z,Attempted - customer absent,
ST-900096,SHP-60091,Portland,Amara Torres,Recliner,1,2026-08-28,PM,2026-08-28T20:41:00Z,Delivered,
ST-900058,SHP-60054,Portland,Paul Anderson,Dining set,1,2026-08-28,13:00-15:00,2026-08-28T21:44:00Z,Delivered,
ST-900329,SHP-60309,Austin,Nadia Martinez,Recliner,3,08/28/2026,PM,2026-08-28T21:51:00Z,Delivered,
ST-900363,SHP-60341,Austin,Donald Mensah,Wall oven,3,08/28/2026,PM,2026-08-28T23:21:00Z,Delivered,weather
ST-900133,SHP-60128,Portland,Amy Nelson,Wall oven,2,2026-08-28,PM,2026-08-29T01:02:00Z,Delivered,Weather - storm
