Payroll Register - Ellington Bakeries - 01/01/2025 to 12/31/2025

Check Date,Pay Period Start,Pay Period End,Run Type,Employee ID,Employee,Gross Pay,Federal W/H,State W/H,Social Security EE,Medicare EE,Social Security ER,Medicare ER,401(k) EE,Health Ins,Net Pay
05/30/2025,05/11/2025,05/24/2025,Regular,E106,Dorothy Howard,"$1,865.74",$149.26,$83.96,$115.68,$27.05,$115.68,$27.05,$93.29,$85.00,"$1,311.50"
05/30/2025,05/11/2025,05/24/2025,Regular,E107,Margaret Cook,"$2,515.54",$251.55,$138.35,$155.96,$36.48,$155.96,$36.48,$0.00,$0.00,"$1,933.20"
05/30/2025,05/11/2025,05/24/2025,Regular,E108,Sarah Torres,"$1,250.47",$200.08,$68.78,$77.53,$18.13,$77.53,$18.13,$0.00,$85.00,$800.95
05/30/2025,05/11/2025,05/24/2025,Regular,E109,Sarah Foster,"$3,290.33",$394.84,$131.61,$204.00,$47.71,$204.00,$47.71,$164.52,$85.00,"$2,262.65"
05/30/2025,05/11/2025,05/24/2025,Regular,E111,Steven Morgan,"$2,280.55",$319.28,$114.03,$141.39,$33.07,$141.39,$33.07,$114.03,$85.00,"$1,473.75"
05/30/2025,05/11/2025,05/24/2025,Regular,E112,Marcus Cox,"$1,830.45",$183.05,$82.37,$113.49,$26.54,$113.49,$26.54,$0.00,$0.00,"$1,425.00"
05/30/2025,05/11/2025,05/24/2025,Regular,E113,Charles Flores,"$1,640.08",$196.81,$90.20,$101.68,$23.78,$101.68,$23.78,$0.00,$0.00,"$1,227.61"
05/30/2025,05/11/2025,05/24/2025,Regular,E114,Richard Myers,"$1,580.67",$158.07,$63.23,$98.00,$22.92,$98.00,$22.92,$0.00,$140.00,"$1,098.45"
06/13/2025,05/25/2025,06/07/2025,Regular,E101,Deborah Okafor,"$3,105.96",$372.72,$170.83,$192.57,$45.04,$192.57,$45.04,$155.30,$0.00,"$2,169.50"
06/13/2025,05/25/2025,06/07/2025,Regular,E102,Rebecca Garcia,"$2,265.15",$317.12,$113.26,$140.44,$32.84,$140.44,$32.84,$113.26,$85.00,"$1,463.23"
06/13/2025,05/25/2025,06/07/2025,Regular,E103,Kimberly Rogers,"$2,410.50",$337.47,$132.58,$149.45,$34.95,$149.45,$34.95,$120.53,$85.00,"$1,550.52"
06/13/2025,05/25/2025,06/07/2025,Regular,E104,Gary Phillips,"$1,795.26",$287.24,$71.81,$111.31,$26.03,$111.31,$26.03,$0.00,$140.00,"$1,158.87"
06/13/2025,05/25/2025,06/07/2025,Regular,E105,Joshua Morris,"$1,250.27",$200.04,$68.76,$77.52,$18.13,$77.52,$18.13,$37.51,$85.00,$763.31
06/13/2025,05/25/2025,06/07/2025,Regular,E106,Dorothy Howard,"$1,705.13",$136.41,$76.73,$105.72,$24.72,$105.72,$24.72,$85.26,$85.00,"$1,191.29"
06/13/2025,05/25/2025,06/07/2025,Regular,E107,Margaret Cook,"$2,515.58",$251.56,$138.36,$155.97,$36.48,$155.97,$36.48,$0.00,$0.00,"$1,933.21"
06/13/2025,05/25/2025,06/07/2025,Regular,E108,Sarah Torres,"$1,190.46",$190.47,$65.48,$73.81,$17.26,$73.81,$17.26,$0.00,$85.00,$758.44
06/13/2025,05/25/2025,06/07/2025,Regular,E109,Sarah Foster,"$3,250.13",$390.02,$130.01,$201.51,$47.13,$201.51,$47.13,$162.51,$85.00,"$2,233.95"
06/13/2025,05/25/2025,06/07/2025,Regular,E111,Steven Morgan,"$2,440.18",$341.63,$122.01,$151.29,$35.38,$151.29,$35.38,$122.01,$85.00,"$1,582.86"
06/13/2025,05/25/2025,06/07/2025,Regular,E112,Marcus Cox,"$1,730.81",$173.08,$77.89,$107.31,$25.10,$107.31,$25.10,$0.00,$0.00,"$1,347.43"
06/13/2025,05/25/2025,06/07/2025,Regular,E113,Charles Flores,"$1,580.66",$189.68,$86.94,$98.00,$22.92,$98.00,$22.92,$0.00,$0.00,"$1,183.12"
06/13/2025,05/25/2025,06/07/2025,Regular,E114,Richard Myers,"$1,740.86",$174.09,$69.63,$107.93,$25.24,$107.93,$25.24,$0.00,$140.00,"$1,223.97"
06/27/2025,06/08/2025,06/21/2025,Regular,E101,Deborah Okafor,"$3,065.63",$367.88,$168.61,$190.07,$44.45,$190.07,$44.45,$153.28,$0.00,"$2,141.34"
06/27/2025,06/08/2025,06/21/2025,Regular,E102,Rebecca Garcia,"$2,385.81",$334.01,$119.29,$147.92,$34.59,$147.92,$34.59,$119.29,$85.00,"$1,545.71"
06/27/2025,06/08/2025,06/21/2025,Regular,E103,Kimberly Rogers,"$2,290.69",$320.70,$125.99,$142.02,$33.22,$142.02,$33.22,$114.53,$85.00,"$1,469.23"
06/27/2025,06/08/2025,06/21/2025,Regular,E104,Gary Phillips,"$1,755.01",$280.80,$70.20,$108.81,$25.45,$108.81,$25.45,$0.00,$140.00,"$1,129.75"
06/27/2025,06/08/2025,06/21/2025,Regular,E105,Joshua Morris,"$1,370.90",$219.34,$75.40,$85.00,$19.88,$85.00,$19.88,$41.13,$85.00,$845.15
06/27/2025,06/08/2025,06/21/2025,Regular,E106,Dorothy Howard,"$1,825.41",$146.03,$82.14,$113.18,$26.47,$113.18,$26.47,$91.27,$85.00,"$1,281.32"
06/27/2025,06/08/2025,06/21/2025,Regular,E107,Margaret Cook,"$2,475.67",$247.57,$136.16,$153.49,$35.90,$153.49,$35.90,$0.00,$0.00,"$1,902.55"
06/27/2025,06/08/2025,06/21/2025,Regular,E108,Sarah Torres,"$1,250.32",$200.05,$68.77,$77.52,$18.13,$77.52,$18.13,$0.00,$85.00,$800.85
06/27/2025,06/08/2025,06/21/2025,Regular,E109,Sarah Foster,"$3,250.48",$390.06,$130.02,$201.53,$47.13,$201.53,$47.13,$162.52,$85.00,"$2,234.22"
06/27/2025,06/08/2025,06/21/2025,Regular,E111,Steven Morgan,"$2,360.91",$330.53,$118.05,$146.38,$34.23,$146.38,$34.23,$118.05,$85.00,"$1,528.67"
06/27/2025,06/08/2025,06/21/2025,Regular,E112,Marcus Cox,"$1,950.08",$195.01,$87.75,$120.90,$28.28,$120.90,$28.28,$0.00,$0.00,"$1,518.14"
06/27/2025,06/08/2025,06/21/2025,Regular,E113,Charles Flores,"$1,640.66",$196.88,$90.24,$101.72,$23.79,$101.72,$23.79,$0.00,$0.00,"$1,228.03"
06/27/2025,06/08/2025,06/21/2025,Regular,E114,Richard Myers,"$1,580.08",$158.01,$63.20,$97.96,$22.91,$97.96,$22.91,$0.00,$140.00,"$1,098.00"
07/11/2025,06/22/2025,07/05/2025,Regular,E101,Deborah Okafor,"$2,985.16",$358.22,$164.18,$185.08,$43.28,$185.08,$43.28,$149.26,$0.00,"$2,085.14"
07/11/2025,06/22/2025,07/05/2025,Regular,E102,Rebecca Garcia,"$2,225.38",$311.55,$111.27,$137.97,$32.27,$137.97,$32.27,$111.27,$85.00,"$1,436.05"
07/11/2025,06/22/2025,07/05/2025,Regular,E103,Kimberly Rogers,"$2,250.97",$315.14,$123.80,$139.56,$32.64,$139.56,$32.64,$112.55,$85.00,"$1,442.28"
07/11/2025,06/22/2025,07/05/2025,Regular,E104,Gary Phillips,"$1,875.42",$300.07,$75.02,$116.28,$27.19,$116.28,$27.19,$0.00,$140.00,"$1,216.86"
07/11/2025,06/22/2025,07/05/2025,Regular,E105,Joshua Morris,"$1,250.19",$200.03,$68.76,$77.51,$18.13,$77.51,$18.13,$37.51,$85.00,$763.25
07/11/2025,06/22/2025,07/05/2025,Regular,E106,Dorothy Howard,"$1,865.47",$149.24,$83.95,$115.66,$27.05,$115.66,$27.05,$93.27,$85.00,"$1,311.30"
07/11/2025,06/22/2025,07/05/2025,Regular,E107,Margaret Cook,"$2,415.67",$241.57,$132.86,$149.77,$35.03,$149.77,$35.03,$0.00,$0.00,"$1,856.44"
07/11/2025,06/22/2025,07/05/2025,Regular,E108,Sarah Torres,"$1,250.73",$200.12,$68.79,$77.55,$18.14,$77.55,$18.14,$0.00,$85.00,$801.13
07/11/2025,06/22/2025,07/05/2025,Regular,E109,Sarah Foster,"$3,250.86",$390.10,$130.03,$201.55,$47.14,$201.55,$47.14,$162.54,$85.00,"$2,234.50"
07/11/2025,06/22/2025,07/05/2025,Regular,E111,Steven Morgan,"$2,280.95",$319.33,$114.05,$141.42,$33.07,$141.42,$33.07,$114.05,$85.00,"$1,474.03"
07/11/2025,06/22/2025,07/05/2025,Regular,E112,Marcus Cox,"$1,730.96",$173.10,$77.89,$107.32,$25.10,$107.32,$25.10,$0.00,$0.00,"$1,347.55"
07/11/2025,06/22/2025,07/05/2025,Regular,E113,Charles Flores,"$1,680.37",$201.64,$92.42,$104.18,$24.37,$104.18,$24.37,$0.00,$0.00,"$1,257.76"
07/11/2025,06/22/2025,07/05/2025,Regular,E114,Richard Myers,"$1,520.61",$152.06,$60.82,$94.28,$22.05,$94.28,$22.05,$0.00,$140.00,"$1,051.40"
07/25/2025,07/06/2025,07/19/2025,Regular,E101,Deborah Okafor,"$2,885.77",$346.29,$158.72,$178.92,$41.84,$178.92,$41.84,$144.29,$0.00,"$2,015.71"
07/25/2025,07/06/2025,07/19/2025,Regular,E102,Rebecca Garcia,"$2,265.02",$317.10,$113.25,$140.43,$32.84,$140.43,$32.84,$113.25,$85.00,"$1,463.15"
07/25/2025,07/06/2025,07/19/2025,Regular,E103,Kimberly Rogers,"$2,250.94",$315.13,$123.80,$139.56,$32.64,$139.56,$32.64,$112.55,$85.00,"$1,442.26"
07/25/2025,07/06/2025,07/19/2025,Regular,E104,Gary Phillips,"$1,715.38",$274.46,$68.62,$106.35,$24.87,$106.35,$24.87,$0.00,$140.00,"$1,101.08"
07/25/2025,07/06/2025,07/19/2025,Regular,E105,Joshua Morris,"$1,330.42",$212.87,$73.17,$82.49,$19.29,$82.49,$19.29,$39.91,$85.00,$817.69
07/25/2025,07/06/2025,07/19/2025,Regular,E106,Dorothy Howard,"$1,705.63",$136.45,$76.75,$105.75,$24.73,$105.75,$24.73,$85.28,$85.00,"$1,191.67"
07/25/2025,07/06/2025,07/19/2025,Regular,E107,Margaret Cook,"$2,555.38",$255.54,$140.55,$158.43,$37.05,$158.43,$37.05,$0.00,$0.00,"$1,963.81"
07/25/2025,07/06/2025,07/19/2025,Regular,E108,Sarah Torres,"$1,190.49",$190.48,$65.48,$73.81,$17.26,$73.81,$17.26,$0.00,$85.00,$758.46
07/25/2025,07/06/2025,07/19/2025,Regular,E109,Sarah Foster,"$3,190.07",$382.81,$127.60,$197.78,$46.26,$197.78,$46.26,$159.50,$85.00,"$2,191.12"
07/25/2025,07/06/2025,07/19/2025,Regular,E111,Steven Morgan,"$2,280.82",$319.31,$114.04,$141.41,$33.07,$141.41,$33.07,$114.04,$85.00,"$1,473.95"
07/25/2025,07/06/2025,07/19/2025,Regular,E112,Marcus Cox,"$1,790.30",$179.03,$80.56,$111.00,$25.96,$111.00,$25.96,$0.00,$0.00,"$1,393.75"
07/25/2025,07/06/2025,07/19/2025,Regular,E113,Charles Flores,"$1,720.93",$206.51,$94.65,$106.70,$24.95,$106.70,$24.95,$0.00,$0.00,"$1,288.12"
07/25/2025,07/06/2025,07/19/2025,Regular,E114,Richard Myers,"$1,700.07",$170.01,$68.00,$105.40,$24.65,$105.40,$24.65,$0.00,$140.00,"$1,192.01"
08/08/2025,07/20/2025,08/02/2025,Regular,E101,Deborah Okafor,"$2,945.61",$353.47,$162.01,$182.63,$42.71,$182.63,$42.71,$147.28,$0.00,"$2,057.51"
08/08/2025,07/20/2025,08/02/2025,Regular,E102,Rebecca Garcia,"$2,165.18",$303.13,$108.26,$134.24,$31.40,$134.24,$31.40,$108.26,$85.00,"$1,394.89"
08/08/2025,07/20/2025,08/02/2025,Regular,E103,Kimberly Rogers,"$2,410.77",$337.51,$132.59,$149.47,$34.96,$149.47,$34.96,$120.54,$85.00,"$1,550.70"
08/08/2025,07/20/2025,08/02/2025,Regular,E104,Gary Phillips,"$1,715.86",$274.54,$68.63,$106.38,$24.88,$106.38,$24.88,$0.00,$140.00,"$1,101.43"
08/08/2025,07/20/2025,08/02/2025,Regular,E105,Joshua Morris,"$1,250.45",$200.07,$68.77,$77.53,$18.13,$77.53,$18.13,$37.51,$85.00,$763.44
08/08/2025,07/20/2025,08/02/2025,Regular,E106,Dorothy Howard,"$1,645.04",$131.60,$74.03,$101.99,$23.85,$101.99,$23.85,$82.25,$85.00,"$1,146.32"
08/08/2025,07/20/2025,08/02/2025,Regular,E107,Margaret Cook,"$2,635.49",$263.55,$144.95,$163.40,$38.21,$163.40,$38.21,$0.00,$0.00,"$2,025.38"
08/08/2025,07/20/2025,08/02/2025,Regular,E108,Sarah Torres,"$1,410.06",$225.61,$77.55,$87.42,$20.45,$87.42,$20.45,$0.00,$85.00,$914.03
08/08/2025,07/20/2025,08/02/2025,Regular,E109,Sarah Foster,"$3,250.60",$390.07,$130.02,$201.54,$47.13,$201.54,$47.13,$162.53,$85.00,"$2,234.31"
08/08/2025,07/20/2025,08/02/2025,Regular,E111,Steven Morgan,"$2,280.02",$319.20,$114.00,$141.36,$33.06,$141.36,$33.06,$114.00,$85.00,"$1,473.40"
08/08/2025,07/20/2025,08/02/2025,Regular,E112,Marcus Cox,"$1,790.76",$179.08,$80.58,$111.03,$25.97,$111.03,$25.97,$0.00,$0.00,"$1,394.10"
08/08/2025,07/20/2025,08/02/2025,Regular,E113,Charles Flores,"$1,640.80",$196.90,$90.24,$101.73,$23.79,$101.73,$23.79,$0.00,$0.00,"$1,228.14"
08/08/2025,07/20/2025,08/02/2025,Regular,E114,Richard Myers,"$1,700.13",$170.01,$68.01,$105.41,$24.65,$105.41,$24.65,$0.00,$140.00,"$1,192.05"
08/22/2025,08/03/2025,08/16/2025,Regular,E101,Deborah Okafor,"$3,065.24",$367.83,$168.59,$190.04,$44.45,$190.04,$44.45,$153.26,$0.00,"$2,141.07"
08/22/2025,08/03/2025,08/16/2025,Regular,E102,Rebecca Garcia,"$2,165.99",$303.24,$108.30,$134.29,$31.41,$134.29,$31.41,$108.30,$85.00,"$1,395.45"
08/22/2025,08/03/2025,08/16/2025,Regular,E103,Kimberly Rogers,"$2,410.14",$337.42,$132.56,$149.43,$34.95,$149.43,$34.95,$120.51,$85.00,"$1,550.27"
08/22/2025,08/03/2025,08/16/2025,Regular,E104,Gary Phillips,"$1,715.78",$274.52,$68.63,$106.38,$24.88,$106.38,$24.88,$0.00,$140.00,"$1,101.37"
08/22/2025,07/20/2025,08/02/2025,Correction,E105,Joshua Morris,"($1,250.45)",($200.07),($68.77),($77.53),($18.13),($77.53),($18.13),($37.51),($85.00),($763.44)
08/22/2025,08/03/2025,08/16/2025,Regular,E105,Joshua Morris,"$1,410.78",$225.72,$77.59,$87.47,$20.46,$87.47,$20.46,$42.32,$85.00,$872.22
08/22/2025,07/20/2025,08/02/2025,Correction,E105,Joshua Morris,"$1,670.45",$267.27,$91.87,$103.57,$24.22,$103.57,$24.22,$50.11,$85.00,"$1,048.41"
08/22/2025,08/03/2025,08/16/2025,Regular,E106,Dorothy Howard,"$1,825.83",$146.07,$82.16,$113.20,$26.47,$113.20,$26.47,$91.29,$85.00,"$1,281.64"
08/22/2025,08/03/2025,08/16/2025,Regular,E107,Margaret Cook,"$2,475.87",$247.59,$136.17,$153.50,$35.90,$153.50,$35.90,$0.00,$0.00,"$1,902.71"
08/22/2025,08/03/2025,08/16/2025,Regular,E108,Sarah Torres,"$1,330.16",$212.83,$73.16,$82.47,$19.29,$82.47,$19.29,$0.00,$85.00,$857.41
08/22/2025,08/03/2025,08/16/2025,Regular,E109,Sarah Foster,"$3,190.37",$382.84,$127.61,$197.80,$46.26,$197.80,$46.26,$159.52,$85.00,"$2,191.34"
08/22/2025,08/03/2025,08/16/2025,Regular,E111,Steven Morgan,"$2,280.66",$319.29,$114.03,$141.40,$33.07,$141.40,$33.07,$114.03,$85.00,"$1,473.84"
08/22/2025,08/03/2025,08/16/2025,Regular,E112,Marcus Cox,"$1,830.04",$183.00,$82.35,$113.46,$26.54,$113.46,$26.54,$0.00,$0.00,"$1,424.69"
08/22/2025,08/03/2025,08/16/2025,Regular,E113,Charles Flores,"$1,580.56",$189.67,$86.93,$97.99,$22.92,$97.99,$22.92,$0.00,$0.00,"$1,183.05"
08/22/2025,08/03/2025,08/16/2025,Regular,E114,Richard Myers,"$1,700.96",$170.10,$68.04,$105.46,$24.66,$105.46,$24.66,$0.00,$140.00,"$1,192.70"
09/05/2025,08/17/2025,08/30/2025,Regular,E101,Deborah Okafor,"$2,985.58",$358.27,$164.21,$185.11,$43.29,$185.11,$43.29,$149.28,$0.00,"$2,085.42"
09/05/2025,08/17/2025,08/30/2025,Regular,E102,Rebecca Garcia,"$2,345.80",$328.41,$117.29,$145.44,$34.01,$145.44,$34.01,$117.29,$85.00,"$1,518.36"
09/05/2025,08/17/2025,08/30/2025,Regular,E103,Kimberly Rogers,"$2,250.05",$315.01,$123.75,$139.50,$32.63,$139.50,$32.63,$112.50,$85.00,"$1,441.66"
09/05/2025,08/17/2025,08/30/2025,Regular,E104,Gary Phillips,"$1,715.62",$274.50,$68.62,$106.37,$24.88,$106.37,$24.88,$0.00,$140.00,"$1,101.25"
09/05/2025,08/17/2025,08/30/2025,Regular,E105,Joshua Morris,"$1,330.03",$212.80,$73.15,$82.46,$19.29,$82.46,$19.29,$39.90,$85.00,$817.43
09/05/2025,08/17/2025,08/30/2025,Regular,E106,Dorothy Howard,"$1,745.29",$139.62,$78.54,$108.21,$25.31,$108.21,$25.31,$87.26,$85.00,"$1,221.35"
09/05/2025,08/17/2025,08/30/2025,Regular,E107,Margaret Cook,"$2,475.99",$247.60,$136.18,$153.51,$35.90,$153.51,$35.90,$0.00,$0.00,"$1,902.80"
09/05/2025,08/17/2025,08/30/2025,Regular,E108,Sarah Torres,"$1,190.64",$190.50,$65.49,$73.82,$17.26,$73.82,$17.26,$0.00,$85.00,$758.57
09/05/2025,08/17/2025,08/30/2025,Regular,E109,Sarah Foster,"$3,330.14",$399.62,$133.21,$206.47,$48.29,$206.47,$48.29,$166.51,$85.00,"$2,291.04"
09/05/2025,08/17/2025,08/30/2025,Regular,E111,Steven Morgan,"$2,280.54",$319.28,$114.03,$141.39,$33.07,$141.39,$33.07,$114.03,$85.00,"$1,473.74"
09/05/2025,08/17/2025,08/30/2025,Regular,E112,Marcus Cox,"$1,730.10",$173.01,$77.85,$107.27,$25.09,$107.27,$25.09,$0.00,$0.00,"$1,346.88"
09/05/2025,08/17/2025,08/30/2025,Regular,E113,Charles Flores,"$1,640.53",$196.86,$90.23,$101.71,$23.79,$101.71,$23.79,$0.00,$0.00,"$1,227.94"
09/05/2025,08/17/2025,08/30/2025,Regular,E114,Richard Myers,"$1,580.12",$158.01,$63.20,$97.97,$22.91,$97.97,$22.91,$0.00,$140.00,"$1,098.03"
09/19/2025,08/31/2025,09/13/2025,Regular,E101,Deborah Okafor,"$2,885.99",$346.32,$158.73,$178.93,$41.85,$178.93,$41.85,$144.30,$0.00,"$2,015.86"
09/19/2025,08/31/2025,09/13/2025,Regular,E102,Rebecca Garcia,"$2,225.93",$311.63,$111.30,$138.01,$32.28,$138.01,$32.28,$111.30,$85.00,"$1,436.41"
09/19/2025,08/31/2025,09/13/2025,Regular,E103,Kimberly Rogers,"$2,250.57",$315.08,$123.78,$139.54,$32.63,$139.54,$32.63,$112.53,$85.00,"$1,442.01"
09/19/2025,08/31/2025,09/13/2025,Regular,E104,Gary Phillips,"$1,655.87",$264.94,$66.23,$102.66,$24.01,$102.66,$24.01,$0.00,$140.00,"$1,058.03"
09/19/2025,08/31/2025,09/13/2025,Regular,E105,Joshua Morris,"$1,190.03",$190.40,$65.45,$73.78,$17.26,$73.78,$17.26,$35.70,$85.00,$722.44
09/19/2025,08/31/2025,09/13/2025,Regular,E106,Dorothy Howard,"$1,865.41",$149.23,$83.94,$115.66,$27.05,$115.66,$27.05,$93.27,$85.00,"$1,311.26"
09/19/2025,08/31/2025,09/13/2025,Regular,E107,Margaret Cook,"$2,555.10",$255.51,$140.53,$158.42,$37.05,$158.42,$37.05,$0.00,$0.00,"$1,963.59"
09/19/2025,08/31/2025,09/13/2025,Regular,E108,Sarah Torres,"$1,370.09",$219.21,$75.35,$84.95,$19.87,$84.95,$19.87,$0.00,$85.00,$885.71
09/19/2025,08/31/2025,09/13/2025,Regular,E109,Sarah Foster,"$3,250.45",$390.05,$130.02,$201.53,$47.13,$201.53,$47.13,$162.52,$85.00,"$2,234.20"
09/19/2025,08/31/2025,09/13/2025,Regular,E111,Steven Morgan,"$2,280.44",$319.26,$114.02,$141.39,$33.07,$141.39,$33.07,$114.02,$85.00,"$1,473.68"
09/19/2025,08/31/2025,09/13/2025,Regular,E112,Marcus Cox,"$1,910.22",$191.02,$85.96,$118.43,$27.70,$118.43,$27.70,$0.00,$0.00,"$1,487.11"
09/19/2025,08/31/2025,09/13/2025,Regular,E113,Charles Flores,"$1,640.29",$196.83,$90.22,$101.70,$23.78,$101.70,$23.78,$0.00,$0.00,"$1,227.76"
09/19/2025,08/31/2025,09/13/2025,Regular,E114,Richard Myers,"$1,700.09",$170.01,$68.00,$105.41,$24.65,$105.41,$24.65,$0.00,$140.00,"$1,192.02"
10/03/2025,09/14/2025,09/27/2025,Regular,E101,Deborah Okafor,"$2,945.26",$353.43,$161.99,$182.61,$42.71,$182.61,$42.71,$147.26,$0.00,"$2,057.26"
10/03/2025,09/14/2025,09/27/2025,Regular,E102,Rebecca Garcia,"$2,225.26",$311.54,$111.26,$137.97,$32.27,$137.97,$32.27,$111.26,$85.00,"$1,435.96"
10/03/2025,09/14/2025,09/27/2025,Regular,E103,Kimberly Rogers,"$2,250.95",$315.13,$123.80,$139.56,$32.64,$139.56,$32.64,$112.55,$85.00,"$1,442.27"
10/03/2025,09/14/2025,09/27/2025,Regular,E104,Gary Phillips,"$1,715.37",$274.46,$68.61,$106.35,$24.87,$106.35,$24.87,$0.00,$140.00,"$1,101.08"
10/03/2025,09/14/2025,09/27/2025,Regular,E105,Joshua Morris,"$1,370.88",$219.34,$75.40,$84.99,$19.88,$84.99,$19.88,$41.13,$85.00,$845.14
10/03/2025,09/14/2025,09/27/2025,Regular,E106,Dorothy Howard,"$1,705.77",$136.46,$76.76,$105.76,$24.73,$105.76,$24.73,$85.29,$85.00,"$1,191.77"
10/03/2025,09/14/2025,09/27/2025,Regular,E107,Margaret Cook,"$2,515.18",$251.52,$138.33,$155.94,$36.47,$155.94,$36.47,$0.00,$0.00,"$1,932.92"
10/03/2025,09/14/2025,09/27/2025,Regular,E108,Sarah Torres,"$1,250.58",$200.09,$68.78,$77.54,$18.13,$77.54,$18.13,$0.00,$85.00,$801.04
10/03/2025,09/14/2025,09/27/2025,Regular,E109,Sarah Foster,"$3,250.61",$390.07,$130.02,$201.54,$47.13,$201.54,$47.13,$162.53,$85.00,"$2,234.32"
10/03/2025,09/14/2025,09/27/2025,Regular,E111,Steven Morgan,"$2,400.90",$336.13,$120.05,$148.86,$34.81,$148.86,$34.81,$120.05,$85.00,"$1,556.00"
10/03/2025,09/14/2025,09/27/2025,Regular,E112,Marcus Cox,"$1,870.16",$187.02,$84.16,$115.95,$27.12,$115.95,$27.12,$0.00,$0.00,"$1,455.91"
10/03/2025,09/14/2025,09/27/2025,Regular,E113,Charles Flores,"$1,640.26",$196.83,$90.21,$101.70,$23.78,$101.70,$23.78,$0.00,$0.00,"$1,227.74"
10/03/2025,09/14/2025,09/27/2025,Regular,E114,Richard Myers,"$1,700.42",$170.04,$68.02,$105.43,$24.66,$105.43,$24.66,$0.00,$140.00,"$1,192.27"
10/17/2025,09/28/2025,10/11/2025,Regular,E101,Deborah Okafor,"$3,105.37",$372.64,$170.80,$192.53,$45.03,$192.53,$45.03,$155.27,$0.00,"$2,169.10"
10/17/2025,09/28/2025,10/11/2025,Regular,E102,Rebecca Garcia,"$2,305.70",$322.80,$115.28,$142.95,$33.43,$142.95,$33.43,$115.28,$85.00,"$1,490.96"
10/17/2025,09/28/2025,10/11/2025,Regular,E103,Kimberly Rogers,"$2,370.23",$331.83,$130.36,$146.95,$34.37,$146.95,$34.37,$118.51,$85.00,"$1,523.21"
10/17/2025,09/28/2025,10/11/2025,Regular,E104,Gary Phillips,"$1,715.13",$274.42,$68.61,$106.34,$24.87,$106.34,$24.87,$0.00,$140.00,"$1,100.89"
10/17/2025,09/28/2025,10/11/2025,Regular,E105,Joshua Morris,"$1,330.20",$212.83,$73.16,$82.47,$19.29,$82.47,$19.29,$39.91,$85.00,$817.54
10/17/2025,09/28/2025,10/11/2025,Regular,E106,Dorothy Howard,"$1,645.18",$131.61,$74.03,$102.00,$23.86,$102.00,$23.86,$82.26,$85.00,"$1,146.42"
10/17/2025,09/28/2025,10/11/2025,Regular,E107,Margaret Cook,"$2,475.28",$247.53,$136.14,$153.47,$35.89,$153.47,$35.89,$0.00,$0.00,"$1,902.25"
10/17/2025,09/28/2025,10/11/2025,Regular,E108,Sarah Torres,"$1,370.65",$219.30,$75.39,$84.98,$19.87,$84.98,$19.87,$0.00,$85.00,$886.11
10/17/2025,09/28/2025,10/11/2025,Regular,E109,Sarah Foster,"$3,290.30",$394.84,$131.61,$204.00,$47.71,$204.00,$47.71,$164.52,$85.00,"$2,262.62"
10/17/2025,09/28/2025,10/11/2025,Regular,E111,Steven Morgan,"$2,280.37",$319.25,$114.02,$141.38,$33.07,$141.38,$33.07,$114.02,$85.00,"$1,473.63"
10/17/2025,09/28/2025,10/11/2025,Regular,E112,Marcus Cox,"$1,910.53",$191.05,$85.97,$118.45,$27.70,$118.45,$27.70,$0.00,$0.00,"$1,487.36"
10/17/2025,09/28/2025,10/11/2025,Regular,E113,Charles Flores,"$1,640.16",$196.82,$90.21,$101.69,$23.78,$101.69,$23.78,$0.00,$0.00,"$1,227.66"
10/17/2025,09/28/2025,10/11/2025,Regular,E114,Richard Myers,"$1,580.50",$158.05,$63.22,$97.99,$22.92,$97.99,$22.92,$0.00,$140.00,"$1,098.32"
10/31/2025,10/12/2025,10/25/2025,Regular,E101,Deborah Okafor,"$2,945.89",$353.51,$162.02,$182.65,$42.72,$182.65,$42.72,$147.29,$0.00,"$2,057.70"
10/31/2025,10/12/2025,10/25/2025,Regular,E102,Rebecca Garcia,"$2,225.16",$311.52,$111.26,$137.96,$32.26,$137.96,$32.26,$111.26,$85.00,"$1,435.90"
10/31/2025,10/12/2025,10/25/2025,Regular,E103,Kimberly Rogers,"$2,190.38",$306.65,$120.47,$135.80,$31.76,$135.80,$31.76,$109.52,$85.00,"$1,401.18"
10/31/2025,10/12/2025,10/25/2025,Regular,E104,Gary Phillips,"$1,655.94",$264.95,$66.24,$102.67,$24.01,$102.67,$24.01,$0.00,$140.00,"$1,058.07"
10/31/2025,10/12/2025,10/25/2025,Regular,E105,Joshua Morris,"$1,250.75",$200.12,$68.79,$77.55,$18.14,$77.55,$18.14,$37.52,$85.00,$763.63
10/31/2025,10/12/2025,10/25/2025,Regular,E106,Dorothy Howard,"$1,645.38",$131.63,$74.04,$102.01,$23.86,$102.01,$23.86,$82.27,$85.00,"$1,146.57"
10/31/2025,10/12/2025,10/25/2025,Regular,E107,Margaret Cook,"$2,595.10",$259.51,$142.73,$160.90,$37.63,$160.90,$37.63,$0.00,$0.00,"$1,994.33"
10/31/2025,10/12/2025,10/25/2025,Regular,E108,Sarah Torres,"$1,290.56",$206.49,$70.98,$80.01,$18.71,$80.01,$18.71,$0.00,$85.00,$829.37
10/31/2025,10/12/2025,10/25/2025,Regular,E109,Sarah Foster,"$3,370.81",$404.50,$134.83,$208.99,$48.88,$208.99,$48.88,$168.54,$85.00,"$2,320.07"
