Gift ID,Donor ID,Donor Name,Gift Date,Amount,Gift Type,Campaign,Status,Notes
G-50299,D-10232,Kenneth Osei,03/05/2025,"5,735.00",PayPal,Year-End Appeal,Posted,
G-50300,D-10224,GEORGE HERNANDEZ,03/08/2025,33.00,Check,Gala,Posted,
G-50301,D-10003,Jessica Murphy,03/09/2025,72.00,ACH,Monthly Guardians,Posted,
G-50302,D-10084,Barbara Mensah,03/10/2025,149.00,Check,Kitten Season,Posted,
G-50303,D-10104,A. Turner,03/10/2025,119.00,PayPal,Kitten Season,Posted,
G-50304,D-10238,Ashley Lewis,03/10/2025,224.00,ACH,Gala,Posted,
G-50305,D-10241,Ashgrove Veterinary Partners,03/10/2025,"2,344.00",Check,General,Posted,
G-50306,D-10138,Angela Jones,03/11/2025,140.00,ACH,General,Posted,
G-50307,D-10248,Tamarack Brewing,03/13/2025,"11,707.00",Check,Spring Appeal,Posted,
G-50308,D-10121,Rahul Kelly,03/14/2025,559.00,Check,Monthly Guardians,Posted,
G-50309,D-10074,DOROTHY TURNER,03/15/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50310,D-10045,M. Lopez,03/18/2025,208.00,Credit card,Monthly Guardians,Posted,
G-50311,D-10055,Ronald Chavez,03/18/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50312,D-10038,Amara Jones,03/19/2025,201.00,Credit card,Year-End Appeal,Posted,
G-50313,D-10215,Ryan Anderson,03/19/2025,182.00,ACH,General,Posted,
G-50314,D-10195,Amara Turner,03/20/2025,50.00,Credit card,Monthly Guardians,Posted,
G-50315,D-10016,A. Johnson,03/21/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50316,D-10095,Christopher Allen,03/21/2025,563.00,Credit card,Year-End Appeal,Posted,
G-50317,D-10128,Elizabeth Flores,03/22/2025,210.00,Credit card,Spring Appeal,Posted,
G-50318,D-10012,Sandra Ramos,03/25/2025,100.00,PayPal,General,Posted,
G-50319,D-10079,Ryan Kim,03/25/2025,184.00,Credit card,Year-End Appeal,Posted,
G-50320,D-10174,Priya Tanaka,03/25/2025,786.00,Credit card,Gala,Posted,
G-50321,D-10021,Jeffrey Murphy,03/28/2025,521.00,PayPal,Kitten Season,Posted,
G-50322,D-10091,Paul Anderson,03/30/2025,118.00,Credit card,General,Posted,
G-50323,D-10236,Omar Howard,03/30/2025,79.00,Credit card,Gala,Posted,
G-50324,D-10121,"Kelly, Rahul",03/31/2025,(112.00),Refund,Kitten Season,Posted,Refund of G-50308
G-50325,D-10167,Nicholas Allen,04/01/2025,244.00,ACH,Monthly Guardians,Posted,
G-50326,D-10025,Ryan Nguyen,04/04/2025,50.00,PayPal,Spring Appeal,Posted,
G-50327,D-10027,Wei Chavez,04/06/2025,50.00,Credit card,Gala,Posted,
G-50328,D-10002,David Allen,04/07/2025,80.00,Credit card,Spring Appeal,Posted,
G-50329,D-10115,Anna Lewis,04/07/2025,181.00,Credit card,Kitten Season,Posted,
G-50330,D-10165,M. Wright,04/07/2025,96.00,PayPal,Gala,Posted,
G-50331,D-10073,Edward Morales,04/11/2025,40.00,Check,Spring Appeal,Posted,
G-50332,D-10170,Donna Walker,04/13/2025,136.00,Credit card,Monthly Guardians,Posted,
G-50333,D-10156,Richard Carter,04/14/2025,113.00,Credit card,Monthly Guardians,Refunded,
G-50334,D-10074,Dorothy Turner,04/15/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50335,D-10136,Lisa Lindqvist,04/15/2025,207.00,Credit card,Spring Appeal,Posted,
G-50336,D-10013,Susan Green,04/16/2025,70.00,Credit card,Kitten Season,Posted,
G-50337,D-10056,Lisa Perez,04/17/2025,98.00,PayPal,Year-End Appeal,Posted,
G-50338,D-10055,"Chavez, Ronald",04/18/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50339,D-10195,Amara Turner,04/20/2025,50.00,Credit card,Monthly Guardians,Posted,
G-50340,D-10222,"Flores, Anthony",04/20/2025,153.00,Check,Monthly Guardians,Posted,
G-50341,D-10016,A. Johnson,04/21/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50342,D-10177,Elizabeth Carter,04/22/2025,133.00,Check,Kitten Season,Posted,
G-50343,D-10125,Joshua Taylor,04/23/2025,814.00,Credit card,Monthly Guardians,Posted,
G-50344,D-10241,Ashgrove Veterinary Partners,04/23/2025,"7,499.00",Stock,Monthly Guardians,Posted,
G-50345,D-10015,PATRICIA WOOD,04/24/2025,204.00,Credit card,Year-End Appeal,Posted,
G-50346,D-10043,L. Lindqvist,04/26/2025,42.00,Check,Spring Appeal,Posted,
G-50347,D-10173,S. Howard,04/27/2025,"1,277.00",Credit card,Kitten Season,Posted,
G-50348,D-10183,William Wright,04/27/2025,64.00,Credit card,Spring Appeal,Posted,
G-50349,D-10086,Steven Jones,04/30/2025,95.00,Credit card,Gala,Posted,
G-50350,D-10118,Laura Lewis,05/01/2025,35.00,ACH,Year-End Appeal,Posted,
G-50351,D-10168,Melissa Baker,05/01/2025,216.00,Check,Spring Appeal,Posted,
G-50352,D-10244,Kessler Charitable Trust,05/01/2025,"4,631.00",Check,Spring Appeal,Posted,
G-50353,D-10035,Joshua Torres,05/06/2025,27.00,ACH,Year-End Appeal,Posted,
G-50354,D-10167,N. Allen,05/06/2025,"1,858.00",Stock,Kitten Season,Posted,
G-50355,D-10187,Emily Wilson,05/06/2025,178.00,Check,Year-End Appeal,Posted,
G-50356,D-10187,Emily Wilson,05/08/2025,"5,021.00",DAF grant,Kitten Season,Posted,
G-50357,D-10080,Patricia Mensah,05/10/2025,"1,425.00",Stock,General,Posted,
G-50358,D-10242,Halvorsen Foundation,05/10/2025,"1,140.00",Credit card,Kitten Season,Posted,
G-50359,D-10062,Dorothy Collins,05/12/2025,"3,639.00",Credit card,Spring Appeal,Posted,
G-50360,D-10168,Melissa Baker,05/12/2025,245.00,Check,Year-End Appeal,Posted,
G-50361,D-10009,Ingrid Okafor,05/13/2025,"1,434.00",Credit card,Spring Appeal,Posted,
G-50362,D-10079,Ryan Kim,05/13/2025,60.00,ACH,Gala,Posted,
G-50363,D-10131,Carlos Allen,05/13/2025,159.00,Credit card,Spring Appeal,Posted,
G-50364,D-10190,"Johnson, Chloe",05/13/2025,88.00,PayPal,General,Posted,
G-50365,D-10074,Dorothy Turner,05/15/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50366,D-10067,Eric Lindqvist,05/16/2025,"1,365.00",Stock,Gala,Posted,
G-50367,D-10055,Ronald Chavez,05/18/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50368,D-10172,DANA MORALES,05/20/2025,999.00,In-kind,General,Posted,Veterinary supplies
G-50369,D-10195,AMARA TURNER,05/20/2025,50.00,Credit card,Monthly Guardians,Posted,
G-50370,D-10016,Anna Johnson,05/21/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50371,D-10089,L. Johnson,05/22/2025,111.00,PayPal,Monthly Guardians,Posted,
G-50372,D-10009,I. Okafor,05/26/2025,43.00,Credit card,Monthly Guardians,Posted,
G-50373,D-10124,Linda Long,05/27/2025,339.00,Credit card,Spring Appeal,Posted,
G-50374,D-10198,Nadia Walker,05/27/2025,238.00,Credit card,Gala,Posted,
G-50375,D-10009,Ingrid Okafor,05/28/2025,"5,296.00",DAF grant,Gala,Posted,
G-50376,D-10091,Paul Anderson,05/29/2025,29.00,Check,Kitten Season,Posted,
G-50377,D-10030,Donna Thomas,05/30/2025,117.00,ACH,Gala,Posted,
G-50378,D-10192,"Osei, Joseph",06/01/2025,166.00,Check,Gala,Posted,
G-50379,D-10022,Priya Robinson,06/02/2025,167.00,Credit card,General,Posted,
G-50380,D-10116,Kwame Mensah,06/07/2025,"4,293.00",Stock,General,Posted,
G-50381,D-10044,Rahul Long,06/09/2025,400.00,Credit card,General,Posted,
G-50382,D-10247,Northgate Savings,06/09/2025,"2,022.00",Credit card,Monthly Guardians,Posted,
G-50383,D-10188,Jennifer Nguyen,06/10/2025,111.00,ACH,Kitten Season,Posted,
G-50384,D-10121,Rahul Kelly,06/14/2025,241.00,Credit card,General,Posted,
G-50385,D-10074,Dorothy Turner,06/15/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50386,D-10109,Robert Lewis,06/16/2025,104.00,Credit card,Spring Appeal,Posted,
G-50387,D-10162,Jennifer Hernandez,06/16/2025,238.00,ACH,Gala,Posted,
G-50388,D-10022,Priya Robinson,06/17/2025,129.00,ACH,Spring Appeal,Posted,
G-50389,D-10188,JENNIFER NGUYEN,06/17/2025,(22.00),Refund,Year-End Appeal,Posted,Refund of G-50383
G-50390,D-10055,Ronald Chavez,06/18/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50391,D-10139,Timothy Sanchez,06/18/2025,"4,487.00",Credit card,Spring Appeal,Posted,
G-50392,D-10244,Kessler Charitable Trust,06/19/2025,"6,895.00",Stock,Kitten Season,Posted,
G-50393,D-10046,Jeffrey Bennett,06/20/2025,194.00,Credit card,Year-End Appeal,Posted,
G-50394,D-10195,AMARA TURNER,06/20/2025,50.00,Credit card,Monthly Guardians,Posted,
G-50395,D-10016,Anna Johnson,06/21/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50396,D-10043,Leila Lindqvist,06/22/2025,104.00,PayPal,General,Posted,
G-50397,D-10052,Jennifer Flores,06/22/2025,140.00,Credit card,Gala,Posted,
G-50398,D-10061,Brian Kelly,06/27/2025,220.00,Credit card,General,Posted,
G-50399,D-10091,Paul Anderson,06/27/2025,228.00,Credit card,Year-End Appeal,Posted,
G-50400,D-10217,Sofia Lindqvist,06/27/2025,77.00,Credit card,Monthly Guardians,Posted,
G-50401,D-10117,Tomasz Gutierrez,07/01/2025,207.00,Credit card,Gala,Posted,
G-50402,D-10055,Ronald Chavez,07/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50403,D-10145,Chloe Roberts,07/04/2025,981.00,Credit card,Monthly Guardians,Posted,
G-50404,D-10030,Donna Thomas,07/05/2025,104.00,ACH,Spring Appeal,Posted,
G-50405,D-10075,Brian Smith,07/07/2025,154.00,Check,Monthly Guardians,Posted,
G-50406,D-10202,D. Peterson,07/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50407,D-10030,Donna Thomas,07/08/2025,(21.00),Refund,Spring Appeal,Posted,Refund of G-50404
G-50408,D-10068,"Clark, Wei",07/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50409,D-10074,Dorothy Turner,07/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50410,D-10200,SUSAN PARKER,07/09/2025,137.00,Credit card,Gala,Posted,
G-50411,D-10006,Anthony Gonzalez,07/10/2025,"5,754.00",PayPal,Year-End Appeal,Posted,
G-50412,D-10016,ANNA JOHNSON,07/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50413,D-10012,S. Ramos,07/11/2025,233.00,Credit card,General,Posted,
G-50414,D-10214,Kenneth Kim,07/11/2025,211.00,Credit card,Spring Appeal,Posted,
G-50415,D-10246,Blue Ridge Credit Union,07/12/2025,"1,278.00",Stock,Kitten Season,Posted,
G-50416,D-10087,Rahul Martinez,07/13/2025,"3,319.00",Stock,Spring Appeal,Posted,
G-50417,D-10135,Carlos Collins,07/13/2025,135.00,Credit card,Year-End Appeal,Posted,
G-50418,D-10139,TIMOTHY SANCHEZ,07/13/2025,"(4,487.00)",Chargeback,Gala,Posted,Chargeback of G-50391
G-50419,D-10203,Steven Castillo,07/13/2025,774.00,Check,Gala,Posted,
G-50420,D-10228,M. Baker,07/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50421,D-10142,Rahul Parker,07/14/2025,83.00,ACH,Gala,Posted,
G-50422,D-10195,A. Turner,07/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50423,D-10223,Betty Young,07/14/2025,420.00,Check,General,Posted,
G-50424,D-10218,Anna Hughes,07/16/2025,187.00,Credit card,General,Posted,
G-50425,D-10014,Patricia Williams,07/19/2025,867.00,In-kind,General,Posted,Office laptops (2)
G-50426,D-10232,Kenneth Osei,07/19/2025,88.00,ACH,Gala,Posted,
G-50427,D-10034,C. Harris,07/21/2025,246.00,Credit card,Year-End Appeal,Posted,
G-50428,D-10097,Dmitri Wright,07/21/2025,763.00,Check,Spring Appeal,Posted,
G-50429,D-10213,David Rodriguez,07/22/2025,112.00,Credit card,Year-End Appeal,Posted,
G-50430,D-10212,Kenneth Phillips,07/23/2025,"5,273.00",Credit card,General,Posted,
G-50431,D-10247,Northgate Savings,07/23/2025,"3,911.00",ACH,Monthly Guardians,Posted,
G-50432,D-10222,ANTHONY FLORES,07/24/2025,166.00,PayPal,Monthly Guardians,Posted,
G-50433,D-10012,Sandra Ramos,07/28/2025,114.00,Credit card,Kitten Season,Posted,
G-50434,D-10179,Omar Ramos,07/29/2025,173.00,ACH,General,Posted,
G-50435,D-10069,Jason Davis,07/30/2025,125.00,Credit card,Spring Appeal,Posted,
G-50436,D-10077,Sofia Haddad,08/02/2025,43.00,Check,Gala,Posted,
G-50437,D-10243,Cascade Community Fund,08/02/2025,"1,235.00",DAF grant,Year-End Appeal,Posted,
G-50438,D-10055,Ronald Chavez,08/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50439,D-10177,"Carter, Elizabeth",08/05/2025,240.00,PayPal,Kitten Season,Posted,
G-50440,D-10199,Christopher Ross,08/06/2025,123.00,Credit card,Monthly Guardians,Posted,
G-50441,D-10202,D. Peterson,08/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50442,D-10230,Michelle Garcia,08/07/2025,210.00,Credit card,Spring Appeal,Posted,
G-50443,D-10068,W. Clark,08/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50444,D-10074,Dorothy Turner,08/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50445,D-10016,"Johnson, Anna",08/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50446,D-10232,Kenneth Osei,08/11/2025,45.00,Check,General,Posted,
G-50447,D-10123,Kwame Diaz,08/12/2025,105.00,Credit card,Gala,Posted,
G-50448,D-10204,Kathleen Green,08/12/2025,103.00,Credit card,Year-End Appeal,Posted,
G-50449,D-10228,M. Baker,08/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50450,D-10195,Amara Turner,08/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50451,D-10047,Angela Wilson,08/15/2025,52.00,PayPal,Kitten Season,Posted,
G-50452,D-10087,Rahul Martinez,08/15/2025,53.00,Check,Year-End Appeal,Posted,
G-50453,D-10159,Gary Tanaka,08/16/2025,168.00,ACH,Monthly Guardians,Posted,
G-50454,D-10045,Melissa Lopez,08/17/2025,"5,808.00",Stock,Year-End Appeal,Posted,
G-50455,D-10154,JASON RAMIREZ,08/20/2025,89.00,Credit card,General,Posted,
G-50456,D-10102,Joseph Brown,08/21/2025,991.00,Credit card,Kitten Season,Posted,
G-50457,D-10020,Mark Okafor,08/23/2025,"4,313.00",ACH,General,Posted,
G-50458,D-10206,Aisha Green,08/23/2025,91.00,Check,Monthly Guardians,Posted,
G-50459,D-10057,Nicholas Robinson,08/24/2025,131.00,ACH,Kitten Season,Posted,
G-50460,D-10175,Susan Adams,08/25/2025,"1,283.00",Stock,Year-End Appeal,Posted,
G-50461,D-10008,D. Parker,08/27/2025,46.00,Credit card,General,Posted,
G-50462,D-10183,William Wright,08/28/2025,201.00,Check,Gala,Posted,
G-50463,D-10098,Mateo Castillo,08/29/2025,79.00,Credit card,General,Posted,
G-50464,D-10015,"Wood, Patricia",08/30/2025,146.00,Check,Spring Appeal,Posted,
G-50465,D-10082,Daniel Peterson,09/01/2025,78.00,ACH,Kitten Season,Posted,
G-50466,D-10055,Ronald Chavez,09/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50467,D-10144,"Wilson, Amy",09/05/2025,239.00,Credit card,Year-End Appeal,Posted,
G-50468,D-10194,Donald Haddad,09/06/2025,202.00,Credit card,Monthly Guardians,Posted,
G-50469,D-10117,Tomasz Gutierrez,09/07/2025,"2,037.00",Check,Monthly Guardians,Posted,
G-50470,D-10189,Mary Ward,09/07/2025,137.00,ACH,Monthly Guardians,Posted,
G-50471,D-10202,Donna Peterson,09/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50472,D-10068,"Clark, Wei",09/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50473,D-10074,Dorothy Turner,09/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50474,D-10231,Carol White,09/08/2025,178.00,Credit card,General,Posted,
G-50475,D-10016,Anna Johnson,09/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50476,D-10228,Mateo Baker,09/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50477,D-10134,Amara Ramirez,09/14/2025,230.00,ACH,Spring Appeal,Posted,
G-50478,D-10195,"Turner, Amara",09/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50479,D-10079,RYAN KIM,09/16/2025,77.00,Credit card,General,Posted,
G-50480,D-10203,Steven Castillo,09/18/2025,139.00,Credit card,Spring Appeal,Posted,
G-50481,D-10150,Robert Lee,09/21/2025,30.00,Credit card,Kitten Season,Posted,
G-50482,D-10128,Elizabeth Flores,09/22/2025,205.00,ACH,Spring Appeal,Posted,
G-50483,D-10129,Joshua Ross,09/22/2025,106.00,ACH,Year-End Appeal,Posted,
G-50484,D-10189,Mary Ward,09/22/2025,(27.00),Refund,Monthly Guardians,Posted,Refund of G-50470
G-50485,D-10044,Rahul Long,09/23/2025,"1,487.00",DAF grant,Monthly Guardians,Posted,
G-50486,D-10114,R. Diaz,09/23/2025,112.00,ACH,Kitten Season,Posted,
G-50487,D-10140,Brian Gonzalez,09/24/2025,212.00,PayPal,General,Posted,
G-50488,D-10035,Joshua Torres,09/30/2025,46.00,Credit card,Year-End Appeal,Posted,
G-50489,D-10176,Jennifer Evans,09/30/2025,100.00,Check,Gala,Posted,
G-50490,D-10203,Steven Castillo,09/30/2025,67.00,ACH,Monthly Guardians,Posted,
G-50491,D-10055,Ronald Chavez,10/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50492,D-10094,David Perez,10/06/2025,"1,243.00",Credit card,Year-End Appeal,Posted,
G-50493,D-10202,Donna Peterson,10/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50494,D-10223,BETTY YOUNG,10/07/2025,174.00,Credit card,Year-End Appeal,Posted,
G-50495,D-10068,Wei Clark,10/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50496,D-10074,Dorothy Turner,10/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50497,D-10189,Mary Ward,10/09/2025,246.00,PayPal,Year-End Appeal,Refunded,
G-50498,D-10016,Anna Johnson,10/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50499,D-10102,Joseph Brown,10/10/2025,"5,059.00",Credit card,Monthly Guardians,Posted,
G-50500,D-10060,S. Rogers,10/11/2025,187.00,ACH,Monthly Guardians,Posted,
G-50501,D-10040,Stephanie Turner,10/12/2025,106.00,Check,Kitten Season,Posted,
G-50502,D-10228,Mateo Baker,10/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50503,D-10195,Amara Turner,10/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50504,D-10163,Sarah Perez,10/16/2025,93.00,Credit card,Spring Appeal,Posted,
G-50505,D-10244,Kessler Charitable Trust,10/16/2025,"10,869.00",ACH,Year-End Appeal,Posted,
G-50506,D-10198,Nadia Walker,10/17/2025,208.00,Credit card,Kitten Season,Posted,
G-50507,D-10005,Aisha Carter,10/18/2025,80.00,Credit card,Gala,Posted,
G-50508,D-10144,Amy Wilson,10/19/2025,181.00,PayPal,Monthly Guardians,Posted,
G-50509,D-10042,GEORGE PETERSON,10/20/2025,214.00,Credit card,Monthly Guardians,Posted,
G-50510,D-10058,"Tanaka, Mary",10/20/2025,199.00,Credit card,Year-End Appeal,Posted,
G-50511,D-10021,Jeffrey Murphy,10/22/2025,214.00,Check,Year-End Appeal,Posted,
G-50512,D-10175,Susan Adams,10/23/2025,"1,293.00",Check,General,Posted,
G-50513,D-10182,MARK REED,10/27/2025,227.00,Credit card,Kitten Season,Posted,
G-50514,D-10190,Chloe Johnson,10/27/2025,124.00,Credit card,Monthly Guardians,Posted,
G-50515,D-10241,Ashgrove Veterinary Partners,10/28/2025,"32,761.00",In-kind,General,Posted,Donated cargo van (fair market value)
G-50516,D-10242,Halvorsen Foundation,10/28/2025,"8,026.00",Credit card,Year-End Appeal,Posted,
G-50517,D-10021,Jeffrey Murphy,10/29/2025,136.00,Credit card,Monthly Guardians,Posted,
G-50518,D-10112,"Edwards, Christopher",10/31/2025,151.00,Credit card,Spring Appeal,Posted,
G-50519,D-10200,Susan Parker,11/02/2025,230.00,Check,General,Posted,
G-50520,D-10248,Tamarack Brewing,11/02/2025,"3,571.00",DAF grant,Spring Appeal,Posted,
G-50521,D-10055,Ronald Chavez,11/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50522,D-10082,Daniel Peterson,11/04/2025,110.00,Credit card,Spring Appeal,Posted,
G-50523,D-10204,Kathleen Green,11/04/2025,164.00,ACH,General,Posted,
G-50524,D-10163,Sarah Perez,11/06/2025,200.00,PayPal,Kitten Season,Posted,
G-50525,D-10202,Donna Peterson,11/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50526,D-10068,Wei Clark,11/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50527,D-10074,Dorothy Turner,11/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50528,D-10080,Patricia Mensah,11/09/2025,131.00,PayPal,General,Posted,
G-50529,D-10210,LUIS GREEN,11/09/2025,138.00,Credit card,Kitten Season,Posted,
G-50530,D-10016,Anna Johnson,11/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50531,D-10180,Timothy Martinez,11/10/2025,61.00,Check,General,Posted,
G-50532,D-10226,Laura Lopez,11/11/2025,245.00,Credit card,General,Posted,
G-50533,D-10199,C. Ross,11/12/2025,200.00,PayPal,General,Posted,
G-50534,D-10228,Mateo Baker,11/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50535,D-10195,Amara Turner,11/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50536,D-10061,Brian Kelly,11/15/2025,116.00,Credit card,Spring Appeal,Posted,
G-50537,D-10135,Carlos Collins,11/17/2025,60.00,Check,Kitten Season,Posted,
G-50538,D-10113,Marcus Cook,11/20/2025,"1,499.00",PayPal,Year-End Appeal,Posted,
G-50539,D-10224,George Hernandez,11/20/2025,225.00,Check,Monthly Guardians,Posted,
G-50540,D-10123,Kwame Diaz,11/21/2025,"1,842.00",Check,Monthly Guardians,Posted,
G-50541,D-10189,Mary Ward,11/21/2025,152.00,PayPal,Gala,Posted,
G-50542,D-10219,"Bennett, Jacob",11/21/2025,"1,495.00",In-kind,General,Posted,Veterinary supplies
G-50543,D-10060,Stephanie Rogers,11/22/2025,146.00,Credit card,General,Posted,
G-50544,D-10011,L. Wright,11/24/2025,236.00,Credit card,Gala,Posted,
G-50545,D-10129,"Ross, Joshua",11/25/2025,137.00,Credit card,Gala,Posted,
G-50546,D-10145,Chloe Roberts,12/01/2025,204.00,PayPal,General,Posted,
G-50547,D-10015,Patricia Wood,12/03/2025,568.00,Credit card,Spring Appeal,Posted,
G-50548,D-10054,Amara Howard,12/03/2025,180.00,Credit card,Kitten Season,Posted,
G-50549,D-10055,Ronald Chavez,12/03/2025,15.00,Credit card,Monthly Guardians,Posted,
G-50550,D-10229,Sandra Roberts,12/03/2025,149.00,ACH,General,Posted,
G-50551,D-10151,Betty Adams,12/04/2025,164.00,Credit card,Year-End Appeal,Posted,
G-50552,D-10073,Edward Morales,12/05/2025,128.00,Credit card,Kitten Season,Posted,
G-50553,D-10139,Timothy Sanchez,12/06/2025,"1,255.00",Credit card,Monthly Guardians,Posted,
G-50554,D-10175,SUSAN ADAMS,12/06/2025,"2,515.00",PayPal,Year-End Appeal,Posted,
G-50555,D-10202,Donna Peterson,12/07/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50556,D-10240,Stephanie Martinez,12/07/2025,"1,548.00",In-kind,General,Posted,Veterinary supplies
G-50557,D-10068,Wei Clark,12/08/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50558,D-10074,Dorothy Turner,12/08/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50559,D-10119,Shirley Wood,12/09/2025,"1,015.00",Credit card,Gala,Posted,
G-50560,D-10016,Anna Johnson,12/10/2025,35.00,Credit card,Monthly Guardians,Posted,
G-50561,D-10224,George Hernandez,12/11/2025,"2,149.00",DAF grant,Gala,Posted,
G-50562,D-10159,"Tanaka, Gary",12/12/2025,957.00,ACH,Kitten Season,Posted,
G-50563,D-10192,JOSEPH OSEI,12/12/2025,97.00,Credit card,Monthly Guardians,Posted,
G-50564,D-10242,Halvorsen Foundation,12/12/2025,"35,000.00",ACH,General,Refunded,Returned at donor's request - grant terms not met
G-50565,D-10228,Mateo Baker,12/13/2025,25.00,Credit card,Monthly Guardians,Posted,
G-50566,D-10195,Amara Turner,12/14/2025,20.00,Credit card,Monthly Guardians,Posted,
G-50567,D-10133,Wei Jones,12/16/2025,86.00,Credit card,Year-End Appeal,Posted,
G-50568,D-10021,Jeffrey Murphy,12/17/2025,148.00,Check,Kitten Season,Posted,
G-50569,D-10142,Rahul Parker,12/19/2025,214.00,PayPal,General,Posted,
G-50570,D-10031,Kevin Patel,12/20/2025,124.00,Credit card,Kitten Season,Posted,
G-50571,D-10132,Thomas Johnson,12/20/2025,"5,067.00",DAF grant,Year-End Appeal,Posted,
G-50572,D-10134,AMARA RAMIREZ,12/22/2025,116.00,Credit card,Kitten Season,Posted,
G-50573,D-10244,Kessler Charitable Trust,12/24/2025,"4,039.00",PayPal,Gala,Posted,
G-50574,D-10006,Anthony Gonzalez,12/26/2025,54.00,Credit card,Year-End Appeal,Posted,
G-50575,D-10178,Charles Taylor,12/28/2025,54.00,Credit card,Year-End Appeal,Posted,
G-50576,D-10187,Emily Wilson,12/30/2025,28.00,Credit card,Kitten Season,Posted,
G-50577,D-10215,Ryan Anderson,12/30/2025,172.00,ACH,General,Posted,
G-50578,D-10091,Paul Anderson,01/01/2026,45.00,Credit card,General,Posted,
G-50579,D-10055,Ronald Chavez,01/03/2026,15.00,Credit card,Monthly Guardians,Posted,
G-50580,D-10152,"Haddad, Carlos",01/05/2026,"2,641.00",PayPal,Monthly Guardians,Posted,
G-50581,D-10202,Donna Peterson,01/07/2026,20.00,Credit card,Monthly Guardians,Posted,
G-50582,D-10027,Wei Chavez,01/08/2026,408.00,Credit card,General,Posted,
G-50583,D-10068,"Clark, Wei",01/08/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50584,D-10072,B. Cook,01/08/2026,"2,184.00",In-kind,General,Posted,Kennel panels
G-50585,D-10074,Dorothy Turner,01/08/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50586,D-10222,Anthony Flores,01/08/2026,85.00,Check,General,Posted,
G-50587,D-10016,Anna Johnson,01/10/2026,35.00,Credit card,Monthly Guardians,Posted,
G-50588,D-10211,Laura Gomez,01/10/2026,143.00,PayPal,Gala,Posted,
G-50589,D-10023,Brian Robinson,01/12/2026,382.00,Credit card,Spring Appeal,Posted,
G-50590,D-10131,Carlos Allen,01/12/2026,"1,109.00",Credit card,Year-End Appeal,Posted,
G-50591,D-10228,Mateo Baker,01/13/2026,25.00,Credit card,Monthly Guardians,Posted,
G-50592,D-10121,RAHUL KELLY,01/14/2026,119.00,Credit card,Monthly Guardians,Posted,
G-50593,D-10127,Michelle Martinez,01/14/2026,50.00,ACH,Kitten Season,Posted,
G-50594,D-10195,Amara Turner,01/14/2026,20.00,Credit card,Monthly Guardians,Posted,
