Kinjo Ramen - Closed checks with tips
Export window: 08/10/2026 12:00 AM - 08/17/2026 03:00 AM
Check #,Closed date,Closed time,Server,Tender,Check total,Tip,Status
40554,08/13/2026,9:25 PM,Aisha Carter,Discover,52.13,9.05,Closed
40511,08/13/2026,9:26 PM,Anthony Gonzalez,Amex,20.80,4.18,Closed
40557,08/13/2026,9:26 PM,Gary Brown,Apple Pay,108.46,25.59,Closed
40546,08/13/2026,9:31 PM,Gary Brown,Cash,148.26,0.00,Closed
40562,08/13/2026,9:40 PM,Gary Brown,Cash,81.49,0.00,Closed
40512,08/13/2026,9:45 PM,Aisha Carter,Mastercard,134.55,27.78,Closed
40532,08/13/2026,9:47 PM,Sarah Reed,Amex,23.93,4.34,Closed
40525,08/13/2026,9:58 PM,Anthony Gonzalez,Apple Pay,101.67,23.15,Closed
40553,08/13/2026,9:59 PM,Deborah Parker,Apple Pay,56.33,11.77,Closed
40558,08/13/2026,10:08 PM,Deborah Parker,Amex,156.06,32.99,Closed
40514,08/13/2026,10:18 PM,Aisha Carter,Amex,59.59,13.53,Closed
40556,08/13/2026,10:21 PM,David Allen,Apple Pay,104.87,20.15,Closed
40544,08/13/2026,10:32 PM,Anthony Gonzalez,Cash,58.56,0.00,Closed
40536,08/13/2026,10:42 PM,Gary Brown,Visa,123.80,28.69,Closed
40531,08/13/2026,10:58 PM,Sarah Reed,Visa,155.29,35.73,Closed
40542,08/13/2026,11:01 PM,Deborah Parker,Discover,161.19,31.16,Closed
40543,08/13/2026,11:02 PM,Laura Stewart,Cash,57.79,0.00,Closed
40547,08/13/2026,11:07 PM,Deborah Parker,Discover,99.45,19.95,Closed
40540,08/13/2026,11:13 PM,Gary Brown,Amex,110.65,23.32,Closed
40586,08/14/2026,11:36 AM,Deborah Parker,Discover,152.81,34.90,Closed
40587,08/14/2026,11:44 AM,Jessica Murphy,Cash,89.10,0.00,Closed
40593,08/14/2026,11:53 AM,Jessica Murphy,Cash,88.66,0.00,Closed
40571,08/14/2026,11:55 AM,David Allen,Mastercard,118.10,24.62,Closed
40570,08/14/2026,11:58 AM,Anthony Gonzalez,Cash,70.34,0.00,Closed
40572,08/14/2026,11:59 AM,Laura Stewart,Discover,34.94,5.72,Closed
40591,08/14/2026,12:13 PM,Aisha Carter,Cash,49.77,0.00,Closed
40594,08/14/2026,12:45 PM,Laura Stewart,Amex,117.40,17.83,Closed
40588,08/14/2026,12:49 PM,Jessica Murphy,Mastercard,33.27,7.36,Closed
40573,08/14/2026,12:55 PM,Anthony Gonzalez,Amex,109.78,20.30,Closed
40582,08/14/2026,1:07 PM,Deborah Parker,Amex,22.86,5.24,Closed
40576,08/14/2026,1:17 PM,Anthony Gonzalez,Apple Pay,35.28,8.45,Closed
40597,08/14/2026,1:20 PM,Deborah Parker,Mastercard,110.53,17.95,Closed
40577,08/14/2026,1:26 PM,David Allen,Amex,128.89,23.04,Closed
40580,08/14/2026,1:37 PM,David Allen,Mastercard,50.79,9.09,Closed
40592,08/14/2026,1:37 PM,Jessica Murphy,Mastercard,44.29,8.98,Closed
40578,08/14/2026,1:51 PM,Laura Stewart,Discover,148.91,33.38,Closed
40581,08/14/2026,1:58 PM,Deborah Parker,Cash,142.47,0.00,Closed
40585,08/14/2026,2:06 PM,Anthony Gonzalez,Apple Pay,75.37,12.81,Closed
40596,08/14/2026,2:06 PM,Laura Stewart,Cash,32.70,0.00,Closed
40584,08/14/2026,2:18 PM,Gary Brown,Mastercard,81.00,0.00,Closed
40574,08/14/2026,2:23 PM,Jessica Murphy,Amex,90.96,16.81,Closed
40595,08/14/2026,2:39 PM,Jessica Murphy,Discover,46.53,7.12,Closed
40589,08/14/2026,2:49 PM,Sarah Reed,Mastercard,47.39,8.50,Closed
40575,08/14/2026,2:57 PM,Jessica Murphy,Visa,141.37,26.88,Closed
40569,08/14/2026,3:01 PM,David Allen,Apple Pay,87.99,16.98,Closed
40583,08/14/2026,3:03 PM,Deborah Parker,Amex,84.98,15.15,Closed
40590,08/14/2026,3:03 PM,Jessica Murphy,Apple Pay,122.49,28.76,Closed
40579,08/14/2026,3:12 PM,Aisha Carter,Cash,53.73,0.00,Closed
40568,08/14/2026,3:18 PM,Anthony Gonzalez,Apple Pay,85.07,15.83,Closed
40661,08/14/2026,5:10 PM,Deborah Parker,Discover,116.46,18.62,Closed
40626,08/14/2026,5:16 PM,Jessica Murphy,Visa,110.68,22.63,Closed
40610,08/14/2026,5:17 PM,Gary Brown,Discover,95.39,21.15,Closed
40600,08/14/2026,5:26 PM,Deborah Parker,Mastercard,61.74,9.85,Closed
40605,08/14/2026,5:32 PM,Deborah Parker,Apple Pay,46.23,0.00,Closed
40598,08/14/2026,5:38 PM,Jessica Murphy,Apple Pay,80.85,13.56,Closed
40625,08/14/2026,5:38 PM,Anthony Gonzalez,Visa,146.61,31.56,Closed
40660,08/14/2026,5:40 PM,Jessica Murphy,Visa,29.54,6.33,Closed
40630,08/14/2026,5:50 PM,David Allen,Apple Pay,100.52,20.64,Closed
40623,08/14/2026,5:59 PM,Aisha Carter,Discover,100.22,19.05,Closed
40601,08/14/2026,6:01 PM,Gary Brown,Visa,160.05,37.41,Closed
40665,08/14/2026,6:01 PM,Aisha Carter,Cash,49.63,0.00,Closed
40622,08/14/2026,6:04 PM,Jessica Murphy,Amex,153.50,30.50,Closed
40666,08/14/2026,6:14 PM,Jessica Murphy,Visa,120.10,25.89,Closed
40658,08/14/2026,6:26 PM,Laura Stewart,Discover,24.33,5.18,Closed
40642,08/14/2026,6:36 PM,Anthony Gonzalez,Apple Pay,99.34,20.49,Closed
40615,08/14/2026,6:45 PM,Laura Stewart,Apple Pay,36.20,7.10,Closed
40638,08/14/2026,6:51 PM,Laura Stewart,Cash,148.78,0.00,Closed
40659,08/14/2026,6:57 PM,David Allen,Apple Pay,136.19,28.42,Closed
40656,08/14/2026,7:02 PM,Gary Brown,Mastercard,42.17,7.84,Closed
40649,08/14/2026,7:04 PM,Gary Brown,Cash,101.45,0.00,Closed
40616,08/14/2026,7:05 PM,Jessica Murphy,Apple Pay,32.98,6.22,Closed
40604,08/14/2026,7:07 PM,Gary Brown,Discover,21.41,4.40,Closed
40631,08/14/2026,7:12 PM,Sarah Reed,Amex,29.39,7.03,Closed
40654,08/14/2026,7:12 PM,Sarah Reed,Mastercard,121.93,29.18,Closed
40645,08/14/2026,7:20 PM,Gary Brown,Visa,101.34,23.81,Closed
40618,08/14/2026,7:22 PM,Deborah Parker,Discover,160.41,24.85,Closed
40606,08/14/2026,7:27 PM,Aisha Carter,Cash,86.06,0.00,Closed
40632,08/14/2026,7:29 PM,Sarah Reed,Discover,156.19,24.38,Closed
40663,08/14/2026,7:32 PM,Anthony Gonzalez,Cash,25.78,0.00,Closed
40644,08/14/2026,7:34 PM,Jessica Murphy,Visa,81.67,14.25,Closed
40668,08/14/2026,7:49 PM,Sarah Reed,Cash,112.48,0.00,Closed
40655,08/14/2026,7:50 PM,Jessica Murphy,Visa,134.97,23.32,Closed
40624,08/14/2026,7:51 PM,Deborah Parker,Visa,106.79,23.42,Closed
40653,08/14/2026,7:52 PM,Sarah Reed,Amex,158.28,27.30,Closed
40613,08/14/2026,8:19 PM,Jessica Murphy,Amex,96.24,15.02,Closed
40648,08/14/2026,8:19 PM,David Allen,Mastercard,22.56,4.52,Closed
40603,08/14/2026,8:21 PM,Gary Brown,Apple Pay,85.40,14.31,Closed
40620,08/14/2026,8:28 PM,Anthony Gonzalez,Discover,142.47,28.55,Closed
40650,08/14/2026,8:35 PM,Deborah Parker,Cash,116.42,0.00,Closed
40643,08/14/2026,8:40 PM,Laura Stewart,Discover,155.16,25.25,Closed
40611,08/14/2026,8:45 PM,Sarah Reed,Apple Pay,33.04,5.34,Closed
40635,08/14/2026,8:53 PM,Jessica Murphy,Mastercard,70.73,15.01,Closed
40651,08/14/2026,8:57 PM,Anthony Gonzalez,Visa,31.72,4.88,Closed
40667,08/14/2026,9:08 PM,Deborah Parker,Visa,46.32,7.21,Closed
40640,08/14/2026,9:17 PM,Anthony Gonzalez,Cash,123.74,0.00,Closed
40634,08/14/2026,9:26 PM,David Allen,Mastercard,42.28,9.93,Closed
40636,08/14/2026,9:31 PM,Aisha Carter,Cash,80.49,0.00,Closed
40646,08/14/2026,9:40 PM,David Allen,Visa,146.13,31.56,Closed
40657,08/14/2026,9:48 PM,Laura Stewart,Apple Pay,148.29,27.40,Closed
40637,08/14/2026,10:18 PM,Sarah Reed,Amex,18.30,3.90,Closed
40641,08/14/2026,10:24 PM,Aisha Carter,Amex,89.45,15.37,Closed
40617,08/14/2026,10:26 PM,Gary Brown,Visa,24.70,5.08,Closed
40621,08/14/2026,10:27 PM,Laura Stewart,Visa,54.15,10.53,Closed
40609,08/14/2026,10:32 PM,Laura Stewart,Mastercard,38.40,7.02,Closed
40607,08/14/2026,10:43 PM,Deborah Parker,Amex,79.33,12.24,Closed
40639,08/14/2026,10:44 PM,Gary Brown,Discover,23.73,5.41,Closed
40628,08/14/2026,10:52 PM,Gary Brown,Visa,25.15,5.60,Closed
40633,08/14/2026,10:52 PM,David Allen,Discover,23.57,4.41,Closed
40599,08/14/2026,10:57 PM,David Allen,Cash,148.60,0.00,Closed
40608,08/14/2026,10:57 PM,Jessica Murphy,Visa,103.71,23.41,Closed
40627,08/14/2026,10:57 PM,David Allen,Discover,111.85,21.79,Closed
40614,08/14/2026,11:02 PM,Deborah Parker,Cash,78.50,0.00,Closed
40612,08/14/2026,11:06 PM,Aisha Carter,Apple Pay,82.48,14.17,Closed
40619,08/14/2026,11:06 PM,Sarah Reed,Apple Pay,89.75,16.06,Closed
40602,08/14/2026,11:08 PM,Gary Brown,Amex,124.81,22.89,Closed
40652,08/15/2026,12:04 AM,David Allen,Amex,113.79,21.89,Closed
40662,08/15/2026,12:21 AM,Sarah Reed,Amex,53.09,9.23,Closed
40647,08/15/2026,12:25 AM,Anthony Gonzalez,Visa,92.41,20.54,Closed
40664,08/15/2026,12:30 AM,Aisha Carter,Amex,24.94,4.42,Closed
40629,08/15/2026,12:35 AM,David Allen,Mastercard,67.98,11.12,Closed
40697,08/15/2026,11:24 AM,Aisha Carter,Cash,63.67,0.00,Closed
40673,08/15/2026,11:33 AM,Anthony Gonzalez,Mastercard,156.64,24.07,Closed
40675,08/15/2026,11:36 AM,Jessica Murphy,Mastercard,148.78,29.63,Closed
40671,08/15/2026,11:42 AM,Jessica Murphy,Apple Pay,47.48,10.98,Closed
40696,08/15/2026,11:46 AM,Jessica Murphy,Visa,110.19,16.87,Closed
40679,08/15/2026,12:02 PM,Aisha Carter,Discover,26.62,4.03,Closed
40702,08/15/2026,12:04 PM,Gary Brown,Cash,70.47,0.00,Closed
40686,08/15/2026,12:06 PM,Sarah Reed,Amex,130.53,24.51,Closed
40672,08/15/2026,12:13 PM,Sarah Reed,Cash,104.16,0.00,Closed
40694,08/15/2026,12:16 PM,Laura Stewart,Mastercard,66.10,12.29,Closed
40669,08/15/2026,12:26 PM,Sarah Reed,Apple Pay,49.92,8.65,Closed
40693,08/15/2026,12:26 PM,Sarah Reed,Amex,22.06,4.62,Closed
40698,08/15/2026,12:39 PM,David Allen,Apple Pay,46.88,8.46,Closed
40683,08/15/2026,12:46 PM,David Allen,Apple Pay,100.91,19.07,Closed
40685,08/15/2026,12:58 PM,Aisha Carter,Discover,149.44,34.05,Closed
40674,08/15/2026,1:04 PM,Sarah Reed,Discover,137.30,31.46,Closed
40699,08/15/2026,1:16 PM,David Allen,Mastercard,161.17,36.43,Closed
40692,08/15/2026,1:28 PM,David Allen,Cash,59.73,0.00,Closed
40701,08/15/2026,1:31 PM,Laura Stewart,Mastercard,50.46,9.36,Closed
40678,08/15/2026,1:37 PM,Laura Stewart,Mastercard,103.33,17.46,Closed
40670,08/15/2026,1:38 PM,Aisha Carter,Apple Pay,81.15,15.57,Closed
40676,08/15/2026,1:39 PM,Aisha Carter,Mastercard,62.49,13.35,Closed
40687,08/15/2026,1:50 PM,Laura Stewart,Cash,98.95,0.00,Closed
40690,08/15/2026,1:57 PM,Laura Stewart,Apple Pay,156.31,33.12,Closed
40700,08/15/2026,2:22 PM,Aisha Carter,Cash,27.48,0.00,Closed
40691,08/15/2026,2:23 PM,Deborah Parker,Discover,90.54,13.81,Closed
40688,08/15/2026,2:35 PM,Jessica Murphy,Mastercard,93.41,18.32,Closed
40680,08/15/2026,2:45 PM,Deborah Parker,Visa,34.20,6.45,Closed
40695,08/15/2026,2:48 PM,Anthony Gonzalez,Discover,145.35,32.87,Closed
40684,08/15/2026,2:59 PM,Jessica Murphy,Discover,113.40,21.13,Closed
40689,08/15/2026,3:07 PM,Jessica Murphy,Amex,72.91,14.37,Closed
40682,08/15/2026,3:19 PM,Laura Stewart,Discover,35.66,5.55,Closed
40681,08/15/2026,3:24 PM,Deborah Parker,Mastercard,46.70,10.42,Closed
40677,08/15/2026,3:25 PM,David Allen,Visa,67.08,11.67,Closed
40730,08/15/2026,5:13 PM,Laura Stewart,Amex,131.78,28.80,Closed
40706,08/15/2026,5:45 PM,Jessica Murphy,Discover,95.41,18.01,Closed
40720,08/15/2026,6:03 PM,Deborah Parker,Mastercard,105.07,20.75,Closed
40750,08/15/2026,6:05 PM,Laura Stewart,Mastercard,151.10,31.71,Closed
40741,08/15/2026,6:06 PM,Gary Brown,Visa,154.56,25.29,Closed
40733,08/15/2026,6:08 PM,Laura Stewart,Visa,158.52,0.00,Closed
40725,08/15/2026,6:16 PM,Deborah Parker,Discover,156.88,24.81,Closed
40740,08/15/2026,6:26 PM,Laura Stewart,Amex,155.99,25.15,Closed
40721,08/15/2026,6:27 PM,Deborah Parker,Mastercard,144.65,23.50,Closed
40746,08/15/2026,6:32 PM,Deborah Parker,Discover,75.71,16.75,Closed
40747,08/15/2026,6:32 PM,Deborah Parker,Visa,71.40,15.91,Closed
40762,08/15/2026,6:34 PM,Laura Stewart,Mastercard,132.33,28.04,Closed
40756,08/15/2026,6:46 PM,Anthony Gonzalez,Mastercard,52.11,9.02,Closed
40723,08/15/2026,6:54 PM,Jessica Murphy,Apple Pay,82.91,16.89,Closed
40712,08/15/2026,6:57 PM,Deborah Parker,Cash,42.91,0.00,Closed
40742,08/15/2026,7:06 PM,Anthony Gonzalez,Visa,24.80,3.94,Closed
40704,08/15/2026,7:16 PM,Jessica Murphy,Discover,128.33,19.72,Closed
40710,08/15/2026,7:19 PM,David Allen,Mastercard,134.16,29.42,Closed
40717,08/15/2026,7:21 PM,Deborah Parker,Cash,48.57,0.00,Closed
40758,08/15/2026,7:26 PM,Sarah Reed,Discover,34.37,5.51,Closed
40749,08/15/2026,7:28 PM,Sarah Reed,Apple Pay,107.90,23.80,Closed
40735,08/15/2026,7:31 PM,Laura Stewart,Discover,102.61,16.93,Closed
40719,08/15/2026,7:47 PM,Aisha Carter,Mastercard,112.35,24.13,Closed
40715,08/15/2026,7:48 PM,Sarah Reed,Discover,161.12,27.49,Closed
40760,08/15/2026,7:52 PM,Laura Stewart,Apple Pay,74.90,11.44,Closed
40753,08/15/2026,7:53 PM,David Allen,Cash,119.65,0.00,Closed
40744,08/15/2026,8:02 PM,Deborah Parker,Cash,36.68,0.00,Closed
40709,08/15/2026,8:08 PM,Aisha Carter,Apple Pay,106.83,16.22,Closed
40763,08/15/2026,8:14 PM,Aisha Carter,Mastercard,141.32,21.26,Closed
40705,08/15/2026,8:18 PM,Aisha Carter,Discover,85.26,15.37,Closed
40745,08/15/2026,8:24 PM,Deborah Parker,Mastercard,148.09,29.87,Closed
40731,08/15/2026,8:25 PM,Anthony Gonzalez,Visa,131.76,27.87,Closed
40737,08/15/2026,8:25 PM,Anthony Gonzalez,Discover,106.32,19.05,Closed
40765,08/15/2026,8:31 PM,Anthony Gonzalez,Amex,141.53,33.06,Closed
40755,08/15/2026,8:43 PM,Laura Stewart,Amex,120.22,21.23,Closed
40766,08/15/2026,8:48 PM,Laura Stewart,Amex,54.54,11.70,Closed
40708,08/15/2026,9:11 PM,David Allen,Discover,64.78,12.93,Closed
40724,08/15/2026,9:11 PM,Laura Stewart,Cash,73.81,0.00,Closed
40761,08/15/2026,9:11 PM,Gary Brown,Visa,145.92,33.83,Closed
40722,08/15/2026,9:15 PM,Anthony Gonzalez,Visa,75.48,11.49,Closed
40711,08/15/2026,9:16 PM,Laura Stewart,Cash,20.57,0.00,Closed
40751,08/15/2026,9:21 PM,Aisha Carter,Visa,163.08,34.87,Closed
40707,08/15/2026,9:25 PM,Aisha Carter,Apple Pay,145.38,25.30,Closed
40759,08/15/2026,9:30 PM,Laura Stewart,Mastercard,127.17,22.19,Closed
40703,08/15/2026,9:34 PM,Aisha Carter,Cash,44.63,0.00,Closed
40734,08/15/2026,9:50 PM,Sarah Reed,Amex,115.59,24.98,Closed
40716,08/15/2026,9:52 PM,Gary Brown,Discover,75.26,16.22,Closed
40764,08/15/2026,9:58 PM,Aisha Carter,Discover,72.03,14.62,Closed
40738,08/15/2026,10:00 PM,David Allen,Mastercard,109.12,22.68,Closed
40754,08/15/2026,10:19 PM,Gary Brown,Discover,19.21,3.10,Closed
40739,08/15/2026,10:20 PM,Sarah Reed,Discover,82.37,18.31,Closed
40729,08/15/2026,10:27 PM,Gary Brown,Visa,133.79,29.35,Closed
40727,08/15/2026,10:53 PM,Laura Stewart,Visa,61.25,11.74,Closed
40732,08/15/2026,10:58 PM,Deborah Parker,Cash,124.61,0.00,Closed
40736,08/15/2026,11:15 PM,David Allen,Apple Pay,66.11,13.96,Closed
40748,08/16/2026,12:02 AM,Anthony Gonzalez,Visa,150.41,22.57,Closed
40713,08/16/2026,12:06 AM,Gary Brown,Discover,33.53,5.20,Closed
40726,08/16/2026,12:13 AM,Laura Stewart,Discover,63.64,12.65,Closed
40718,08/16/2026,12:24 AM,Sarah Reed,Cash,79.68,0.00,Closed
40752,08/16/2026,12:29 AM,Jessica Murphy,Amex,150.96,26.07,Closed
40714,08/16/2026,12:32 AM,David Allen,Mastercard,163.68,31.00,Closed
40757,08/16/2026,12:33 AM,David Allen,Discover,144.52,22.85,Closed
40767,08/16/2026,12:35 AM,Sarah Reed,Cash,26.81,0.00,Closed
40743,08/16/2026,12:44 AM,Gary Brown,Cash,36.68,0.00,Closed
40728,08/16/2026,12:48 AM,Jessica Murphy,Cash,69.23,0.00,Closed
40799,08/16/2026,11:24 AM,Anthony Gonzalez,Cash,128.05,0.00,Closed
40784,08/16/2026,11:26 AM,Laura Stewart,Amex,45.60,9.37,Closed
40781,08/16/2026,11:30 AM,Anthony Gonzalez,Apple Pay,86.07,15.42,Closed
40794,08/16/2026,11:33 AM,Deborah Parker,Cash,96.18,0.00,Closed
40771,08/16/2026,11:45 AM,Jessica Murphy,Mastercard,85.19,17.84,Closed
40770,08/16/2026,11:59 AM,Aisha Carter,Discover,137.76,25.55,Closed
40785,08/16/2026,12:13 PM,Jessica Murphy,Amex,157.60,24.26,Closed
40772,08/16/2026,12:15 PM,David Allen,Apple Pay,125.49,28.54,Closed
40768,08/16/2026,12:17 PM,Laura Stewart,Discover,144.65,27.21,Closed
40795,08/16/2026,12:25 PM,Anthony Gonzalez,Visa,107.91,21.54,Closed
40792,08/16/2026,12:26 PM,David Allen,Cash,145.93,0.00,Closed
40773,08/16/2026,12:35 PM,Sarah Reed,Cash,147.10,0.00,Closed
40776,08/16/2026,12:35 PM,Gary Brown,Mastercard,99.46,22.07,Closed
40775,08/16/2026,12:42 PM,Jessica Murphy,Amex,52.55,11.96,Closed
40777,08/16/2026,12:45 PM,Deborah Parker,Discover,42.41,9.54,Closed
40789,08/16/2026,12:46 PM,Gary Brown,Mastercard,148.44,25.41,Closed
40787,08/16/2026,12:57 PM,Gary Brown,Visa,65.16,11.73,Closed
40801,08/16/2026,1:01 PM,David Allen,Mastercard,125.01,25.63,Closed
40800,08/16/2026,1:06 PM,Sarah Reed,Mastercard,143.26,33.32,Closed
40791,08/16/2026,1:07 PM,Anthony Gonzalez,Amex,129.16,22.65,Closed
40778,08/16/2026,1:26 PM,Deborah Parker,Cash,136.10,0.00,Closed
40786,08/16/2026,1:27 PM,Laura Stewart,Apple Pay,81.95,17.16,Closed
40805,08/16/2026,1:28 PM,Sarah Reed,Mastercard,123.00,18.69,Closed
40802,08/16/2026,1:38 PM,Gary Brown,Amex,107.19,21.83,Closed
40796,08/16/2026,1:45 PM,Aisha Carter,Discover,100.45,17.39,Closed
40780,08/16/2026,1:49 PM,Laura Stewart,Amex,51.70,11.22,Closed
40788,08/16/2026,1:50 PM,Jessica Murphy,Mastercard,112.33,23.67,Closed
40797,08/16/2026,1:53 PM,Anthony Gonzalez,Mastercard,132.16,27.92,Closed
40793,08/16/2026,1:58 PM,Sarah Reed,Discover,59.39,10.50,Closed
40769,08/16/2026,1:59 PM,Aisha Carter,Cash,18.74,0.00,Closed
40798,08/16/2026,2:04 PM,Anthony Gonzalez,Visa,79.79,14.89,Closed
40783,08/16/2026,2:22 PM,David Allen,Visa,57.45,11.99,Closed
40804,08/16/2026,2:22 PM,Aisha Carter,Amex,42.10,9.06,Closed
40774,08/16/2026,2:50 PM,Anthony Gonzalez,Discover,124.19,22.36,Closed
40803,08/16/2026,2:50 PM,Aisha Carter,Amex,81.66,18.81,Closed
40779,08/16/2026,3:06 PM,David Allen,Cash,80.84,0.00,Closed
40782,08/16/2026,3:15 PM,Sarah Reed,Apple Pay,19.70,3.73,Closed
40790,08/16/2026,3:22 PM,Gary Brown,Discover,154.78,34.40,Closed
40813,08/16/2026,5:07 PM,Laura Stewart,Apple Pay,153.92,29.06,Closed
40856,08/16/2026,5:11 PM,Aisha Carter,Discover,39.30,8.75,Closed
40857,08/16/2026,5:24 PM,Anthony Gonzalez,Cash,81.20,0.00,Closed
40852,08/16/2026,5:53 PM,Sarah Reed,Discover,90.96,15.06,Closed
40841,08/16/2026,6:14 PM,Deborah Parker,Mastercard,89.87,14.64,Closed
40811,08/16/2026,6:17 PM,Gary Brown,Cash,81.85,0.00,Closed
40826,08/16/2026,6:20 PM,Jessica Murphy,Visa,107.83,23.47,Closed
40837,08/16/2026,6:28 PM,Jessica Murphy,Cash,154.68,0.00,Closed
40820,08/16/2026,6:39 PM,Laura Stewart,Mastercard,24.12,3.88,Closed
40833,08/16/2026,6:51 PM,Gary Brown,Amex,38.80,8.14,Closed
40822,08/16/2026,6:54 PM,Jessica Murphy,Mastercard,26.91,5.78,Closed
40858,08/16/2026,7:12 PM,Sarah Reed,Discover,55.58,8.39,Closed
40823,08/16/2026,7:22 PM,Gary Brown,Visa,143.38,33.41,Closed
40810,08/16/2026,7:31 PM,Anthony Gonzalez,Amex,63.91,10.46,Closed
40806,08/16/2026,7:49 PM,Deborah Parker,Cash,53.98,0.00,Closed
40816,08/16/2026,8:12 PM,Gary Brown,Discover,111.13,25.41,Closed
40851,08/16/2026,8:12 PM,Gary Brown,Apple Pay,19.60,4.41,Closed
40827,08/16/2026,8:15 PM,David Allen,Amex,30.92,6.22,Closed
40842,08/16/2026,8:20 PM,Deborah Parker,Cash,131.41,0.00,Closed
40815,08/16/2026,8:25 PM,Sarah Reed,Visa,65.38,10.75,Closed
40824,08/16/2026,8:38 PM,Gary Brown,Apple Pay,53.48,8.86,Closed
40834,08/16/2026,8:42 PM,Sarah Reed,Amex,101.89,15.85,Closed
40814,08/16/2026,8:45 PM,Jessica Murphy,Apple Pay,87.40,19.09,Closed
40809,08/16/2026,8:48 PM,Deborah Parker,Amex,67.37,15.31,Closed
40850,08/16/2026,8:56 PM,Gary Brown,Discover,140.52,31.24,Closed
40836,08/16/2026,8:58 PM,Aisha Carter,Visa,71.34,11.03,Closed
40848,08/16/2026,8:58 PM,Deborah Parker,Cash,106.59,0.00,Closed
40859,08/16/2026,9:08 PM,Jessica Murphy,Mastercard,134.09,31.91,Closed
40844,08/16/2026,9:11 PM,Gary Brown,Cash,50.38,0.00,Closed
40838,08/16/2026,9:13 PM,Jessica Murphy,Discover,78.42,0.00,Closed
40812,08/16/2026,9:17 PM,Deborah Parker,Amex,52.10,0.00,Closed
40819,08/16/2026,9:23 PM,Anthony Gonzalez,Mastercard,90.00,21.14,Closed
40855,08/16/2026,9:34 PM,Aisha Carter,Visa,163.85,28.26,Closed
40849,08/16/2026,9:43 PM,David Allen,Mastercard,25.10,5.27,Closed
40821,08/16/2026,9:50 PM,David Allen,Cash,20.14,0.00,Closed
40828,08/16/2026,9:50 PM,Aisha Carter,Mastercard,112.32,22.45,Closed
40847,08/16/2026,9:56 PM,Gary Brown,Apple Pay,19.67,4.36,Closed
40832,08/16/2026,9:58 PM,Deborah Parker,Discover,79.14,15.27,Closed
40807,08/16/2026,10:16 PM,Aisha Carter,Amex,53.90,9.35,Closed
40846,08/16/2026,10:18 PM,Aisha Carter,Mastercard,112.11,25.97,Closed
40831,08/16/2026,10:21 PM,Jessica Murphy,Cash,93.91,0.00,Closed
40853,08/16/2026,10:38 PM,Aisha Carter,Amex,53.92,8.29,Closed
40840,08/16/2026,10:39 PM,Sarah Reed,Amex,162.78,0.00,Closed
40839,08/16/2026,10:46 PM,Gary Brown,Mastercard,89.42,13.48,Closed
40845,08/16/2026,10:46 PM,David Allen,Amex,73.47,16.48,Closed
40830,08/16/2026,10:47 PM,Aisha Carter,Visa,110.93,17.13,Closed
40818,08/16/2026,10:57 PM,Laura Stewart,Mastercard,96.26,15.27,Closed
40843,08/16/2026,11:01 PM,Sarah Reed,Amex,80.83,15.98,Closed
40835,08/16/2026,11:02 PM,Jessica Murphy,Amex,26.75,5.04,Closed
40854,08/16/2026,11:07 PM,Sarah Reed,Amex,47.81,7.33,Closed
40808,08/17/2026,12:04 AM,Sarah Reed,Cash,159.54,0.00,Closed
40829,08/17/2026,12:29 AM,Laura Stewart,Mastercard,139.49,27.98,Closed
40825,08/17/2026,12:33 AM,Aisha Carter,Mastercard,57.77,9.65,Closed
40817,08/17/2026,12:40 AM,Aisha Carter,Cash,50.94,0.00,Closed
