MileTrack - Trips export
Account: Brightside Home Health | Range: 07/27/2026 - 09/04/2026
Trip date,Start time,Driver,From,To,Purpose,Miles,Round trip
08/06/2026,7:24 AM,KIMBERLY ROGERS,Home,Pt 5756,Patient visit,9.7,
08/06/2026,8:27 AM,Kimberly Rogers,Pt 5756,Pt 9322,Patient visit,2.5,
08/06/2026,9:40 AM,Kimberly Rogers,Pt 9322,Pt 2494,Patient visit,15.0,
08/06/2026,11:03 AM,Kimberly Rogers,Pt 2494,Medline supply depot,Supply pickup,8.5,Yes
08/06/2026,12:24 PM,Kimberly Rogers,Pt 2494,Pt 4350,Patient visit,4.2,
08/06/2026,1:07 PM,Kimberly Rogers,Pt 4350,Pt 9594,Patient visit,3.8,
08/06/2026,2:13 PM,Kimberly Rogers,Pt 9594,Home,Drive home,11.5,
08/06/2026,8:20 AM,Margaret Cook,Home,Pt 1540,Patient visit,5.8,
08/06/2026,9:31 AM,Margaret Cook,Pt 1540,Pt 9322,Patient visit,9.6,
08/06/2026,10:50 AM,MARGARET COOK,Pt 9322,Pt 2318,Patient visit,9.6,
08/06/2026,11:57 AM,MARGARET COOK,Pt 2318,Pt 2131,Patient visit,11.1,
08/06/2026,12:59 PM,MARGARET COOK,Pt 2131,Home,Drive home,7.6,
08/06/2026,8:20 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/06/2026,9:44 AM,Rebecca Garcia,Office,Pt 9969,Patient visit,11.4,
08/06/2026,11:02 AM,Rebecca Garcia,Pt 9969,Pt 2020,Patient visit,15.0,
08/06/2026,12:24 PM,Rebecca Garcia,Pt 2020,Pt 9857,Patient visit,15.8,
08/06/2026,1:32 PM,Rebecca Garcia,Pt 9857,Pt 6194,Patient visit,12.8,
08/06/2026,2:34 PM,Rebecca Garcia,Pt 6194,Home,Drive home,14.5,
08/06/2026,7:52 AM,SARAH FOSTER,Home,Pt 8807,Patient visit,5.8,
08/06/2026,9:07 AM,Sarah Foster,Pt 8807,Pt 6458,Patient visit,9.9,
08/06/2026,10:17 AM,Sarah Foster,Pt 6458,Pt 9016,Patient visit,4.2,
08/06/2026,11:28 AM,Sarah Foster,Pt 9016,Home,Drive home,18.7,
08/06/2026,8:23 AM,SARAH TORRES,Home,Pt 9086,Patient visit,13.6,
08/06/2026,9:35 AM,Sarah Torres,Pt 9086,Pt 9541,Patient visit,8.8,
08/06/2026,10:51 AM,Sarah Torres,Pt 9541,Pt 2494,Patient visit,3.2,
08/06/2026,11:46 AM,SARAH TORRES,Pt 2494,Pt 9016,Patient visit,11.5,
08/06/2026,1:10 PM,Sarah Torres,Pt 9016,Home,Drive home,5.8,
08/07/2026,8:03 AM,Deborah Okafor,Home,Pt 2131,Patient visit,11.4,
08/07/2026,9:21 AM,Deborah Okafor,Pt 2131,Pt 6243,Patient visit,9.4,
08/07/2026,10:21 AM,Deborah Okafor,Pt 6243,Pt 9016,Patient visit,12.4,
08/07/2026,11:50 AM,DEBORAH OKAFOR,Pt 9016,Pt 9969,Patient visit,4.5,
08/07/2026,12:41 PM,DEBORAH OKAFOR,Pt 9969,Home,Drive home,5.5,
08/07/2026,7:41 AM,Joshua Morris,Home,Pt 7306,Patient visit,11.8,
08/07/2026,9:03 AM,Joshua Morris,Pt 7306,Pt 2528,Patient visit,5.9,
08/07/2026,10:07 AM,JOSHUA MORRIS,Pt 2528,Pt 5712,Patient visit,2.9,
08/07/2026,11:17 AM,JOSHUA MORRIS,Pt 5712,Home,Drive home,21.9,
08/07/2026,7:48 AM,Kimberly Rogers,Home,Pt 5260,Patient visit,9.2,
08/07/2026,8:56 AM,Kimberly Rogers,Pt 5260,Pt 9989,Patient visit,10.2,
08/07/2026,10:09 AM,Kimberly Rogers,Pt 9989,Pt 4329,Patient visit,2.4,
08/07/2026,11:09 AM,KIMBERLY ROGERS,Pt 4329,CVS Pharmacy - Main St,Supply pickup,3.0,Yes
08/07/2026,12:16 PM,Kimberly Rogers,Pt 4329,Home,Drive home,15.3,
08/07/2026,8:06 AM,Margaret Cook,Home,Pt 2494,Patient visit,8.2,
08/07/2026,9:15 AM,Margaret Cook,Pt 2494,Pt 7306,Patient visit,12.6,
08/07/2026,10:43 AM,Margaret Cook,Pt 7306,Pt 9016,Patient visit,6.7,
08/07/2026,11:52 AM,MARGARET COOK,Pt 9016,Pt 6328,Patient visit,8.6,
08/07/2026,12:59 PM,MARGARET COOK,Pt 6328,Pt 2528,Patient visit,3.6,
08/07/2026,1:51 PM,Margaret Cook,Pt 2528,Home,Drive home,6.5,
08/07/2026,7:48 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/07/2026,9:28 AM,Rebecca Garcia,Office,Pt 6180,Patient visit,3.3,
08/07/2026,10:21 AM,Rebecca Garcia,Pt 6180,Pt 6328,Patient visit,12.7,
08/07/2026,11:42 AM,REBECCA GARCIA,Pt 6328,Home,Drive home,18.5,
08/07/2026,7:54 AM,Sarah Foster,Home,Pt 9896,Patient visit,7.5,
08/07/2026,9:06 AM,Sarah Foster,Pt 9896,Pt 7306,Patient visit,10.4,
08/07/2026,10:10 AM,Sarah Foster,Pt 7306,Pt 6458,Patient visit,13.2,
08/07/2026,11:37 AM,Sarah Foster,Pt 6458,Pt 1633,Patient visit,3.8,
08/07/2026,12:32 PM,Sarah Foster,Pt 1633,Office,Charting / drop paperwork,7.2,
08/07/2026,1:33 PM,SARAH FOSTER,Office,Home,Drive home,5.7,
08/07/2026,8:29 AM,Sarah Torres,Home,Pt 6451,Patient visit,8.5,
08/07/2026,9:28 AM,Sarah Torres,Pt 6451,Pt 9086,Patient visit,14.9,
08/07/2026,10:41 AM,Sarah Torres,Pt 9086,Pt 8253,Patient visit,12.0,
08/07/2026,11:50 AM,Sarah Torres,Pt 8253,Pt 2471,Patient visit,14.2,
08/07/2026,1:12 PM,SARAH TORRES,Pt 2471,Pt 9016,Patient visit,7.5,
08/07/2026,2:03 PM,SARAH TORRES,Pt 9016,Home,Drive home,17.6,
08/08/2026,9:19 AM,Deborah Okafor,Home,Planet Fitness,Personal,6.2,
08/08/2026,10:16 AM,Deborah Okafor,Planet Fitness,Home,Personal,6.7,
08/08/2026,9:59 AM,Kimberly Rogers,Home,Pt 5260,Patient visit,20.8,Yes
08/10/2026,8:07 AM,Joshua Morris,Home,Pt 1633,Patient visit,14.0,
08/10/2026,9:34 AM,Joshua Morris,Pt 1633,Pt 5712,Patient visit,5.4,
08/10/2026,10:37 AM,Joshua Morris,Pt 5712,Pt 5769,Patient visit,14.9,
08/10/2026,11:56 AM,JOSHUA MORRIS,Pt 5769,Home,Drive home,13.9,
08/10/2026,8:25 AM,Kimberly Rogers,Home,Office,Team meeting,13.5,
08/10/2026,9:27 AM,KIMBERLY ROGERS,Office,Medline supply depot,Supply pickup,6.6,Yes
08/10/2026,10:40 AM,Kimberly Rogers,Office,Pt 5260,Patient visit,7.4,
08/10/2026,11:32 AM,Kimberly Rogers,Pt 5260,Pt 9965,Patient visit,6.2,
08/10/2026,12:26 PM,Kimberly Rogers,Pt 9965,Home,Drive home,6.8,
08/10/2026,8:05 AM,MARGARET COOK,Home,Pt 9016,Patient visit,18.4,
08/10/2026,9:23 AM,Margaret Cook,Pt 9016,Pt 2528,Patient visit,13.1,
08/10/2026,10:31 AM,Margaret Cook,Pt 2528,Quest lab - Elm Dr,Supply pickup,5.9,Yes
08/10/2026,12:02 PM,Margaret Cook,Pt 2528,Pt 2318,Patient visit,9.9,
08/10/2026,1:16 PM,Margaret Cook,Pt 2318,Home,Drive home,7.4,
08/10/2026,7:45 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/10/2026,9:12 AM,REBECCA GARCIA,Office,Pt 4350,Patient visit,3.0,
08/10/2026,10:12 AM,REBECCA GARCIA,Pt 4350,Pt 6194,Patient visit,6.6,
08/10/2026,11:19 AM,REBECCA GARCIA,Pt 6194,Pt 2020,Patient visit,11.2,
08/10/2026,12:49 PM,Rebecca Garcia,Pt 2020,Pt 6180,Patient visit,3.8,
08/10/2026,1:55 PM,Rebecca Garcia,Pt 6180,Home,Drive home,15.4,
08/10/2026,7:45 AM,Sarah Foster,Home,Pt 2471,Patient visit,3.7,
08/10/2026,8:54 AM,SARAH FOSTER,Pt 2471,Pt 5712,Patient visit,13.0,
08/10/2026,9:55 AM,Sarah Foster,Pt 5712,Pt 8807,Patient visit,12.2,
08/10/2026,11:08 AM,Sarah Foster,Pt 8807,Pt 2020,Patient visit,4.2,
08/10/2026,12:16 PM,Sarah Foster,Pt 2020,Pt 4996,Patient visit,3.1,
08/10/2026,1:28 PM,SARAH FOSTER,Pt 4996,Home,Drive home,12.9,
08/10/2026,8:16 AM,Sarah Torres,Home,Office,Team meeting,10.5,
08/10/2026,9:29 AM,Sarah Torres,Office,Pt 4996,Patient visit,12.5,
08/10/2026,10:55 AM,Sarah Torres,Pt 4996,Pt 4966,Patient visit,11.1,
08/10/2026,11:55 AM,Sarah Torres,Pt 4966,Pt 9541,Patient visit,5.3,
08/10/2026,12:55 PM,Sarah Torres,Pt 9541,Home,Drive home,4.1,
08/11/2026,7:47 AM,Deborah Okafor,Home,Pt 9016,Patient visit,5.5,
08/11/2026,9:00 AM,Deborah Okafor,Pt 9016,Pt 4996,Patient visit,11.8,
08/11/2026,10:03 AM,Deborah Okafor,Pt 4996,Pt 2031,Patient visit,16.0,
08/11/2026,11:33 AM,Deborah Okafor,Pt 2031,Home,Drive home,16.2,
08/11/2026,7:40 AM,GARY PHILLIPS,Home,Pt 5267,Patient visit,7.8,
08/11/2026,9:01 AM,Gary Phillips,Pt 5267,Pt 1230,Patient visit,15.6,
08/11/2026,10:08 AM,Gary Phillips,Pt 1230,Pt 5756,Patient visit,15.6,
08/11/2026,11:30 AM,Gary Phillips,Pt 5756,Pt 4329,Patient visit,3.3,
08/11/2026,12:32 PM,Gary Phillips,Pt 4329,Pt 9989,Patient visit,10.4,
08/11/2026,1:35 PM,GARY PHILLIPS,Pt 9989,Home,Drive home,16.1,
08/11/2026,7:52 AM,Joshua Morris,Home,Pt 3334,Patient visit,9.0,
08/11/2026,9:20 AM,Joshua Morris,Pt 3334,Pt 1633,Patient visit,10.4,
08/11/2026,10:26 AM,Joshua Morris,Pt 1633,Pt 5769,Patient visit,5.5,
08/11/2026,11:46 AM,Joshua Morris,Pt 5769,Office,Charting / drop paperwork,6.6,
08/11/2026,12:41 PM,Joshua Morris,Office,Home,Drive home,8.4,
08/11/2026,7:36 AM,Kimberly Rogers,Home,Pt 4329,Patient visit,11.5,
08/11/2026,9:00 AM,Kimberly Rogers,Pt 4329,Pt 2494,Patient visit,8.1,
08/11/2026,10:13 AM,Kimberly Rogers,Pt 2494,Pt 9594,Patient visit,5.3,
08/11/2026,11:04 AM,Kimberly Rogers,Pt 9594,Pt 9896,Patient visit,11.1,
08/11/2026,12:28 PM,Kimberly Rogers,Pt 9896,Pt 9965,Patient visit,14.8,
08/11/2026,1:59 PM,Kimberly Rogers,Pt 9965,CVS Pharmacy - Main St,Supply pickup,3.4,Yes
08/11/2026,3:11 PM,Kimberly Rogers,Pt 9965,Office,Charting / drop paperwork,5.2,
08/11/2026,4:26 PM,KIMBERLY ROGERS,Office,Home,Drive home,13.5,
08/11/2026,7:40 AM,Margaret Cook,Home,Pt 1230,Patient visit,19.3,
08/11/2026,9:23 AM,Margaret Cook,Pt 1230,Pt 7306,Patient visit,6.5,
08/11/2026,10:26 AM,Margaret Cook,Pt 7306,Home,Drive home,7.3,
08/11/2026,8:18 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
08/11/2026,9:57 AM,Rebecca Garcia,Office,Pt 1540,Patient visit,8.3,
08/11/2026,10:55 AM,Rebecca Garcia,Pt 1540,Pt 6180,Patient visit,14.4,
08/11/2026,12:03 PM,Rebecca Garcia,Pt 6180,Pt 4350,Patient visit,13.0,
08/11/2026,1:09 PM,Rebecca Garcia,Pt 4350,Home,Drive home,12.5,
08/11/2026,7:49 AM,Sarah Foster,Home,Pt 8815,Patient visit,11.2,
08/11/2026,8:54 AM,SARAH FOSTER,Pt 8815,Pt 4996,Patient visit,4.9,
08/11/2026,9:54 AM,Sarah Foster,Pt 4996,Pt 1633,Patient visit,14.7,
08/11/2026,10:59 AM,Sarah Foster,Pt 1633,Pt 6458,Patient visit,13.3,
08/11/2026,12:29 PM,Sarah Foster,Pt 6458,Pt 2471,Patient visit,5.8,
08/11/2026,1:35 PM,Sarah Foster,Pt 2471,Office,Charting / drop paperwork,9.8,
08/11/2026,2:59 PM,Sarah Foster,Office,Home,Drive home,5.7,
08/11/2026,8:05 AM,SARAH TORRES,Home,Pt 9086,Patient visit,10.5,
08/11/2026,9:19 AM,Sarah Torres,Pt 9086,Pt 9541,Patient visit,3.2,
08/11/2026,10:12 AM,Sarah Torres,Pt 9541,Home,Drive home,9.7,
08/12/2026,7:52 AM,DEBORAH OKAFOR,Home,Office,Team meeting,12.4,
08/12/2026,9:04 AM,Deborah Okafor,Office,Pt 2471,Patient visit,3.9,
08/12/2026,9:48 AM,Deborah Okafor,Pt 2471,Pt 5769,Patient visit,3.4,
08/12/2026,10:42 AM,Deborah Okafor,Pt 5769,Pt 2131,Patient visit,2.5,
08/12/2026,11:31 AM,Deborah Okafor,Pt 2131,Pt 4966,Patient visit,15.2,
08/12/2026,12:42 PM,Deborah Okafor,Pt 4966,Home,Drive home,14.5,
08/12/2026,1:58 PM,DEBORAH OKAFOR,Home,Kids' school,Personal,6.5,
08/12/2026,3:15 PM,DEBORAH OKAFOR,Kids' school,Home,Personal,6.5,
08/12/2026,7:24 AM,Gary Phillips,Home,Pt 9989,Patient visit,4.7,
08/12/2026,8:41 AM,Gary Phillips,Pt 9989,Quest lab - Elm Dr,Supply pickup,8.7,Yes
08/12/2026,10:14 AM,GARY PHILLIPS,Pt 9989,Pt 6194,Patient visit,8.2,
08/12/2026,11:27 AM,Gary Phillips,Pt 6194,Home,Drive home,17.6,
08/12/2026,7:54 AM,Joshua Morris,Home,Pt 1633,Patient visit,5.2,
08/12/2026,9:11 AM,Joshua Morris,Pt 1633,Pt 5769,Patient visit,15.6,
08/12/2026,10:29 AM,JOSHUA MORRIS,Pt 5769,Pt 2528,Patient visit,14.5,
08/12/2026,11:55 AM,Joshua Morris,Pt 2528,Home,Drive home,8.3,
08/12/2026,7:55 AM,Kimberly Rogers,Home,Office,Team meeting,13.5,
08/12/2026,8:59 AM,Kimberly Rogers,Office,Pt 2501,Patient visit,5.7,
08/12/2026,10:05 AM,Kimberly Rogers,Pt 2501,Pt 2786,Patient visit,8.8,
08/12/2026,11:22 AM,KIMBERLY ROGERS,Pt 2786,Pt 5756,Patient visit,15.2,
08/12/2026,12:33 PM,Kimberly Rogers,Pt 5756,Pt 9594,Patient visit,11.3,
08/12/2026,2:04 PM,Kimberly Rogers,Pt 9594,CVS Pharmacy - Main St,Supply pickup,5.5,Yes
08/12/2026,3:14 PM,Kimberly Rogers,Pt 9594,Pt 9965,Patient visit,15.6,
08/12/2026,4:29 PM,Kimberly Rogers,Pt 9965,Home,Drive home,3.5,
08/12/2026,7:35 AM,Margaret Cook,Home,Pt 2131,Patient visit,13.0,
08/12/2026,9:01 AM,Margaret Cook,Pt 2131,Quest lab - Elm Dr,Supply pickup,10.5,Yes
08/12/2026,10:34 AM,Margaret Cook,Pt 2131,Pt 2318,Patient visit,13.6,
08/12/2026,11:54 AM,Margaret Cook,Pt 2318,Pt 1540,Patient visit,14.2,
08/12/2026,1:02 PM,Margaret Cook,Pt 1540,Pt 2494,Patient visit,5.4,
08/12/2026,1:53 PM,Margaret Cook,Pt 2494,Home,Drive home,21.0,
08/12/2026,7:20 AM,Sarah Foster,Home,Pt 1633,Patient visit,6.5,
08/12/2026,8:22 AM,Sarah Foster,Pt 1633,Pt 8807,Patient visit,8.7,
08/12/2026,9:38 AM,SARAH FOSTER,Pt 8807,CVS Pharmacy - Main St,Supply pickup,5.4,Yes
08/12/2026,10:51 AM,Sarah Foster,Pt 8807,Pt 4996,Patient visit,7.0,
08/12/2026,11:56 AM,Sarah Foster,Pt 4996,Home,Drive home,12.5,
08/12/2026,7:52 AM,Sarah Torres,Home,Office,Team meeting,10.5,
08/12/2026,9:00 AM,Sarah Torres,Office,CVS Pharmacy - Main St,Supply pickup,3.9,Yes
08/12/2026,10:31 AM,Sarah Torres,Office,Pt 6243,Patient visit,5.7,
08/12/2026,11:36 AM,Sarah Torres,Pt 6243,Pt 3450,Patient visit,6.1,
08/12/2026,12:28 PM,Sarah Torres,Pt 3450,Pt 4966,Patient visit,10.6,
08/12/2026,1:30 PM,Sarah Torres,Pt 4966,Home,Drive home,13.0,
08/13/2026,8:23 AM,Deborah Okafor,Home,Office,Team meeting,12.4,
08/13/2026,9:53 AM,DEBORAH OKAFOR,Office,Pt 9969,Patient visit,7.6,
08/13/2026,10:55 AM,Deborah Okafor,Pt 9969,Pt 2471,Patient visit,12.6,
08/13/2026,12:29 PM,Deborah Okafor,Pt 2471,Pt 9965,Patient visit,15.1,
08/13/2026,1:48 PM,Deborah Okafor,Pt 9965,Home,Drive home,15.6,
08/13/2026,8:04 AM,Gary Phillips,Home,Pt 2031,Patient visit,13.2,
08/13/2026,9:40 AM,Gary Phillips,Pt 2031,Pt 9086,Patient visit,6.9,
08/13/2026,10:40 AM,Gary Phillips,Pt 9086,Pt 2494,Patient visit,13.0,
08/13/2026,11:54 AM,Gary Phillips,Pt 2494,Office,Charting / drop paperwork,6.9,
08/13/2026,1:11 PM,Gary Phillips,Office,Home,Drive home,12.2,
08/13/2026,7:30 AM,Joshua Morris,Home,Pt 9989,Patient visit,18.4,
08/13/2026,8:57 AM,Joshua Morris,Pt 9989,Pt 4059,Patient visit,5.9,
08/13/2026,10:15 AM,Joshua Morris,Pt 4059,Office,Charting / drop paperwork,13.3,
08/13/2026,11:34 AM,Joshua Morris,Office,Home,Drive home,8.4,
08/13/2026,7:42 AM,Margaret Cook,Home,Pt 6328,Patient visit,9.8,
08/13/2026,8:46 AM,Margaret Cook,Pt 6328,Pt 2494,Patient visit,10.4,
08/13/2026,9:46 AM,Margaret Cook,Pt 2494,Pt 2528,Patient visit,6.2,
08/13/2026,10:46 AM,Margaret Cook,Pt 2528,Pt 4059,Patient visit,12.1,
08/13/2026,12:18 PM,Margaret Cook,Pt 4059,Home,Drive home,9.6,
08/13/2026,8:00 AM,Rebecca Garcia,Home,Pt 2501,Patient visit,13.0,
08/13/2026,9:28 AM,REBECCA GARCIA,Pt 2501,Pt 6194,Patient visit,2.8,
08/13/2026,10:14 AM,Rebecca Garcia,Pt 6194,Pt 8113,Patient visit,6.4,
08/13/2026,11:36 AM,Rebecca Garcia,Pt 8113,Pt 2318,Patient visit,8.1,
08/13/2026,12:45 PM,Rebecca Garcia,Pt 2318,Pt 9857,Patient visit,14.3,
08/13/2026,2:22 PM,REBECCA GARCIA,Pt 9857,Home,Drive home,9.1,
08/13/2026,8:20 AM,Sarah Foster,Home,Pt 8815,Patient visit,21.9,
08/13/2026,9:46 AM,Sarah Foster,Pt 8815,Pt 8807,Patient visit,14.0,
08/13/2026,10:50 AM,Sarah Foster,Pt 8807,Pt 2471,Patient visit,11.0,
08/13/2026,12:12 PM,Sarah Foster,Pt 2471,Office,Charting / drop paperwork,13.9,
08/13/2026,1:41 PM,Sarah Foster,Office,Home,Drive home,5.7,
08/13/2026,8:28 AM,Sarah Torres,Home,Pt 2494,Patient visit,21.9,
08/13/2026,10:01 AM,Sarah Torres,Pt 2494,Pt 9016,Patient visit,9.3,
08/13/2026,10:58 AM,Sarah Torres,Pt 9016,Pt 7534,Patient visit,6.2,
08/13/2026,12:15 PM,SARAH TORRES,Pt 7534,Pt 9541,Patient visit,14.2,
08/13/2026,1:30 PM,Sarah Torres,Pt 9541,Home,Drive home,10.5,
08/14/2026,7:30 AM,Deborah Okafor,Home,Office,Team meeting,12.4,
08/14/2026,9:02 AM,Deborah Okafor,Office,Pt 6194,Patient visit,5.7,
08/14/2026,9:50 AM,Deborah Okafor,Pt 6194,Pt 9086,Patient visit,5.7,
08/14/2026,10:40 AM,Deborah Okafor,Pt 9086,Pt 2031,Patient visit,11.5,
08/14/2026,11:52 AM,Deborah Okafor,Pt 2031,Pt 6243,Patient visit,9.3,
08/14/2026,12:53 PM,Deborah Okafor,Pt 6243,Home,Drive home,21.3,
08/14/2026,7:57 AM,Gary Phillips,Home,Pt 6194,Patient visit,11.3,
08/14/2026,9:01 AM,Gary Phillips,Pt 6194,Pt 2494,Patient visit,9.6,
08/14/2026,10:05 AM,Gary Phillips,Pt 2494,Pt 4012,Patient visit,10.0,
08/14/2026,11:17 AM,Gary Phillips,Pt 4012,Pt 5267,Patient visit,2.6,
08/14/2026,12:09 PM,Gary Phillips,Pt 5267,Home,Drive home,5.1,
08/14/2026,8:16 AM,JOSHUA MORRIS,Home,Office,Team meeting,8.4,
08/14/2026,9:26 AM,Joshua Morris,Office,Pt 2528,Patient visit,3.9,
08/14/2026,10:43 AM,Joshua Morris,Pt 2528,Pt 7306,Patient visit,3.3,
08/14/2026,11:50 AM,Joshua Morris,Pt 7306,Pt 8253,Patient visit,10.3,
08/14/2026,1:15 PM,Joshua Morris,Pt 8253,Pt 5938,Patient visit,5.8,
08/14/2026,2:24 PM,Joshua Morris,Pt 5938,Home,Drive home,9.8,
08/14/2026,8:04 AM,Kimberly Rogers,Home,Pt 9594,Patient visit,7.3,
08/14/2026,9:02 AM,Kimberly Rogers,Pt 9594,Pt 9322,Patient visit,10.5,
08/14/2026,10:20 AM,Kimberly Rogers,Pt 9322,Pt 9896,Patient visit,13.9,
08/14/2026,11:52 AM,Kimberly Rogers,Pt 9896,Medline supply depot,Supply pickup,7.2,Yes
08/14/2026,1:38 PM,Kimberly Rogers,Pt 9896,Pt 5756,Patient visit,12.3,
08/14/2026,2:40 PM,Kimberly Rogers,Pt 5756,Pt 9965,Patient visit,5.8,
08/14/2026,3:38 PM,Kimberly Rogers,Pt 9965,Home,Drive home,18.1,
08/14/2026,7:49 AM,Margaret Cook,Home,Pt 6328,Patient visit,10.7,
08/14/2026,8:49 AM,Margaret Cook,Pt 6328,Pt 7306,Patient visit,13.5,
08/14/2026,9:59 AM,Margaret Cook,Pt 7306,Pt 2318,Patient visit,3.2,
08/14/2026,11:08 AM,MARGARET COOK,Pt 2318,Pt 9322,Patient visit,5.3,
08/14/2026,12:20 PM,MARGARET COOK,Pt 9322,Pt 4059,Patient visit,10.7,
08/14/2026,1:22 PM,MARGARET COOK,Pt 4059,Home,Drive home,7.4,
08/14/2026,8:25 AM,Rebecca Garcia,Home,Pt 4350,Patient visit,4.5,
08/14/2026,9:36 AM,Rebecca Garcia,Pt 4350,Pt 8113,Patient visit,6.2,
08/14/2026,10:26 AM,Rebecca Garcia,Pt 8113,Pt 6194,Patient visit,12.4,
08/14/2026,11:32 AM,Rebecca Garcia,Pt 6194,Pt 9965,Patient visit,8.1,
08/14/2026,12:47 PM,Rebecca Garcia,Pt 9965,Pt 6180,Patient visit,7.3,
08/14/2026,1:53 PM,Rebecca Garcia,Pt 6180,Home,Drive home,2.1,
08/14/2026,8:23 AM,Sarah Foster,Home,Pt 1633,Patient visit,18.3,
08/14/2026,10:03 AM,Sarah Foster,Pt 1633,Pt 2494,Patient visit,7.9,
08/14/2026,10:55 AM,Sarah Foster,Pt 2494,Pt 4350,Patient visit,13.6,
08/14/2026,12:23 PM,Sarah Foster,Pt 4350,Home,Drive home,8.1,
08/14/2026,8:21 AM,Sarah Torres,Home,Pt 7534,Patient visit,11.9,
08/14/2026,9:39 AM,Sarah Torres,Pt 7534,Pt 4909,Patient visit,14.7,
08/14/2026,11:02 AM,Sarah Torres,Pt 4909,Pt 2494,Patient visit,5.1,
08/14/2026,12:17 PM,Sarah Torres,Pt 2494,Pt 4329,Patient visit,3.4,
08/14/2026,1:07 PM,Sarah Torres,Pt 4329,Home,Drive home,14.7,
08/15/2026,9:19 AM,DEBORAH OKAFOR,Home,Kids' school,Personal,6.2,
08/15/2026,10:35 AM,Deborah Okafor,Kids' school,Home,Personal,5.9,
08/15/2026,9:37 AM,KIMBERLY ROGERS,Home,Pt 9965,Patient visit,19.6,Yes
08/17/2026,8:21 AM,DEBORAH OKAFOR,Home,Pt 9594,Patient visit,18.3,
08/17/2026,9:56 AM,DEBORAH OKAFOR,Pt 9594,Pt 5769,Patient visit,3.7,
08/17/2026,10:52 AM,Deborah Okafor,Pt 5769,Home,Drive home,13.9,
08/17/2026,11:55 AM,Deborah Okafor,Home,Costco,Personal,6.8,
08/17/2026,12:43 PM,Deborah Okafor,Costco,Home,Personal,6.8,
08/17/2026,8:19 AM,Gary Phillips,Home,Pt 8290,Patient visit,13.4,
08/17/2026,9:40 AM,Gary Phillips,Pt 8290,Pt 6194,Patient visit,4.9,
08/17/2026,10:35 AM,Gary Phillips,Pt 6194,Home,Drive home,5.0,
08/17/2026,7:32 AM,Joshua Morris,Home,Pt 3334,Patient visit,17.9,
08/17/2026,8:57 AM,Joshua Morris,Pt 3334,Pt 9989,Patient visit,14.9,
08/17/2026,10:02 AM,Joshua Morris,Pt 9989,Office,Charting / drop paperwork,6.7,
08/17/2026,10:52 AM,Joshua Morris,Office,Home,Drive home,8.4,
08/17/2026,7:54 AM,Margaret Cook,Home,Pt 1230,Patient visit,15.7,
08/17/2026,9:18 AM,Margaret Cook,Pt 1230,Pt 4102,Patient visit,10.5,
08/17/2026,10:15 AM,Margaret Cook,Pt 4102,Pt 4059,Patient visit,14.1,
08/17/2026,11:29 AM,Margaret Cook,Pt 4059,Home,Drive home,15.9,
08/17/2026,8:30 AM,Rebecca Garcia,Home,Pt 2501,Patient visit,8.9,
08/17/2026,9:54 AM,Rebecca Garcia,Pt 2501,Pt 7410,Patient visit,11.3,
08/17/2026,11:11 AM,REBECCA GARCIA,Pt 7410,Pt 9965,Patient visit,14.0,
08/17/2026,12:37 PM,Rebecca Garcia,Pt 9965,Pt 2318,Patient visit,9.1,
08/17/2026,1:31 PM,Rebecca Garcia,Pt 2318,Home,Drive home,5.5,
08/17/2026,7:40 AM,SARAH FOSTER,Home,Pt 9896,Patient visit,10.8,
08/17/2026,8:39 AM,Sarah Foster,Pt 9896,Pt 1633,Patient visit,5.1,
08/17/2026,9:30 AM,Sarah Foster,Pt 1633,Pt 5712,Patient visit,5.9,
08/17/2026,10:24 AM,Sarah Foster,Pt 5712,Pt 6458,Patient visit,10.6,
08/17/2026,11:36 AM,Sarah Foster,Pt 6458,Pt 2471,Patient visit,7.1,
08/17/2026,12:43 PM,SARAH FOSTER,Pt 2471,Home,Drive home,17.7,
08/17/2026,7:33 AM,Sarah Torres,Home,Office,Team meeting,10.5,
08/17/2026,8:56 AM,SARAH TORRES,Office,Pt 4329,Patient visit,12.2,
08/17/2026,10:13 AM,Sarah Torres,Pt 4329,Pt 6451,Patient visit,4.6,
08/17/2026,11:31 AM,SARAH TORRES,Pt 6451,Home,Drive home,13.0,
08/18/2026,7:50 AM,Deborah Okafor,Home,Pt 9086,Patient visit,10.7,
08/18/2026,9:04 AM,Deborah Okafor,Pt 9086,Pt 9969,Patient visit,12.2,
08/18/2026,10:24 AM,Deborah Okafor,Pt 9969,Pt 9965,Patient visit,11.6,
08/18/2026,11:25 AM,Deborah Okafor,Pt 9965,Pt 3450,Patient visit,11.6,
08/18/2026,12:25 PM,DEBORAH OKAFOR,Pt 3450,Office,Charting / drop paperwork,3.2,
08/18/2026,1:36 PM,Deborah Okafor,Office,Home,Drive home,12.4,
08/18/2026,7:56 AM,Gary Phillips,Home,Pt 2494,Patient visit,19.3,
08/18/2026,9:12 AM,Gary Phillips,Pt 2494,Pt 9086,Patient visit,8.6,
08/18/2026,10:19 AM,GARY PHILLIPS,Pt 9086,Pt 5756,Patient visit,3.7,
