Name,Email,Created at,Customer ID,Financial Status,Total,Refunded Amount,Tags,Lineitem name,Lineitem quantity,Lineitem price
#1118,richard.richardson@gmail.com,2025-04-23 13:07:05 -0700,7348124477,,,,,Nightjar mug,1,16.00
#1119,jlopez@aol.com,2025-05-06 16:29:20 -0700,7336994985,paid,140.00,0.00,,Espresso 5lb,1,78.00
#1119,jlopez@aol.com,2025-05-06 16:29:20 -0700,7336994985,,,,,Guatemala Antigua 12oz,1,20.00
#1119,jlopez@aol.com,2025-05-06 16:29:20 -0700,7336994985,,,,,Pour-over kit,1,42.00
#1120,marcus_cox@protonmail.com,2025-05-09 09:18:15 -0700,7371064827,paid,123.00,0.00,,Colombia Huila 12oz,1,19.00
#1120,marcus_cox@protonmail.com,2025-05-09 09:18:15 -0700,7371064827,,,,,Guatemala Antigua 12oz,1,20.00
#1120,marcus_cox@protonmail.com,2025-05-09 09:18:15 -0700,7371064827,,,,,Pour-over kit,2,42.00
#1121,sfoster@aol.com,2025-05-10 13:43:44 -0700,7315721498,paid,27.95,0.00,,Ethiopia Guji 12oz,1,21.00
#1122,amara_torres@yahoo.com,2025-05-13 11:02:01 -0700,7331608507,paid,29.95,0.00,,Kenya AA 12oz,1,23.00
#1123,kenneth_ward@me.com,2025-05-14 07:40:54 -0700,7378795832,paid,65.00,0.00,,Kenya AA 12oz,1,23.00
#1123,kenneth_ward@me.com,2025-05-14 07:40:54 -0700,7378795832,,,,,Pour-over kit,1,42.00
#1124,anthonymensah37@gmail.com,2025-05-14 11:04:55 -0700,7383295518,paid,44.00,0.00,,Nightjar mug,1,16.00
#1124,anthonymensah37@gmail.com,2025-05-14 11:04:55 -0700,7383295518,,,,,Decaf Swiss Water 12oz,1,19.50
#1125,okafor.deborah@protonmail.com,2025-05-20 12:20:35 -0700,7301669174,partially_refunded,61.00,18.30,,Colombia Huila 12oz,1,19.00
#1125,okafor.deborah@protonmail.com,2025-05-20 12:20:35 -0700,7301669174,,,,,Ethiopia Guji 12oz,2,21.00
#1126,sfoster@aol.com,2025-05-22 11:03:50 -0700,7315721498,paid,59.00,0.00,,Ethiopia Guji 12oz,1,21.00
#1126,sfoster@aol.com,2025-05-22 11:03:50 -0700,7315721498,,,,,Colombia Huila 12oz,2,19.00
#1127,kenneth_ward@me.com,2025-05-28 10:54:56 -0700,7378795832,paid,78.00,0.00,,Espresso 5lb,1,78.00
#1128,luis.mensah@me.com,2025-05-29 15:08:16 -0700,7365289435,paid,179.00,0.00,,Espresso 5lb,2,78.00
#1128,luis.mensah@me.com,2025-05-29 15:08:16 -0700,7365289435,,,,,Kenya AA 12oz,1,23.00
#1129,dmitri_king@me.com,2025-06-03 13:26:17 -0700,7373057326,paid,132.50,0.00,,Espresso 5lb,1,78.00
#1129,dmitri_king@me.com,2025-06-03 13:26:17 -0700,7373057326,,,,,House Espresso 12oz,2,17.50
#1129,dmitri_king@me.com,2025-06-03 13:26:17 -0700,7373057326,,,,,Decaf Swiss Water 12oz,1,19.50
#1130,kimberly.davis@outlook.com,2025-06-03 16:03:50 -0700,7326117555,paid,37.00,0.00,,Decaf Swiss Water 12oz,1,19.50
#1130,kimberly.davis@outlook.com,2025-06-03 16:03:50 -0700,7326117555,,,,,House Espresso 12oz,1,17.50
#1131,dmitri_king@me.com,2025-06-11 16:14:16 -0700,7373057326,paid,218.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1131,dmitri_king@me.com,2025-06-11 16:14:16 -0700,7373057326,,,,,Espresso 5lb,2,78.00
#1131,dmitri_king@me.com,2025-06-11 16:14:16 -0700,7373057326,,,,,Pour-over kit,1,42.00
#1132,lewis.carlos@gmail.com,2025-06-21 12:58:51 -0700,7302904003,paid,67.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1132,lewis.carlos@gmail.com,2025-06-21 12:58:51 -0700,7302904003,,,,,Colombia Huila 12oz,2,19.00
#1133,sarahtorres29@outlook.com,2025-06-23 14:45:07 -0700,7336938170,paid,124.50,0.00,,Pour-over kit,2,42.00
#1133,sarahtorres29@outlook.com,2025-06-23 14:45:07 -0700,7336938170,,,,,Kenya AA 12oz,1,23.00
#1133,sarahtorres29@outlook.com,2025-06-23 14:45:07 -0700,7336938170,,,,,House Espresso 12oz,1,17.50
#1134,matthewwhite81@yahoo.com,2025-06-23 15:31:56 -0700,7324826513,paid,74.00,0.00,,Pour-over kit,1,42.00
#1134,matthewwhite81@yahoo.com,2025-06-23 15:31:56 -0700,7324826513,,,,,Nightjar mug,2,16.00
#1135,sarahtorres29@outlook.com,2025-06-26 13:23:10 -0700,7336938170,paid,25.95,0.00,,Colombia Huila 12oz,1,19.00
#1136,cflores@gmail.com,2025-06-28 15:03:14 -0700,7311055915,paid,40.50,0.00,,Decaf Swiss Water 12oz,1,19.50
#1136,cflores@gmail.com,2025-06-28 15:03:14 -0700,7311055915,,,,,Ethiopia Guji 12oz,1,21.00
#1137,margaret.cook@aol.com,2025-06-29 14:24:01 -0700,7316628927,voided,44.95,0.00,,Colombia Huila 12oz,2,19.00
#1138,gary_phillips@gmail.com,2025-07-27 10:05:19 -0700,7303057825,paid,26.45,0.00,,Decaf Swiss Water 12oz,1,19.50
#1139,kcooper@icloud.com,2025-07-29 08:52:11 -0700,7396383539,paid,28.50,0.00,,Guatemala Antigua 12oz,1,20.00
#1140,jeffreygutierrez2@aol.com,2025-08-08 09:28:00 -0700,7308198675,paid,84.00,0.00,,Pour-over kit,2,42.00
#1141,rebecca.garcia@yahoo.com,2025-08-09 08:33:15 -0700,7391180437,paid,37.00,0.00,,Ethiopia Guji 12oz,1,21.00
#1141,rebecca.garcia@yahoo.com,2025-08-09 08:33:15 -0700,7391180437,,,,,Nightjar mug,1,16.00
#1142,stephanie_alvarez@yahoo.com,2025-08-09 12:33:26 -0700,7323463874,paid,61.45,0.00,,Ethiopia Guji 12oz,1,21.00
#1142,stephanie_alvarez@yahoo.com,2025-08-09 12:33:26 -0700,7323463874,,,,,House Espresso 12oz,1,17.50
#1142,stephanie_alvarez@yahoo.com,2025-08-09 12:33:26 -0700,7323463874,,,,,Nightjar mug,1,16.00
#1143,wilson.gary@hotmail.com,2025-08-16 14:18:17 -0700,7370033481,paid,32.00,0.00,,Nightjar mug,2,16.00
#1144,sarahtorres29@outlook.com,2025-08-17 13:27:30 -0700,7336938170,paid,42.00,0.00,,Nightjar mug,1,16.00
#1144,sarahtorres29@outlook.com,2025-08-17 13:27:30 -0700,7336938170,,,,,House Espresso 12oz,1,17.50
#1145,jessica_peterson@gmail.com,2025-08-20 07:10:45 -0700,7380058851,paid,95.50,0.00,,House Espresso 12oz,1,17.50
#1145,jessica_peterson@gmail.com,2025-08-20 07:10:45 -0700,7380058851,,,,,Espresso 5lb,1,78.00
#1146,ward.john@aol.com,2025-08-26 15:22:12 -0700,7361465572,partially_refunded,35.00,13.37,,House Espresso 12oz,2,17.50
#1147,donnaalvarez34@protonmail.com,2025-09-03 10:09:14 -0700,7328883828,paid,46.00,0.00,,Kenya AA 12oz,2,23.00
#1148,johnson.priya@outlook.com,2025-09-11 11:50:09 -0700,7388263752,paid,63.00,0.00,,Pour-over kit,1,42.00
#1148,johnson.priya@outlook.com,2025-09-11 11:50:09 -0700,7388263752,,,,,Ethiopia Guji 12oz,1,21.00
#1149,watson.chloe@gmail.com,2025-09-14 09:35:16 -0700,7381891021,paid,63.00,0.00,,Kenya AA 12oz,1,23.00
#1149,watson.chloe@gmail.com,2025-09-14 09:35:16 -0700,7381891021,,,,,Guatemala Antigua 12oz,2,20.00
#1150,ops@nightjar.coffee,2025-09-21 07:49:00 -0700,7393861560,paid,42.00,0.00,test,Pour-over kit,1,42.00
#1151,wilson.gary@hotmail.com,2025-09-25 15:01:11 -0700,7370033481,paid,61.95,0.00,,Decaf Swiss Water 12oz,2,19.50
#1151,wilson.gary@hotmail.com,2025-09-25 15:01:11 -0700,7370033481,,,,,Nightjar mug,1,16.00
#1152,amara_torres@yahoo.com,2025-10-03 10:55:52 -0700,7331608507,paid,26.00,0.00,,House Espresso 12oz,1,17.50
#1153,joshua.peterson@me.com,2025-10-10 13:59:56 -0700,7364321652,paid,126.00,0.00,,Ethiopia Guji 12oz,2,21.00
#1153,joshua.peterson@me.com,2025-10-10 13:59:56 -0700,7364321652,,,,,Pour-over kit,2,42.00
#1154,joshua_morris@hotmail.com,2025-10-16 09:15:48 -0700,7340407795,paid,28.50,0.00,,Guatemala Antigua 12oz,1,20.00
#1155,gary_phillips@gmail.com,2025-10-20 15:08:56 -0700,7303057825,paid,63.00,0.00,,Pour-over kit,1,42.00
#1155,gary_phillips@gmail.com,2025-10-20 15:08:56 -0700,7303057825,,,,,Ethiopia Guji 12oz,1,21.00
#1156,harris.david@protonmail.com,2025-10-26 16:43:10 -0700,7385060196,paid,66.45,0.00,,House Espresso 12oz,1,17.50
#1156,harris.david@protonmail.com,2025-10-26 16:43:10 -0700,7385060196,,,,,Kenya AA 12oz,1,23.00
#1156,harris.david@protonmail.com,2025-10-26 16:43:10 -0700,7385060196,,,,,Colombia Huila 12oz,1,19.00
#1157,kevinstewart49@outlook.com,2025-10-29 10:33:49 -0700,7315732041,paid,28.00,0.00,,Decaf Swiss Water 12oz,1,19.50
#1158,kenneth_ward@me.com,2025-11-06 11:51:55 -0700,7378795832,paid,44.00,0.00,,Nightjar mug,1,16.00
#1158,kenneth_ward@me.com,2025-11-06 11:51:55 -0700,7378795832,,,,,Decaf Swiss Water 12oz,1,19.50
#1159,krogers@icloud.com,2025-11-12 07:46:29 -0700,7304884456,paid,26.45,0.00,,Decaf Swiss Water 12oz,1,19.50
#1160,kenneth_ward@me.com,2025-11-14 10:03:26 -0700,7378795832,paid,29.95,0.00,,Kenya AA 12oz,1,23.00
#1161,gonzalez.wei@me.com,2025-11-28 09:24:32 -0700,7319643903,paid,17.50,0.00,,House Espresso 12oz,1,17.50
#1162,kenneth.rogers@outlook.com,2025-12-11 13:13:24 -0700,7380099984,paid,44.45,0.00,,House Espresso 12oz,1,17.50
#1162,kenneth.rogers@outlook.com,2025-12-11 13:13:24 -0700,7380099984,,,,,Guatemala Antigua 12oz,1,20.00
#1163,sfoster@aol.com,2025-12-19 15:33:31 -0700,7315721498,paid,48.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1163,sfoster@aol.com,2025-12-19 15:33:31 -0700,7315721498,,,,,Colombia Huila 12oz,1,19.00
#1164,harris.david@protonmail.com,2025-12-30 08:08:54 -0700,7385060196,paid,91.50,0.00,,Nightjar mug,2,16.00
#1164,harris.david@protonmail.com,2025-12-30 08:08:54 -0700,7385060196,,,,,House Espresso 12oz,1,17.50
#1164,harris.david@protonmail.com,2025-12-30 08:08:54 -0700,7385060196,,,,,Pour-over kit,1,42.00
#1165,harris.david@protonmail.com,2026-01-10 08:00:47 -0700,7385060196,paid,80.50,0.00,,House Espresso 12oz,1,17.50
#1165,harris.david@protonmail.com,2026-01-10 08:00:47 -0700,7385060196,,,,,Ethiopia Guji 12oz,1,21.00
#1165,harris.david@protonmail.com,2026-01-10 08:00:47 -0700,7385060196,,,,,Pour-over kit,1,42.00
#1166,richard.richardson@gmail.com,2026-01-10 08:34:00 -0700,7363300491,paid,24.50,0.00,,Nightjar mug,1,16.00
#1167,johnson.priya@outlook.com,2026-01-12 10:47:25 -0700,7388263752,paid,121.00,0.00,,Nightjar mug,1,16.00
#1167,johnson.priya@outlook.com,2026-01-12 10:47:25 -0700,7388263752,,,,,Ethiopia Guji 12oz,1,21.00
#1167,johnson.priya@outlook.com,2026-01-12 10:47:25 -0700,7388263752,,,,,Pour-over kit,2,42.00
#1168,anthonymensah37@gmail.com,2026-01-16 14:43:17 -0700,7383295518,paid,29.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1169,harris.david@protonmail.com,2026-01-17 13:22:42 -0700,7385060196,partially_refunded,44.00,17.67,,Decaf Swiss Water 12oz,1,19.50
#1169,harris.david@protonmail.com,2026-01-17 13:22:42 -0700,7385060196,,,,,Nightjar mug,1,16.00
#1170,donna.white@outlook.com,2026-01-19 13:16:46 -0700,7341801574,paid,78.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1170,donna.white@outlook.com,2026-01-19 13:16:46 -0700,7341801574,,,,,House Espresso 12oz,1,17.50
#1170,donna.white@outlook.com,2026-01-19 13:16:46 -0700,7341801574,,,,,Guatemala Antigua 12oz,2,20.00
#1171,eruiz@me.com,2026-01-27 08:57:48 -0700,7394668208,paid,40.00,0.00,,Guatemala Antigua 12oz,2,20.00
#1172,kenneth_ward@me.com,2026-02-01 09:37:15 -0700,7378795832,paid,119.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1172,kenneth_ward@me.com,2026-02-01 09:37:15 -0700,7378795832,,,,,Ethiopia Guji 12oz,1,21.00
#1172,kenneth_ward@me.com,2026-02-01 09:37:15 -0700,7378795832,,,,,Espresso 5lb,1,78.00
#1173,kcooper@icloud.com,2026-02-03 10:54:02 -0700,7396383539,paid,26.95,0.00,,Guatemala Antigua 12oz,1,20.00
#1174,sfoster@aol.com,2026-02-06 07:32:51 -0700,7315721498,paid,37.00,0.00,,Decaf Swiss Water 12oz,1,19.50
#1174,sfoster@aol.com,2026-02-06 07:32:51 -0700,7315721498,,,,,House Espresso 12oz,1,17.50
#1175,kcooper@icloud.com,2026-02-07 08:44:28 -0700,7396383539,paid,80.50,0.00,,House Espresso 12oz,1,17.50
#1175,kcooper@icloud.com,2026-02-07 08:44:28 -0700,7396383539,,,,,Pour-over kit,1,42.00
#1175,kcooper@icloud.com,2026-02-07 08:44:28 -0700,7396383539,,,,,Ethiopia Guji 12oz,1,21.00
#1176,jward@outlook.com,2026-02-14 10:28:45 -0700,7344999241,paid,40.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1176,jward@outlook.com,2026-02-14 10:28:45 -0700,7344999241,,,,,Decaf Swiss Water 12oz,1,19.50
#1177,ashley_myers@aol.com,2026-02-26 09:38:40 -0700,7376385018,paid,46.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1177,ashley_myers@aol.com,2026-02-26 09:38:40 -0700,7376385018,,,,,House Espresso 12oz,1,17.50
#1178,harris.david@protonmail.com,2026-02-28 15:18:00 -0700,7385060196,paid,24.50,0.00,,Nightjar mug,1,16.00
#1179,dorothy_howard@icloud.com,2026-03-04 16:09:22 -0700,7333646685,paid,57.95,0.00,,Colombia Huila 12oz,1,19.00
#1179,dorothy_howard@icloud.com,2026-03-04 16:09:22 -0700,7333646685,,,,,Nightjar mug,2,16.00
#1180,parker.dorothy@protonmail.com,2026-03-11 12:23:53 -0700,7345085956,paid,46.45,0.00,,Decaf Swiss Water 12oz,1,19.50
#1180,parker.dorothy@protonmail.com,2026-03-11 12:23:53 -0700,7345085956,,,,,Guatemala Antigua 12oz,1,20.00
#1181,wilson.gary@hotmail.com,2026-03-13 11:32:41 -0700,7370033481,paid,176.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1181,wilson.gary@hotmail.com,2026-03-13 11:32:41 -0700,7370033481,,,,,Espresso 5lb,2,78.00
#1182,parker.dorothy@protonmail.com,2026-03-18 11:08:01 -0700,7345085956,paid,42.00,0.00,,House Espresso 12oz,1,17.50
#1182,parker.dorothy@protonmail.com,2026-03-18 11:08:01 -0700,7345085956,,,,,Nightjar mug,1,16.00
#1183,okafor.deborah@protonmail.com,2026-03-19 10:38:25 -0700,7391096787,paid,49.00,0.00,,Ethiopia Guji 12oz,1,21.00
#1183,okafor.deborah@protonmail.com,2026-03-19 10:38:25 -0700,7391096787,,,,,Decaf Swiss Water 12oz,1,19.50
#1184,watson.chloe@gmail.com,2026-03-19 14:51:46 -0700,7381891021,partially_refunded,101.00,37.78,,Kenya AA 12oz,1,23.00
#1184,watson.chloe@gmail.com,2026-03-19 14:51:46 -0700,7381891021,,,,,Espresso 5lb,1,78.00
#1185,barbara_hernandez@icloud.com,2026-03-20 12:30:19 -0700,7322739785,paid,56.50,0.00,,House Espresso 12oz,1,17.50
#1185,barbara_hernandez@icloud.com,2026-03-20 12:30:19 -0700,7322739785,,,,,Guatemala Antigua 12oz,1,20.00
#1185,barbara_hernandez@icloud.com,2026-03-20 12:30:19 -0700,7322739785,,,,,Colombia Huila 12oz,1,19.00
#1186,barbara_hernandez@icloud.com,2026-03-27 14:08:30 -0700,7322739785,paid,63.00,0.00,,Pour-over kit,1,42.00
#1186,barbara_hernandez@icloud.com,2026-03-27 14:08:30 -0700,7322739785,,,,,Ethiopia Guji 12oz,1,21.00
#1187,jward@outlook.com,2026-03-28 11:51:44 -0700,7344999241,paid,59.50,0.00,,Colombia Huila 12oz,1,19.00
#1187,jward@outlook.com,2026-03-28 11:51:44 -0700,7344999241,,,,,Nightjar mug,2,16.00
#1188,charles_mensah@icloud.com,2026-04-02 12:22:54 -0700,7316065254,paid,45.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1188,charles_mensah@icloud.com,2026-04-02 12:22:54 -0700,7316065254,,,,,Nightjar mug,1,16.00
#1189,joshua.peterson@me.com,2026-04-04 16:24:25 -0700,7364321652,paid,32.00,0.00,,Nightjar mug,2,16.00
#1190,marcus_cox@protonmail.com,2026-04-12 16:25:44 -0700,7317762948,paid,50.95,0.00,,Kenya AA 12oz,1,23.00
#1190,marcus_cox@protonmail.com,2026-04-12 16:25:44 -0700,7317762948,,,,,Ethiopia Guji 12oz,1,21.00
#1191,kenneth_ward@me.com,2026-04-15 15:19:43 -0700,7378795832,paid,41.00,0.00,,Ethiopia Guji 12oz,1,21.00
#1191,kenneth_ward@me.com,2026-04-15 15:19:43 -0700,7378795832,,,,,Guatemala Antigua 12oz,1,20.00
#1192,anthonymensah37@gmail.com,2026-04-23 16:53:15 -0700,7383295518,paid,55.00,0.00,,Decaf Swiss Water 12oz,2,19.50
#1192,anthonymensah37@gmail.com,2026-04-23 16:53:15 -0700,7383295518,,,,,Nightjar mug,1,16.00
#1193,lewis.carlos@gmail.com,2026-04-27 10:27:13 -0700,7302904003,paid,110.00,0.00,,Nightjar mug,2,16.00
#1193,lewis.carlos@gmail.com,2026-04-27 10:27:13 -0700,7302904003,,,,,Espresso 5lb,1,78.00
#1194,amara_torres@yahoo.com,2026-05-10 11:32:10 -0700,7331608507,paid,20.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1195,jward@outlook.com,2026-05-22 15:08:51 -0700,7344999241,paid,26.45,0.00,,Decaf Swiss Water 12oz,1,19.50
#1196,matthewwhite81@yahoo.com,2026-05-25 16:33:48 -0700,7324826513,partially_refunded,50.50,14.88,,Pour-over kit,1,42.00
#1197,barbara_hernandez@icloud.com,2026-06-05 15:49:58 -0700,7322739785,paid,95.50,0.00,,Espresso 5lb,1,78.00
#1197,barbara_hernandez@icloud.com,2026-06-05 15:49:58 -0700,7322739785,,,,,House Espresso 12oz,1,17.50
#1198,barbara_hernandez@icloud.com,2026-06-08 15:53:52 -0700,7322739785,paid,41.95,0.00,,House Espresso 12oz,2,17.50
#1199,johnson.priya@outlook.com,2026-06-11 11:27:19 -0700,7388263752,paid,103.00,0.00,,Colombia Huila 12oz,1,19.00
#1199,johnson.priya@outlook.com,2026-06-11 11:27:19 -0700,7388263752,,,,,Pour-over kit,2,42.00
#1200,donnaalvarez34@protonmail.com,2026-06-11 14:58:21 -0700,7328883828,paid,65.00,0.00,,Kenya AA 12oz,1,23.00
#1200,donnaalvarez34@protonmail.com,2026-06-11 14:58:21 -0700,7328883828,,,,,Pour-over kit,1,42.00
#1201,joshua.peterson@me.com,2026-06-14 14:58:41 -0700,7364321652,partially_refunded,156.00,55.53,,Espresso 5lb,2,78.00
#1202,cflores@gmail.com,2026-06-16 15:03:50 -0700,7357194352,paid,62.95,0.00,,Nightjar mug,1,16.00
#1202,cflores@gmail.com,2026-06-16 15:03:50 -0700,7357194352,,,,,Guatemala Antigua 12oz,2,20.00
#1203,amara_torres@yahoo.com,2026-06-20 10:16:29 -0700,7331608507,paid,84.00,0.00,,Pour-over kit,2,42.00
#1204,gary_phillips@gmail.com,2026-06-25 08:01:12 -0700,7303057825,paid,65.95,0.00,,Colombia Huila 12oz,1,19.00
#1204,gary_phillips@gmail.com,2026-06-25 08:01:12 -0700,7303057825,,,,,Guatemala Antigua 12oz,2,20.00
#1205,kenneth_ward@me.com,2026-06-26 16:06:54 -0700,7378795832,paid,78.00,0.00,,Espresso 5lb,1,78.00
#1206,rebecca.garcia@yahoo.com,2026-07-09 11:50:00 -0700,7391180437,paid,45.95,0.00,,Colombia Huila 12oz,1,19.00
#1206,rebecca.garcia@yahoo.com,2026-07-09 11:50:00 -0700,7391180437,,,,,Guatemala Antigua 12oz,1,20.00
#1207,fatima_walker@outlook.com,2026-07-21 10:57:11 -0700,7329589712,paid,42.00,0.00,,Ethiopia Guji 12oz,2,21.00
#1208,steven_morgan@icloud.com,2026-07-23 16:11:58 -0700,7375242487,paid,74.00,0.00,,Nightjar mug,2,16.00
#1208,steven_morgan@icloud.com,2026-07-23 16:11:58 -0700,7375242487,,,,,Ethiopia Guji 12oz,2,21.00
#1209,charles_mensah@icloud.com,2026-07-29 12:39:51 -0700,7316065254,voided,64.95,0.00,,Nightjar mug,1,16.00
#1209,charles_mensah@icloud.com,2026-07-29 12:39:51 -0700,7316065254,,,,,Pour-over kit,1,42.00
#1210,parker.dorothy@protonmail.com,2026-08-02 11:00:43 -0700,7345085956,paid,113.50,0.00,,Espresso 5lb,1,78.00
#1210,parker.dorothy@protonmail.com,2026-08-02 11:00:43 -0700,7345085956,,,,,Nightjar mug,1,16.00
#1210,parker.dorothy@protonmail.com,2026-08-02 11:00:43 -0700,7345085956,,,,,Decaf Swiss Water 12oz,1,19.50
#1211,donnaalvarez34@protonmail.com,2026-08-05 07:01:38 -0700,7328883828,paid,26.00,0.00,,House Espresso 12oz,1,17.50
#1212,ingrid_peterson@protonmail.com,2026-08-06 09:53:55 -0700,7357125592,paid,42.00,0.00,,Pour-over kit,1,42.00
#1213,rebecca.garcia@yahoo.com,2026-08-10 11:52:15 -0700,7391180437,paid,38.50,0.00,,House Espresso 12oz,1,17.50
#1213,rebecca.garcia@yahoo.com,2026-08-10 11:52:15 -0700,7391180437,,,,,Ethiopia Guji 12oz,1,21.00
#1214,wilson.gary@hotmail.com,2026-08-12 12:54:22 -0700,7370033481,paid,31.50,0.00,,Kenya AA 12oz,1,23.00
#1215,barbara_hernandez@icloud.com,2026-08-12 13:52:31 -0700,7322739785,paid,68.00,0.00,,House Espresso 12oz,1,17.50
#1215,barbara_hernandez@icloud.com,2026-08-12 13:52:31 -0700,7322739785,,,,,Pour-over kit,1,42.00
#1216,johnson.priya@outlook.com,2026-08-14 08:37:27 -0700,7388263752,paid,29.50,0.00,,Ethiopia Guji 12oz,1,21.00
#1217,dorothy_howard@icloud.com,2026-08-15 08:44:01 -0700,7333646685,paid,27.50,0.00,,Colombia Huila 12oz,1,19.00
#1218,amynelson6@gmail.com,2026-08-15 09:00:38 -0700,7384576944,paid,133.50,0.00,,Espresso 5lb,1,78.00
#1218,amynelson6@gmail.com,2026-08-15 09:00:38 -0700,7384576944,,,,,Colombia Huila 12oz,2,19.00
#1218,amynelson6@gmail.com,2026-08-15 09:00:38 -0700,7384576944,,,,,House Espresso 12oz,1,17.50
#1219,jlopez@aol.com,2026-08-18 15:17:22 -0700,7336994985,paid,22.95,0.00,,Nightjar mug,1,16.00
#1220,okafor.deborah@protonmail.com,2026-08-23 10:55:58 -0700,7391096787,paid,85.00,0.00,,Guatemala Antigua 12oz,1,20.00
#1220,okafor.deborah@protonmail.com,2026-08-23 10:55:58 -0700,7391096787,,,,,Pour-over kit,1,42.00
#1220,okafor.deborah@protonmail.com,2026-08-23 10:55:58 -0700,7391096787,,,,,Kenya AA 12oz,1,23.00
#1221,gary_phillips@gmail.com,2026-08-24 13:12:20 -0700,7303057825,paid,124.50,0.00,,Pour-over kit,2,42.00
#1221,gary_phillips@gmail.com,2026-08-24 13:12:20 -0700,7303057825,,,,,House Espresso 12oz,1,17.50
#1221,gary_phillips@gmail.com,2026-08-24 13:12:20 -0700,7303057825,,,,,Kenya AA 12oz,1,23.00
